	G000974425	G000701505	G000374085	G000325705	G900129725	G000265075	G000166395	G900111145	G900107465	G000379725	G001314815	G000379765	G900116885	G001890965	G000472485	G001747095	G000346615	G001593005	G000023125	G000298295	G000295935	G900113045	G000390185	G900116615	G000348925	G000373245	G000812565	G001567185	G001683905	G000715495	G001078055	G000423565	G900115665	G900112005	G000373265	G000296815	G000473765	G900142205	G000482465	G001611675	G000331535	G000222485	G000566685	G000427405	G000429425	G000973725	G000737515	G000169175	G000807855	G001442615	G900112365	G900103285	G900100765	G900156415	G000381545	G000383955	G000382225	G000265505	G000429405	G900112255	G000265405	G000429445	G001267955	G001281695	G001483135	G000430505	G001306455	G001050135	G000277005	G001657315	G000429465	G000166275	G000426725	G000014145	G000714815	G001747105	G001592935	G000374025	G001647285	G000024525	G900129785	G000374065	G000801315	G000422585	G000428845	G000330725	G000263195	G001592965	G000427295	G001898575	G001870735	G001592945	G000972495	G000473365	G000331105	G000183425
G900156415	58.638126	50.598133	62.613773	69.582344	59.0223	39.80492	65.204666	62.679466	152.47949	109.88163	114.686714	159.48183	16.634596	93.70955	20.102816	63.538784	43.771236	83.40297	64.53994	105.21047	114.22508	120.22717	65.43758	83.18374	50.356663	67.4623	130.13724	70.424065	54.39661	82.06785	40.566673	91.43924	97.2678	83.66313	11.776448	64.659805	153.34943	61.789745	96.47162	16.544798	40.29102	111.22219	50.94954	116.53913	137.40506	19.941286	74.26959	94.56924	159.9945	73.53124	60.676758	71.769424	56.42622	0.0	152.7603	78.63106	90.83931	230.09074	112.42415	118.17083	128.05096	80.73148	86.700226	177.49968	70.809	75.508865	72.46169	102.42785	0.0799044	46.56326	108.24753	111.217766	107.48789	96.96345	83.75405	73.32289	77.7842	65.60855	29.438347	58.678944	119.18334	61.91575	47.601288	137.50978	63.03104	111.346756	146.21404	75.273766	95.65485	63.460083	59.440205	84.85073	54.423553	104.756134	72.55743	126.401985
G000381545	153.61945	92.97902	158.03812	30.379238	90.505615	99.55532	88.28503	127.01979	0.012139639	143.01567	22.765852	68.23606	160.2585	109.43265	177.01001	91.14566	120.39722	103.92569	115.375786	18.915525	22.471462	126.42559	40.260746	40.20484	150.692	58.543747	121.97875	110.187225	77.90818	172.68175	125.99528	85.13783	86.342964	57.263268	152.20618	173.39479	0.010560494	99.86264	104.23382	160.0015	81.683205	52.99227	76.35159	134.1273	15.285255	180.79108	182.53984	146.27473	168.08336	33.64395	148.29541	136.70883	148.22485	152.7603	0.0	181.3275	195.59116	185.05536	24.565569	146.56612	51.997112	46.083103	106.46854	160.15182	202.19034	135.14822	67.35151	54.46369	152.54764	67.907936	31.468496	41.188824	108.920166	149.28485	76.63218	101.996925	87.396935	151.74931	131.94702	163.07413	26.552385	156.71071	158.88577	128.34572	79.71689	22.180641	137.62648	138.1981	52.101814	153.2908	162.05952	103.797516	156.30818	173.6707	181.84683	98.5327
G000383955	16.503767	67.91207	13.929504	110.24375	56.465908	96.79522	129.70537	91.33895	180.99586	134.52682	160.8929	195.11412	85.379074	114.18124	94.09432	111.96094	108.535706	112.99246	44.86617	152.3405	171.36504	164.725	80.438255	142.31711	112.987434	132.24948	173.43277	59.960407	94.417534	69.67985	81.37766	86.14031	122.63659	146.00444	92.35891	13.779276	182.04861	111.344864	62.26398	85.146385	92.76982	150.69908	76.20993	107.1956	187.77846	107.287704	89.70879	109.48236	204.96416	125.65888	21.942425	55.52366	28.459005	78.63106	181.3275	0.0	85.08615	259.7407	161.93446	86.45809	182.88272	113.110756	114.63411	216.53993	66.155655	84.40427	99.829	147.30058	78.92928	93.83075	171.41722	167.98328	166.96872	121.362656	145.49075	107.26657	110.02263	20.01601	82.07364	13.160817	171.54298	13.53659	72.51392	147.21411	70.29737	128.24101	145.38144	130.17654	138.48965	21.843996	25.953823	113.133354	46.725372	127.10846	12.253029	176.89232
G000382225	98.8001	108.54838	98.32941	129.74915	94.08191	101.70757	140.126	122.54563	195.37032	165.06487	173.03668	185.99228	75.36416	140.17784	73.2682	144.47781	102.800385	136.80647	89.96623	155.24648	169.22234	160.47937	122.23336	151.51434	80.85995	138.45824	180.415	109.15901	110.039635	8.222023	77.80908	124.760254	143.4674	154.32277	81.018936	95.667366	196.16032	153.15108	120.019966	75.24779	115.24966	153.72836	108.68498	146.07858	192.69385	104.8959	6.283973	139.75322	204.2494	140.40282	104.90282	107.190346	67.25576	90.83931	195.59116	85.08615	0.0	240.86375	172.23175	127.6116	176.7143	147.21405	138.36952	204.77379	35.175213	114.365456	131.4294	150.27309	91.13346	128.20831	182.37738	167.35902	161.65656	153.05757	149.61163	138.67532	134.768	112.06801	90.43619	96.41683	175.24394	95.56741	24.942684	160.85976	110.43243	159.4972	164.10635	149.96713	144.89023	112.918045	95.34041	136.649	20.735033	138.65202	70.38409	169.93117
G000265505	237.90556	196.29391	242.04967	188.5781	221.99158	206.14569	137.5764	149.22473	185.44826	82.8924	172.7079	79.75424	225.52069	83.992134	239.66891	173.4164	173.82605	111.68562	232.43088	136.79848	130.26112	69.00329	203.84602	150.9582	260.0663	186.48459	61.39836	146.12128	109.613174	228.49374	227.5925	118.66241	101.64847	143.1572	245.52792	262.05875	185.53049	192.79683	152.74309	225.54126	139.84526	84.32339	151.9288	82.64977	204.42094	217.36406	239.31772	108.284164	53.13799	153.19615	227.52135	270.37747	250.62604	230.09074	185.05536	259.7407	240.86375	0.0	169.28625	127.28573	80.7566	239.2555	108.577774	21.04945	251.28679	210.8767	137.89017	90.81279	228.51604	200.81653	199.58217	114.7052	76.01003	103.89534	117.53968	132.57121	123.2489	247.1528	178.28885	241.75888	132.12227	241.79858	229.40619	130.08112	179.9508	234.83946	48.33523	152.64632	95.15519	240.14337	249.12097	108.957794	220.61842	104.06945	261.7689	64.22713
G000429405	130.7666	72.94339	138.19472	28.091022	85.278915	66.34159	47.287716	85.44298	24.503721	124.35155	0.5012523	72.45093	123.77831	83.81236	138.44861	45.2742	88.05877	66.72259	104.55151	20.575834	13.720499	94.37772	37.41383	8.555596	128.07817	35.37627	87.43868	102.13544	58.975998	155.90984	104.06562	69.25891	67.5257	15.892004	117.82731	149.25577	24.781244	53.359715	97.44365	123.52054	53.533024	46.087467	53.296455	113.06715	8.484101	127.87452	158.90506	124.557625	130.61201	12.849017	123.20427	119.30316	129.04385	112.42415	24.565569	161.93446	172.23175	169.28625	0.0	144.39594	28.094389	27.172802	69.784775	137.2594	172.41075	110.71998	38.299	44.287678	111.9028	50.204773	6.001844	16.042608	79.327965	134.36215	58.348907	56.737762	52.911266	128.29836	93.54229	138.50839	12.290064	137.93178	134.8252	121.53394	70.13938	28.736906	113.3895	79.35771	42.891808	127.33923	144.16576	68.11052	130.39839	150.07852	159.85971	68.86488
G900112255	78.07513	86.398796	84.591415	111.635925	87.71167	114.19999	117.76639	68.81334	146.51218	82.7462	143.57553	132.19241	114.46732	49.899315	130.22307	112.64295	120.21998	76.17022	84.6599	120.186226	133.8664	75.58804	98.540405	127.307335	158.75323	136.88016	106.88523	50.802486	71.67517	105.17992	118.29998	32.308044	99.90205	125.327354	129.65521	99.35635	147.19846	116.8951	23.478745	114.37312	91.9268	97.10378	86.225426	36.968735	173.94147	126.55651	130.04472	46.56652	129.24704	119.15419	75.07882	133.74309	97.575005	118.17083	146.56612	86.45809	127.6116	127.28573	144.39594	0.0	120.058624	143.42352	74.87144	102.2632	98.935005	64.611595	92.10856	96.363556	117.14127	127.400604	162.2362	129.8439	120.56696	86.229095	123.631195	87.40688	79.2094	84.83189	88.72756	81.88332	138.24176	84.64158	115.189606	56.388058	73.97062	130.82086	60.36851	114.8999	91.81426	81.92322	101.74457	73.83334	87.082	89.85289	93.155846	112.0858
G000265405	151.73909	91.07699	159.92464	58.20814	114.14046	94.63841	39.390865	69.817856	52.147415	74.04101	30.902699	41.044586	135.48164	49.60491	151.3668	47.92604	93.91764	40.288193	132.4184	26.839325	17.159733	53.18201	76.30632	22.177206	156.70523	60.136204	30.416628	91.94277	46.027203	162.76395	121.58696	62.189194	46.78082	20.113892	138.13185	174.93547	52.27903	67.08873	95.92785	135.35002	51.649387	21.527077	61.04368	73.565445	47.53996	128.81046	167.34299	90.75029	54.553905	28.905436	141.55818	162.14609	156.71149	128.05096	51.997112	182.88272	176.7143	80.7566	28.094389	120.058624	0.0	80.55522	41.202774	59.76666	181.6574	125.189606	37.995697	21.29651	126.94428	76.22	41.62889	9.286255	35.21855	92.862656	43.885616	41.296577	36.033443	154.83557	90.98349	158.36716	14.650626	159.84804	149.06479	106.63485	84.94502	80.1821	53.722343	59.318375	22.395374	150.18498	167.34981	40.60218	142.78346	106.57593	180.98338	20.936365
G000429445	89.21905	49.854694	97.03196	27.759468	42.219078	49.59708	68.23739	97.4973	45.770973	146.87144	25.507954	127.0833	97.12045	114.11275	108.12165	57.90357	88.733116	96.91363	62.88104	52.622753	52.93808	134.84377	20.936382	32.202484	104.94363	44.201004	138.56041	96.257256	70.85297	129.47942	82.6256	79.84797	92.40559	44.2872	88.3691	96.93813	46.42348	51.059605	89.922165	96.80282	58.419083	90.04257	55.1838	140.69272	30.4699	114.52612	132.02934	140.93185	188.89359	29.564306	85.832664	65.35845	76.36841	80.73148	46.083103	113.110756	147.21405	239.2555	27.172802	143.42352	80.55522	0.0	101.1065	201.37111	140.13008	94.953926	54.29351	86.948685	80.8019	38.12323	21.810272	60.127743	121.57124	145.80997	88.41271	78.0954	79.136894	87.92421	87.03618	95.033936	53.582306	96.957214	109.74496	134.56607	52.05128	16.78648	160.7586	103.62825	81.179344	89.64905	95.51622	98.641426	101.15156	170.41394	109.01271	125.622734
G001267955	84.5882	67.59309	94.375244	66.90318	94.37274	74.457016	33.5217	10.023251	106.53735	56.882504	73.23575	71.202576	89.77375	25.96535	105.37579	23.853477	63.481865	0.35044926	95.67548	59.90012	60.600937	55.434803	77.156784	45.762836	132.96892	72.50151	28.355385	47.84056	34.169525	124.46396	82.6629	44.640064	43.076683	36.385777	102.105156	111.37634	107.066216	59.831097	56.303356	89.68407	37.907803	35.857662	41.74436	40.649555	99.97969	76.17846	134.7872	52.674034	49.565117	49.207863	78.05399	133.94716	111.160866	86.700226	106.46854	114.63411	138.36952	108.577774	69.784775	74.87144	41.202774	101.1065	0.0	70.635796	123.607445	88.51472	25.25158	30.248217	85.54279	73.27806	86.87052	39.065273	41.97759	68.075356	56.570854	9.40656	2.9275951	89.33345	42.78561	88.9123	52.445145	94.722916	108.96446	96.72321	62.356686	108.59787	34.924778	13.5678425	28.491121	83.35041	110.737236	0.13217553	97.79192	63.60253	118.54075	29.232452
G001281695	193.6202	156.30917	198.44698	146.36008	186.5265	160.62135	92.965866	100.50195	160.48663	61.634155	141.37166	66.04359	173.5727	45.463688	186.3385	123.76809	127.40825	72.90212	195.64114	102.37159	97.55784	38.917347	161.80727	114.40866	208.54036	142.3557	37.97482	111.95198	72.789925	193.99982	174.70396	84.01791	72.83802	105.584145	192.25958	220.02437	160.64108	143.64217	119.112656	173.60103	94.5488	56.471474	110.38266	51.39468	171.99086	156.79817	201.83589	64.28973	35.172184	115.22812	184.55643	233.15262	211.83057	177.49968	160.15182	216.53993	204.77379	21.04945	137.2594	102.2632	59.76666	201.37111	70.635796	0.0	208.60991	157.92583	98.16555	59.006042	175.97092	152.08621	161.97723	84.04591	47.413635	78.81132	79.522156	89.53448	83.626724	201.09438	124.9204	197.20139	101.572296	198.39397	185.75572	105.318726	144.97354	199.67445	32.07941	101.676506	62.849533	193.96077	207.42923	70.75885	180.41922	74.72156	219.38998	43.00423
G001483135	78.71649	91.056694	83.23108	126.1255	81.43865	89.19269	135.38089	95.40042	201.88443	153.14899	173.07227	204.61552	57.761562	122.85985	58.88516	129.77432	104.3928	121.86766	73.36621	161.65454	177.89066	153.4205	111.08904	149.48781	90.298874	139.37418	179.50325	87.89114	104.58851	28.024841	78.45507	103.018036	150.39148	149.51422	69.37807	80.15918	202.8809	132.71477	92.51783	57.63559	108.766884	157.28392	103.35168	127.21896	199.09427	82.47735	34.214878	114.36921	205.78235	140.75272	84.12347	104.00039	57.981823	70.809	202.19034	66.155655	35.175213	251.28679	172.41075	98.935005	181.6574	140.13008	123.607445	208.60991	0.0	80.26675	127.78628	152.89435	70.8093	127.409584	182.32805	172.13942	170.48445	141.95082	156.72485	122.97404	120.500206	92.27919	74.37408	77.27869	181.34398	80.42334	35.823486	141.09894	97.41044	150.87895	156.80911	133.13057	147.18477	91.43309	84.636925	122.068596	19.45092	132.68388	56.89222	174.5291
G000430505	82.161736	89.06381	88.99399	82.132034	75.94945	81.355675	96.14057	66.308426	134.82741	142.694	110.984955	176.26175	79.095825	67.30606	84.26388	77.32534	104.98797	86.69886	93.98329	105.25404	114.39116	90.55757	67.47755	101.69537	104.80208	97.29284	136.95322	83.91035	83.73504	96.80939	79.693954	36.85966	132.125	101.97277	73.42742	99.2884	135.78802	64.440544	45.676384	78.896835	77.383385	113.25434	79.611275	71.02981	134.85596	79.54507	107.34368	55.559536	176.9878	96.277374	83.29255	116.287796	91.24007	75.508865	135.14822	84.40427	114.365456	210.8767	110.71998	64.611595	125.189606	94.953926	88.51472	157.92583	80.26675	0.0	84.323456	108.80391	74.66215	93.25327	111.23947	121.334816	148.70782	143.24431	122.91334	81.99503	79.87531	86.69001	61.470932	85.1334	125.99284	87.69681	90.92964	81.04556	92.10175	90.58331	125.887505	93.2549	105.42298	85.522385	102.99053	86.7563	69.59779	144.83925	87.511055	145.5051
G001306455	72.69783	46.202526	78.003815	37.639797	69.109344	60.720997	28.485472	33.526688	67.36533	74.89682	39.98549	68.31195	80.40259	42.645554	93.672165	20.88585	51.37301	23.915611	74.06893	35.132313	33.838852	69.45372	44.439648	25.41579	103.26914	45.554028	51.02525	51.859623	30.63321	116.429306	61.69248	44.183765	29.141186	26.41585	86.425964	92.13553	67.83647	47.325756	59.60042	80.222786	23.58564	37.030865	30.296312	61.967667	56.953148	76.76332	123.33976	70.65539	85.14051	23.885273	67.81683	90.32269	92.021614	72.46169	67.35151	99.829	131.4294	137.89017	38.299	92.10856	37.995697	54.29351	25.25158	98.16555	127.78628	84.323456	0.0	33.356724	71.927	33.88311	46.921566	28.996805	48.10525	76.3959	46.547695	22.167946	18.707064	75.341194	39.57318	76.63554	35.708458	78.065956	93.78318	101.29145	43.087505	66.8986	65.52543	33.944317	29.863756	72.65806	83.347725	24.281744	90.401184	84.161026	105.903336	47.146275
G001050135	115.17557	77.24139	120.63192	38.840508	98.46223	72.67838	29.849525	49.494114	54.643513	57.148926	47.084732	23.323298	104.431	33.814774	117.79199	45.039032	57.7552	29.70345	109.89658	17.672012	21.13009	50.091732	56.728764	30.7066	120.59556	40.924442	33.60039	62.187313	23.154448	134.3881	84.57184	54.39732	32.323692	31.892921	110.79391	140.44864	54.79046	72.83476	78.42066	104.31097	32.061604	2.4855018	32.533524	56.22097	59.277874	98.096855	141.63997	64.25925	52.39541	26.31112	108.835045	138.04037	130.39323	102.42785	54.46369	147.30058	150.27309	90.81279	44.287678	96.363556	21.29651	86.948685	30.248217	59.006042	152.89435	108.80391	33.356724	0.0	101.652084	55.361923	60.960056	15.726651	24.825178	66.11806	20.17	36.21377	27.825611	119.60757	64.70924	121.06163	19.414791	119.68411	114.71701	97.69419	65.024635	81.23039	49.32079	52.124725	1.1883166	115.34245	129.52574	29.234495	115.016304	59.805325	149.23434	19.55254
G000277005	58.770985	50.45224	62.903057	69.49086	59.19453	39.845104	64.433685	61.651188	152.26668	109.02251	114.22439	158.89992	16.578407	92.467384	20.143045	62.69709	43.638157	82.264496	64.833305	104.71946	113.57682	118.94207	65.48931	82.626366	50.964733	67.42933	128.76094	69.98321	53.91287	82.34605	40.561974	90.43002	96.935616	82.85417	11.739168	65.11902	153.13824	60.90266	95.68242	16.488958	39.86444	110.4679	50.750378	115.28678	137.12833	19.427458	74.635796	93.44176	158.51782	73.211754	60.712555	72.517204	56.870613	0.0799044	152.54764	78.92928	91.13346	228.51604	111.9028	117.14127	126.94428	80.8019	85.54279	175.97092	70.8093	74.66215	71.927	101.652084	0.0	46.6785	107.7588	110.40019	106.650566	96.37902	83.330086	72.304794	76.75351	65.776794	28.830765	58.84427	118.50293	62.219936	48.01463	136.65076	63.01658	111.31532	144.9347	74.08116	94.92377	63.52719	59.991493	83.70839	54.614105	104.148445	72.88348	125.38408
G001657315	63.999466	36.715984	65.88915	21.137589	46.23857	40.35962	39.266846	69.29914	67.73778	90.8178	51.109493	90.74148	58.87653	78.76996	67.569595	41.810223	40.513035	69.45099	58.66244	40.82267	47.240707	111.6561	23.653727	36.559727	66.02733	26.486483	96.81196	61.882565	31.60717	113.64361	48.970337	76.35829	51.72065	45.113655	60.199577	75.457	68.27095	46.595417	88.91034	58.68399	14.527099	59.61297	23.199377	106.94386	61.62956	63.792145	112.23837	98.87582	132.52396	23.392338	62.026802	62.223984	73.096794	46.56326	67.907936	93.83075	128.20831	200.81653	50.204773	127.400604	76.22	38.12323	73.27806	152.08621	127.409584	93.25327	33.88311	55.361923	46.6785	0.0	49.51084	55.584972	71.055786	80.88103	39.94156	56.503193	58.343822	65.64098	49.77443	67.83083	53.176273	65.66562	77.220764	137.70918	37.20798	54.51856	127.03325	74.33191	49.537216	64.98147	62.86674	70.99953	86.61551	104.97871	95.1263	89.55236
G000429465	139.14256	78.14677	147.6141	31.257565	86.43665	70.206406	54.079857	97.38051	31.3669	145.21596	6.3928137	98.05877	124.69605	98.55514	137.89755	48.096107	98.21602	82.86603	111.994606	30.638943	22.033169	108.24308	40.129246	12.543575	127.510124	37.398994	106.78889	119.1712	71.545204	166.35716	105.54091	80.12264	86.51275	20.559244	113.34164	156.83665	31.61449	45.609886	110.37835	124.42095	58.93292	65.12109	63.13028	132.74161	11.630774	127.54493	165.7556	137.32178	154.8429	17.330387	131.91188	123.56217	134.3092	108.24753	31.468496	171.41722	182.37738	199.58217	6.001844	162.2362	41.62889	21.810272	86.87052	161.97723	182.32805	111.23947	46.921566	60.960056	107.7588	49.51084	0.0	26.838732	97.91536	154.92334	68.7718	67.33302	65.942825	136.07246	97.10778	147.45128	21.851904	147.47533	141.42249	136.1287	79.33194	28.859053	141.94104	87.91947	58.548374	135.53377	152.6282	84.88751	138.93495	176.37782	167.25708	90.7828
G000166275	132.99077	78.76193	140.48022	36.865234	102.040695	71.76779	27.608627	61.90228	41.32103	85.950676	18.898317	37.723957	117.622986	54.11317	132.32762	36.707176	71.83467	37.27614	117.350815	16.160166	10.251878	63.933178	54.957054	9.139992	132.04208	36.220066	44.11568	86.62027	39.407055	153.167	97.94456	66.37644	42.184025	10.526567	119.61428	156.6232	41.436237	59.108414	96.38226	117.461525	41.01533	18.392061	42.93241	84.73541	29.05837	111.59153	156.47847	96.566925	71.423515	13.345854	124.50969	141.74115	139.87294	111.217766	41.188824	167.98328	167.35902	114.7052	16.042608	129.8439	9.286255	60.127743	39.065273	84.04591	172.13942	121.334816	28.996805	15.726651	110.40019	55.584972	26.838732	0.0	37.80183	99.20105	32.149063	35.54455	30.89083	133.96077	76.90682	139.94905	3.5386827	140.0805	131.49023	115.49677	71.9624	63.212097	71.95575	51.309402	15.812374	130.49535	149.67073	38.11704	130.66159	100.57438	166.54485	26.811665
G000426725	129.54045	86.364426	135.78499	79.850624	124.174904	91.52111	37.023064	65.06374	109.13225	33.558372	83.90651	34.561882	110.32045	48.28934	123.25803	61.929386	58.018036	41.887222	128.35524	56.19331	52.00204	60.35365	99.18131	52.847595	140.16623	68.39297	25.050652	73.785385	27.898684	153.34134	109.07945	88.092674	21.904871	48.196552	127.11097	150.53503	109.397255	94.82916	115.764694	110.2815	35.241703	25.58608	46.521255	71.30462	105.547615	96.87741	153.09395	80.44817	30.909151	48.46204	121.02971	152.43019	146.38246	107.48789	108.920166	166.96872	161.65656	76.01003	79.327965	120.56696	35.21855	121.57124	41.97759	47.413635	170.48445	148.70782	48.10525	24.825178	106.650566	71.055786	97.91536	37.80183	0.0	41.30201	26.531239	46.429382	45.469612	135.54112	75.71738	133.31352	50.126602	135.93143	128.69574	130.56744	77.46639	138.34427	47.895126	56.60699	24.889116	129.40724	134.76167	41.644436	133.45589	46.859722	166.42972	15.069298
G000014145	89.55993	66.81379	94.16211	104.44297	103.52871	102.28886	78.32389	76.05459	149.35663	7.549276	136.75243	80.02068	100.09692	61.805157	115.07346	97.7685	74.01009	68.63173	91.09463	101.35454	109.0787	96.48202	105.27655	102.080376	140.00522	111.2694	61.32147	42.183147	38.997482	139.53853	118.16971	91.02882	38.32101	99.279976	124.87293	104.35975	149.92657	117.30289	96.43228	100.115524	49.755047	64.86908	61.03508	70.76135	167.6423	99.49968	144.29277	77.70849	64.72525	87.59044	83.05671	121.20385	115.79487	96.96345	149.28485	121.362656	153.05757	103.89534	134.36215	86.229095	92.862656	145.80997	68.075356	78.81132	141.95082	143.24431	76.3959	66.11806	96.37902	80.88103	154.92334	99.20105	41.30201	0.0	63.84904	75.26202	74.79486	97.34966	83.22487	91.88749	108.93575	94.56072	117.16026	134.70409	57.332607	160.57953	59.946346	96.22335	61.83641	91.34378	85.12381	67.50909	119.14645	40.304775	125.25394	61.032974
G000714815	112.12847	79.166595	113.677284	39.133373	99.26943	59.836903	28.761507	71.574036	76.79092	64.8559	60.875534	36.420418	89.89301	54.42556	100.530235	57.91811	43.53428	54.82128	109.402885	30.345495	34.937664	67.70042	56.98698	39.029568	98.91525	27.295801	56.00316	74.14139	19.10607	136.23549	79.052536	78.116776	38.18698	42.775406	96.07111	131.83417	76.96022	71.84509	107.68478	89.81127	23.140463	21.514557	24.546968	81.46771	75.505684	83.60524	137.20013	82.305626	67.24879	28.452442	106.877304	126.159546	124.75948	83.75405	76.63218	145.49075	149.61163	117.53968	58.348907	123.631195	43.885616	88.41271	56.570854	79.522156	156.72485	122.91334	46.547695	20.17	83.330086	39.94156	68.7718	32.149063	26.531239	63.84904	0.0	52.249527	52.346478	114.36621	64.82706	115.82746	36.517372	113.09361	105.08178	120.93872	70.244415	96.65965	80.57072	69.07199	19.418636	111.201294	115.99493	55.09002	115.28947	57.791443	145.64009	36.013947
G001747105	75.00744	57.910526	85.93713	56.22639	78.932655	61.773724	24.03288	12.906483	101.997505	63.310658	60.072575	85.53036	82.42875	31.70409	97.497055	8.738888	64.838005	7.8558397	84.55428	59.323135	58.254833	62.261513	62.85209	33.817852	127.468575	56.72752	33.282352	53.88991	31.943222	125.827934	79.064804	44.759777	48.17222	24.219006	90.12781	99.34483	102.55931	33.618908	58.407497	82.31017	29.176092	43.57781	32.30351	49.832726	88.78686	68.17564	133.15906	60.64904	57.68393	38.743828	67.02194	117.71947	98.83147	73.32289	101.996925	107.26657	138.67532	132.57121	56.737762	87.40688	41.296577	78.0954	9.40656	89.53448	122.97404	81.99503	22.167946	36.21377	72.304794	56.503193	67.33302	35.54455	46.429382	75.26202	52.249527	0.0	6.524706	78.33702	41.898403	79.20427	47.624294	87.03486	109.11282	106.03367	56.012886	91.92284	51.408054	10.871144	33.42254	72.086395	100.843735	9.404731	94.08876	78.900024	108.31261	38.183273
G001592935	78.977585	58.429176	89.0	50.33663	79.57258	63.701427	27.700905	10.642323	87.40712	63.743923	55.94662	72.64107	82.96058	28.94826	98.32943	13.771639	60.666725	2.020238	86.05976	48.099186	48.74098	59.290356	60.85244	32.814434	122.478966	57.32904	32.381382	48.381184	31.912857	119.959915	73.0907	41.03218	44.446377	25.529512	91.09401	105.173615	87.922134	45.243114	52.7406	82.83358	31.10852	34.16434	35.152634	47.820923	79.66096	72.13053	129.19122	57.111675	59.5508	36.229313	72.7262	122.17692	102.203766	77.7842	87.396935	110.02263	134.768	123.2489	52.911266	79.2094	36.033443	79.136894	2.9275951	83.626724	120.500206	79.87531	18.707064	27.825611	76.75351	58.343822	65.942825	30.89083	45.469612	74.79486	52.346478	6.524706	0.0	83.217735	39.24104	84.053276	40.98404	89.32328	102.85257	97.38868	53.68129	86.05948	45.95881	13.05367	25.30213	77.853325	105.205795	2.6583536	92.074974	76.20803	112.79576	33.191505
G000374025	3.1718762	45.147312	6.386923	83.43579	48.984894	74.57226	104.16371	70.05096	151.49005	109.64515	127.59633	164.06036	77.81105	96.54867	92.3795	81.20719	84.13218	87.454414	36.98441	124.9633	140.91714	151.88368	60.32149	106.43306	106.42875	99.35881	149.92369	44.542286	68.67274	94.61912	79.14708	77.87835	91.39687	109.64731	85.59952	11.906833	152.37349	86.363045	57.312737	77.615	65.90431	126.26793	48.362362	94.956604	153.95352	91.92532	110.77293	102.81795	182.52501	91.29562	5.360021	50.663513	34.958435	65.60855	151.74931	20.01601	112.06801	247.1528	128.29836	84.83189	154.83557	87.92421	89.33345	201.09438	92.27919	86.69001	75.341194	119.60757	65.776794	65.64098	136.07246	133.96077	135.54112	97.34966	114.36621	78.33702	83.217735	0.0	71.69552	4.716777	136.98604	7.582869	81.51539	142.80801	43.682503	105.97317	129.54048	101.85851	109.98256	0.789175	22.068466	87.93673	63.44211	109.41541	27.13419	146.74377
G001647285	62.088654	54.866596	65.481804	59.874332	70.6094	44.70405	38.199905	28.892855	131.78395	92.030304	96.905815	118.23213	26.286215	55.006794	32.40766	41.020016	31.300976	41.014946	76.46612	76.499275	84.27195	74.931206	60.975975	63.782192	63.41612	62.930138	87.20443	54.340305	39.495075	79.1051	21.020687	61.651466	65.95873	61.738995	35.12683	77.489494	132.60661	58.705093	68.90004	26.195028	32.050564	71.93166	39.963253	78.08667	116.047806	20.875584	78.51234	59.085926	114.85268	57.72017	61.922737	88.45748	70.27143	29.438347	131.94702	82.07364	90.43619	178.28885	93.54229	88.72756	90.98349	87.03618	42.78561	124.9204	74.37408	61.470932	39.57318	64.70924	28.830765	49.77443	97.10778	76.90682	75.71738	83.22487	64.82706	41.898403	39.24104	71.69552	0.0	62.51932	87.88932	64.19305	48.8943	104.4941	60.064133	108.1932	98.98504	36.76142	60.03735	68.13564	70.003716	41.486774	53.844364	69.49862	83.08813	84.14449
G000024525	1.517606	45.238876	2.715847	88.13167	47.13217	74.3486	101.71238	67.7665	162.79955	106.227196	138.20004	166.91992	67.40474	96.57039	79.40146	83.6565	79.62744	87.001305	34.2654	130.32011	147.56618	148.23996	65.05842	113.55613	101.89919	104.66649	146.65877	43.174946	68.224655	80.14035	69.55821	79.3848	91.84492	115.846985	76.73882	6.604451	163.78632	90.39531	57.600258	67.220825	65.56346	126.59308	50.654343	94.53436	165.08955	82.78562	95.38252	99.12684	176.0714	97.75204	4.6812835	44.533237	27.896467	58.678944	163.07413	13.160817	96.41683	241.75888	138.50839	81.88332	158.36716	95.033936	88.9123	197.20139	77.27869	85.1334	76.63554	121.06163	58.84427	67.83083	147.45128	139.94905	133.31352	91.88749	115.82746	79.20427	84.053276	4.716777	62.51932	0.0	144.8681	3.2537022	68.925896	142.86757	44.673748	115.22957	126.88348	100.174255	111.609566	4.3818684	13.690557	87.55959	51.199425	99.34839	19.728533	146.17728
