	G001007025	G000091085	G001796065	G000583875	G001796105	G000237205	G001897225	G000454725	G000204135	G001007145	G000011565	G000092785	G001007105	G000204175	G001796285	G001625535	G000470765	G000471025	G001625515	G001796175	G001007065	G001007125	G001714585	G000700845	G001401475	G000700905	G001736045	G000270425	G000687415	G000516655	G001736055	G001466415	G000508025	G000007605	G000508005	G000270405	G000191925	G000493885	G000756735	G000700865	G000700925	G001401455	G000024145	G000298495	G000270445	G001618265	G000009945	G000508065	G001794895	G000830965	G000750955	G001794905	G000298455	G000298515	G001794865	G001794935	G000068585	G000317995	G001401485	G001545115	G000253035	G001499655	G000298555	G000298415	G000298435	G000829755	G001563055	G000011165	G000338695	G001796275	G000211155	G000415685	G000415565	G001714565	G001007085	G000007205	G000174995	G001796185	G001796255	G000008725	G002007725	G000417695	G001714575	G000298375	G000751535	G001796095	G000470805	G000687395	G000813665	G001464115	G000270385	G000470825	G001796235	G000008745	G000417845
G000298515	17.901716	17.834007	348.47867	14.643553	345.96152	106.82045	53.55611	6.33601	31.927464	17.900848	103.982574	149.4721	17.900078	0.04339308	143.89769	31.476837	32.273125	9.481713	32.232914	332.23114	17.89557	17.878187	0.04776423	20.466629	0.16637665	20.466824	0.052397776	0.046966143	0.051695127	17.189909	0.048087176	31.876938	32.47717	2.8503337	32.46005	0.0474268	0.0433567	42.17583	134.56862	20.466629	20.466742	0.0783758	17.406372	0.4294118	0.046572916	151.17592	3.5900197	32.13656	143.25249	20.64259	121.59152	248.58755	0.070311576	0.0	143.22731	327.9934	27.704313	0.07008516	0.080132015	123.540955	79.12899	119.87902	0.15883449	0.14434321	0.06424129	57.71722	0.05175666	17.900759	0.0639783	335.86667	0.06805896	0.057709713	0.044528194	0.050044756	17.889923	17.780647	20.294266	342.0933	142.88222	27.653172	9.488562	7.6154537	0.048851322	0.040093422	124.78303	337.4315	32.20143	0.04792007	62.28408	233.25345	0.04996131	32.079357	143.81482	17.908463	1.5413418
G001794865	93.97355	93.98801	72.71976	202.24886	71.87428	17.432734	95.99012	151.52867	93.03639	93.977486	186.87062	13.786529	93.975395	143.72931	0.011247513	92.65748	92.17061	172.73659	91.45219	64.15285	93.99237	94.07714	143.20946	77.27355	144.34213	77.27258	142.74362	142.83252	142.75893	95.65916	143.62529	93.21525	91.869316	133.19095	91.80414	142.85587	143.53178	48.47751	258.97748	77.27355	77.273056	143.88261	95.14903	150.03706	142.833	13.83417	123.74492	92.44221	0.0009170932	76.99411	86.523926	35.984745	144.78589	143.22731	0.0	52.225708	69.42599	144.18433	144.12543	38.33498	60.32293	23.82716	144.35287	142.34409	144.15239	79.04796	143.86731	93.79323	143.65163	66.27729	144.56874	142.27664	143.47624	142.89204	94.00979	94.169846	78.09852	69.061325	0.0035519965	69.82014	172.63667	138.04312	143.75879	143.86714	22.17213	67.26423	92.631226	143.50839	122.52023	30.24186	142.96625	92.24972	0.012025984	93.978485	128.4442
G001794935	245.3927	245.4893	20.750595	415.4705	20.812582	96.44505	248.49226	342.28824	236.19228	245.39949	363.24707	64.29517	245.39816	328.83563	51.809372	235.97893	234.96443	374.601	233.73782	17.874348	245.42444	245.58528	328.10693	224.58975	329.9582	224.58923	327.4246	327.53357	327.36978	248.38503	328.79074	236.48125	234.32521	310.60062	234.1956	327.57825	328.60828	168.70398	458.69214	224.58975	224.58823	329.17017	247.52402	338.50293	327.54193	63.08996	297.72116	235.12526	52.211594	224.05882	197.28949	32.607727	330.32138	327.9934	52.225708	0.0	204.09291	329.53702	329.49948	117.551735	182.9647	99.2384	329.95416	326.71164	329.44284	219.52827	329.1505	245.1548	328.3795	18.77182	330.20352	326.77164	328.5544	327.65726	245.45491	245.77415	226.0361	19.189335	52.402946	204.69077	374.44873	321.27332	328.97766	328.94562	94.048706	19.65978	235.32327	328.53387	280.65656	23.587608	327.71402	234.96996	51.85483	245.40308	305.30698
G000068585	12.01561	12.0099535	212.94043	61.396027	211.35753	57.931255	61.880524	33.929173	15.123119	12.014054	136.15309	82.166214	12.013834	27.967651	69.83872	15.049727	15.122684	46.8928	14.949342	201.13853	12.014614	12.035551	27.866072	4.68538	28.295067	4.6858125	27.545734	27.575655	27.465094	12.277511	28.009628	15.17236	15.117367	23.034376	15.129347	27.578724	27.908089	6.3815494	187.81549	4.68538	4.685014	27.999811	12.208296	30.621815	27.583157	82.988235	20.189165	15.045668	69.47019	4.609464	103.55404	156.893	28.347843	27.704313	69.42599	204.09291	0.0	28.153593	28.117212	78.29751	64.854996	70.51836	28.278059	27.332788	28.116175	55.35094	28.087147	11.970649	27.54158	203.55974	28.36961	27.372536	27.904703	27.727861	12.020595	12.078319	4.8626943	208.718	69.22281	0.09375698	46.757114	31.055288	28.072592	27.99255	72.53156	204.47096	15.207632	27.87304	71.02727	127.37281	27.656126	14.993868	69.811264	12.027102	23.545015
G000317995	18.18832	18.120737	349.96194	14.306284	347.4537	107.49505	53.49689	6.2380004	32.48104	18.18753	103.612465	150.2758	18.186811	0.078005366	144.85486	32.017765	32.823185	9.261511	32.78017	333.68015	18.182058	18.164417	0.08144039	20.82454	0.16160955	20.824387	0.090470865	0.088774666	0.0925597	17.46697	0.08013846	32.431602	33.03467	2.9725482	33.014828	0.088602126	0.08118775	42.757862	133.94241	20.82454	20.82463	0.023532242	17.685963	0.42087796	0.08795529	151.97623	3.6943724	32.68368	144.20937	21.002077	121.83174	249.69655	0.08152229	0.07008516	144.18433	329.53702	28.153593	0.0	0.014368952	124.03915	79.39369	120.5396	0.15692851	0.1732651	0.0067274785	57.910355	0.07895627	18.191456	0.10510325	337.33243	0.086443536	0.09824525	0.07876154	0.08169182	18.176767	18.065062	20.647118	343.55945	143.83836	28.086054	9.265337	7.582957	0.08037263	0.08243231	125.4764	338.87543	32.753796	0.08357649	62.287582	234.62029	0.08564811	32.632145	144.7727	18.194088	1.6363388
G001401485	18.196028	18.130112	349.9523	14.161713	347.4474	107.39884	53.272434	6.1688986	32.492935	18.195337	103.26612	150.1579	18.194548	0.085555285	144.79704	32.029095	32.840042	9.137203	32.791573	333.6688	18.189943	18.17386	0.08827146	20.724226	0.14345779	20.723991	0.096223064	0.0997391	0.100283176	17.466145	0.08571106	32.444756	33.045826	2.9268353	33.027668	0.09929251	0.09090316	42.669964	133.53561	20.724226	20.724304	0.013481049	17.685682	0.40443903	0.09880851	151.86127	3.6247659	32.69873	144.15056	20.90147	121.59539	249.60028	0.068964615	0.080132015	144.12543	329.49948	28.117212	0.014368952	0.0	123.84341	79.14694	120.3968	0.1408546	0.16956031	0.0106704505	57.719467	0.077912465	18.200443	0.103784956	337.3201	0.07921141	0.10639884	0.08800797	0.08116457	18.18471	18.072115	20.546555	343.54446	143.78053	28.054283	9.141917	7.5072865	0.08478658	0.095047906	125.33039	338.86215	32.76706	0.089018114	62.03015	234.59045	0.092799515	32.64372	144.71536	18.202692	1.6261387
G001545115	97.33408	97.339485	142.88597	158.15605	141.80614	31.918196	52.722683	124.93147	103.37731	97.33796	99.8748	28.364729	97.333916	123.81675	38.604115	102.42343	102.80783	134.69539	101.776794	131.55118	97.35664	97.45621	123.34292	73.90524	123.410034	73.91238	123.18094	123.3221	123.37137	98.415596	123.61238	103.5605	102.324524	113.11929	102.42951	123.33461	123.713646	58.835995	157.85364	73.90524	73.90592	123.709145	98.14044	126.88807	123.30242	28.727842	104.93749	102.731224	38.299355	73.85374	40.07502	82.43355	124.25936	123.540955	38.33498	117.551735	78.29751	124.03915	123.84341	0.0	27.829369	9.13124	123.4437	123.07777	123.99611	36.470154	123.66956	97.15935	123.93748	134.08253	124.113144	122.84638	123.58933	123.020065	97.36506	97.40814	74.437454	137.82648	38.250233	78.72426	134.56966	113.82588	123.72164	123.898155	9.861318	135.57672	103.03411	123.69519	62.757343	94.334335	123.33089	102.71609	38.559418	97.33841	112.01223
G000253035	72.21456	72.13245	222.30327	96.26412	220.76744	28.89933	13.995666	76.48061	86.06	72.21967	42.903896	47.81096	72.21557	79.18165	60.84698	84.9616	85.66779	80.01816	84.83248	207.34312	72.23974	72.292885	78.75286	51.014072	78.49961	51.018738	78.86219	78.978004	79.068855	72.52969	78.896866	86.1987	85.55398	75.715454	85.4371	78.98519	79.057205	50.16948	84.24861	51.014072	51.01476	79.03214	72.40662	80.88982	78.96786	49.039867	67.27297	85.76643	60.284004	51.156273	26.805363	124.44702	79.508194	79.12899	60.32293	182.9647	64.854996	79.39369	79.14694	27.829369	0.0	26.139881	78.58815	79.03909	79.423996	10.742492	78.92928	72.09794	80.07341	210.89384	79.11281	78.63383	78.9311	78.51519	72.23435	72.15871	51.105495	215.46786	60.114365	65.16641	79.97518	69.49711	78.98882	79.412674	29.023537	212.69177	86.0985	79.04625	38.94164	142.19695	78.94372	85.61344	60.767014	72.217514	72.44609
G001499655	89.930305	89.918335	127.01981	163.12607	125.73839	16.32516	53.78811	122.5329	100.10039	89.93347	111.586815	17.08443	89.93009	120.19771	24.100275	99.090515	99.23705	138.62524	98.40525	115.53906	89.954216	90.03716	119.72428	69.90367	120.32467	69.90857	119.56172	119.65592	119.701096	91.06882	120.02878	100.28111	99.01891	112.221275	99.03207	119.6799	120.08328	52.712666	174.21751	69.90367	69.90393	120.25877	90.7359	124.35044	119.645386	17.344826	104.01337	99.41275	23.79698	69.84361	49.50443	66.51542	120.88983	119.87902	23.82716	99.2384	70.51836	120.5396	120.3968	9.13124	26.139881	0.0	120.34325	119.47804	120.4858	36.19527	120.205086	89.74887	120.394165	118.26768	120.71284	119.13943	119.985695	119.38218	89.96359	90.029076	70.55518	121.92458	23.759134	70.961205	138.50108	112.016464	120.157745	120.29461	0.21090332	119.82705	99.75291	120.083954	73.36644	71.82365	119.70832	99.35653	24.083012	89.9417	108.34268
G000298555	18.292488	18.225876	350.55264	13.590831	348.0486	107.51569	52.71461	6.017275	32.603786	18.29177	102.00876	150.23402	18.290665	0.15691587	145.02495	32.15674	32.987324	8.705951	32.917793	334.27866	18.287003	18.273966	0.16500416	20.692623	0.0016325822	20.692991	0.16395995	0.17180108	0.17386402	17.548792	0.15109229	32.555317	33.16615	2.8633676	33.146793	0.17156938	0.16420509	42.764675	132.08699	20.692623	20.692883	0.13999937	17.777693	0.3298376	0.17251104	151.95398	3.5337143	32.821045	144.37932	20.871458	120.608376	250.14085	0.13228709	0.15883449	144.35287	329.95416	28.278059	0.15692851	0.1408546	123.4437	78.58815	120.34325	0.0	0.24185291	0.15362675	57.04386	0.13403831	18.296127	0.16420619	337.90515	0.12526998	0.18142769	0.16301033	0.15257914	18.281008	18.168133	20.495775	344.14224	144.00768	28.22257	8.704503	7.3591895	0.15070713	0.17224225	125.31561	339.45804	32.876488	0.16242571	61.203575	235.37419	0.16039899	32.757767	144.93999	18.301752	1.7182347
G000298415	17.505665	17.436365	346.98718	14.715765	344.47104	106.338356	53.492283	6.391269	31.48764	17.505165	104.35377	148.77411	17.504284	0.15660341	143.00618	31.032515	31.828712	9.557682	31.792803	330.80728	17.499006	17.482082	0.16211684	20.179693	0.24781911	20.1795	0.14421315	0.14777382	0.14701267	16.781258	0.16192327	31.43817	32.041683	2.7483296	32.025364	0.148285	0.16153932	41.77517	135.02975	20.179693	20.179825	0.16677046	16.997026	0.47129962	0.14651322	150.48207	3.4438848	31.684639	142.36891	20.35179	121.19207	247.39145	0.15218762	0.14434321	142.34409	326.71164	27.332788	0.1732651	0.16956031	123.07777	79.03909	119.47804	0.24185291	0.0	0.16381389	57.687534	0.15848424	17.502876	0.14666498	334.41718	0.17228681	0.15038906	0.16339067	0.15225838	17.494019	17.38698	20.011433	340.64075	142.00237	27.260765	9.563994	7.6194057	0.1620588	0.16044368	124.35712	335.9689	31.75074	0.15783928	62.29075	232.29977	0.14606501	31.635582	142.92209	17.511837	1.5967346
G000298435	18.187922	18.120543	349.88644	14.331504	347.37946	107.46664	53.575443	6.2281966	32.491837	18.187199	103.73111	150.24452	18.186398	0.07614057	144.8244	32.031124	32.83719	9.300885	32.791756	333.6058	18.18185	18.164198	0.08324051	20.801733	0.16007844	20.80154	0.0885078	0.08691506	0.09208077	17.466057	0.07999771	32.44302	33.04436	2.953773	33.030018	0.08696192	0.08054016	42.741386	134.13986	20.801733	20.801863	0.02130428	17.687374	0.41777143	0.08626353	151.94159	3.6795046	32.694122	144.17758	20.979069	121.96015	249.63638	0.0745582	0.06424129	144.15239	329.44284	28.116175	0.0067274785	0.0106704505	123.99611	79.423996	120.4858	0.15362675	0.16381389	0.0	57.96022	0.078897156	18.19151	0.09582708	337.2543	0.0878847	0.09658581	0.07965685	0.081337154	18.176426	18.06504	20.626328	343.4833	143.80714	28.048635	9.3030205	7.5672174	0.07961025	0.077244565	125.41366	338.8043	32.76458	0.08429289	62.347538	234.48953	0.084261015	32.641735	144.74164	18.193941	1.6231518
G000829755	57.170635	57.12277	251.88635	70.46886	249.92625	43.98284	8.935249	54.80101	73.37657	57.17358	34.583347	70.983795	57.16874	57.69772	79.60258	72.32328	73.2738	57.406826	72.501785	236.32611	57.190266	57.22023	57.365032	41.31163	56.976936	41.318317	57.53545	57.634663	57.738758	57.225143	57.442074	73.46302	73.28135	54.827892	73.22188	57.643845	57.64286	47.17647	68.863235	41.31163	41.312668	57.610558	57.147297	58.18795	57.62352	72.38031	48.896908	73.18847	79.01861	41.51046	26.635042	159.04286	57.88733	57.71722	79.04796	219.52827	55.35094	57.910355	57.719467	36.470154	10.742492	36.19527	57.04386	57.687534	57.96022	0.0	57.452393	57.03678	58.45778	239.76625	57.546837	57.35308	57.517754	57.138546	57.18433	57.09206	41.361835	244.82584	78.809235	55.588108	57.357998	50.31766	57.522358	57.923977	40.043602	241.56725	73.487434	57.65577	18.754738	169.4996	57.572533	73.08571	79.53073	57.181705	53.56895
G001563055	18.156895	18.088348	349.71713	14.265016	347.1986	107.25381	53.15537	6.2314887	32.25943	18.156115	103.09516	149.96146	18.155228	0.010135909	144.53734	31.805328	32.61479	9.206593	32.563675	333.43918	18.150597	18.13393	0.013746676	20.655075	0.13591978	20.65524	0.017758958	0.019984338	0.023268351	17.409307	0.008936715	32.209225	32.812828	2.9013584	32.792274	0.020206496	0.012895568	42.524834	133.27705	20.655075	20.655266	0.07762949	17.633009	0.3834414	0.020136435	151.67598	3.5935116	32.471394	143.89272	20.832191	121.155495	249.50453	0.044021405	0.05175666	143.86731	329.1505	28.087147	0.07895627	0.077912465	123.66956	78.92928	120.205086	0.13403831	0.15848424	0.078897156	57.452393	0.0	18.156809	0.080427356	337.08395	0.009380686	0.02872994	0.011676657	0.011511896	18.144863	18.033426	20.473948	343.30954	143.52042	28.0375	9.207857	7.5307984	0.0077700815	0.020662867	125.15107	338.63937	32.536488	0.015439161	61.90414	234.35384	0.015527745	32.4112	144.45436	18.164352	1.5439084
G000011165	0.007294589	0.008261843	255.69861	42.829575	253.4147	72.05037	57.449482	24.57104	12.635237	0.007287904	127.5454	107.51682	0.007252679	18.069525	94.29812	12.419979	12.825162	32.493538	12.74712	242.55305	0.0069399467	0.005513933	18.016417	12.038327	18.305428	12.035594	17.769455	17.815067	17.77056	0.12809744	18.093044	12.628958	12.958257	13.67055	12.98489	17.801771	18.055178	21.868143	172.25047	12.038327	12.038237	18.154188	0.11702182	19.743134	17.820961	108.573364	13.0330515	12.708248	93.82192	12.047272	106.95221	192.34328	18.352043	17.900759	93.79323	245.1548	11.970649	18.191456	18.200443	97.15935	72.09794	89.74887	18.296127	17.502876	18.19151	57.03678	18.156809	0.0	17.77745	245.2637	18.348312	17.749392	18.065868	17.908604	0.0070286007	0.009396004	12.109497	250.68248	93.55698	11.79024	32.441605	23.125164	18.15132	18.109665	92.9117	246.18964	12.72852	18.063314	67.87297	163.41006	17.851269	12.619321	94.25895	0.007924151	15.238301
G000338695	17.774529	17.708895	348.39124	14.736021	345.8853	107.47209	54.46879	6.469045	31.7217	17.77368	105.18408	150.08875	17.772879	0.07834135	144.31897	31.268534	32.06829	9.623578	32.02326	332.2057	17.768036	17.752674	0.089915805	20.506575	0.17207876	20.506687	0.07449057	0.074611016	0.072259344	17.054588	0.08663594	31.672132	32.264645	2.8106916	32.250336	0.076244615	0.086530335	42.23123	136.04028	20.506575	20.506708	0.10504333	17.271954	0.4219894	0.07556881	151.78383	3.6049278	31.925724	143.67766	20.677883	122.59084	249.15225	0.075946085	0.0639783	143.65163	328.3795	27.54158	0.10510325	0.103784956	123.93748	80.07341	120.394165	0.16420619	0.14666498	0.09582708	58.45778	0.080427356	17.77745	0.0	335.82062	0.08879244	0.08354802	0.087740764	0.081093386	17.76281	17.655243	20.334778	342.04678	143.30978	27.491974	9.627138	7.7420173	0.086699195	0.07274654	125.2831	337.37158	31.986023	0.0851862	62.96281	233.29753	0.07308233	31.869072	144.23827	17.781843	1.5437294
G001796275	245.47174	245.6365	0.36166936	426.3793	0.45305148	116.17823	270.5158	353.34274	228.57639	245.47359	394.3588	84.33084	245.4738	336.77454	65.76476	228.48482	227.3403	384.5139	226.19939	0.15254803	245.49313	245.66046	336.08365	228.04008	337.93515	228.03809	335.22116	335.36304	335.14532	248.43175	336.7693	228.86311	226.69353	316.0519	226.63457	335.40314	336.5409	171.2021	491.22995	228.04008	228.03912	336.8393	247.53656	346.3332	335.36588	82.95378	304.97232	227.58891	66.2849	227.45786	215.39899	53.418255	338.18127	335.86667	66.27729	18.77182	203.55974	337.33243	337.3201	134.08253	210.89384	118.26768	337.90515	334.41718	337.2543	239.76625	337.08395	245.2637	335.82062	0.0	338.1735	334.672	336.52606	335.5831	245.52528	245.92752	229.51521	0.14051579	66.510895	204.24265	384.324	333.13504	336.91763	336.90607	112.8609	0.22470409	227.7533	336.51627	293.418	29.407562	335.55914	227.4716	65.837	245.47243	312.92734
G000211155	18.346867	18.27938	350.8261	14.038721	348.29846	107.748184	53.16682	6.2192106	32.548172	18.346193	102.83968	150.58289	18.34527	0.022285042	145.2402	32.091614	32.91028	9.08057	32.859528	334.52756	18.340637	18.324469	0.02670997	20.851625	0.12504819	20.851862	0.033360504	0.03793644	0.04009264	17.58837	0.01959562	32.497684	33.1093	2.92597	33.0866	0.037892535	0.028180948	42.863796	132.82715	20.851625	20.851818	0.08089342	17.81291	0.36289668	0.03798252	152.30269	3.637433	32.76447	144.5944	21.030363	121.248856	250.42543	0.04132132	0.06805896	144.56874	330.20352	28.36961	0.086443536	0.07921141	124.113144	79.11281	120.71284	0.12526998	0.17228681	0.0878847	57.546837	0.009380686	18.348312	0.08879244	338.1735	0.0	0.04821649	0.026058322	0.019726194	18.334936	18.221857	20.658686	344.40433	144.22101	28.320244	9.085651	7.555232	0.017982887	0.037395697	125.68221	339.73227	32.829735	0.028518572	61.92573	235.33699	0.029495886	32.702316	145.15773	18.354845	1.6065053
G000415685	17.752108	17.68287	347.25726	14.82136	344.74112	106.153465	53.2691	6.322674	31.738262	17.751308	103.80579	148.56113	17.750513	0.021787034	142.94188	31.282106	32.077293	9.578564	32.03076	331.03024	17.745888	17.729376	0.021809738	20.182417	0.18587556	20.182543	0.014437319	0.011509103	0.016129326	17.024155	0.022817256	31.688944	32.278885	2.880074	32.256214	0.012468988	0.019330814	41.698463	134.5356	20.182417	20.182571	0.10843018	17.241669	0.47077304	0.012416249	150.26248	3.5522099	31.944473	142.30217	20.355421	121.07531	247.43483	0.08190502	0.057709713	142.27664	326.77164	27.372536	0.09824525	0.10639884	122.84638	78.63383	119.13943	0.18142769	0.15038906	0.09658581	57.35308	0.02872994	17.749392	0.08354802	334.672	0.04821649	0.0	0.01963323	0.02487415	17.740465	17.631569	20.011543	340.88074	141.93285	27.320744	9.5820465	7.5254135	0.023629157	0.025502864	124.0254	336.2164	32.00926	0.027234592	62.165	232.14627	0.01325942	31.878752	142.86073	17.759405	1.451876
G000415565	18.067457	17.998096	349.1536	14.48815	346.6292	106.96793	53.274235	6.2519183	32.173656	18.066574	103.41024	149.6198	18.065847	0.0047791377	144.14487	31.71858	32.517967	9.378394	32.47449	332.8784	18.061138	18.042896	0.0047366805	20.55173	0.16662653	20.55194	0.013671198	0.00972982	0.0153869605	17.329645	0.0051661073	32.1229	32.724533	2.9261765	32.700714	0.010352089	0.0027039454	42.320473	133.75168	20.55173	20.551794	0.089072436	17.549488	0.4224892	0.009961717	151.33418	3.6120224	32.38158	143.50183	20.72905	121.250854	249.01561	0.06508408	0.044528194	143.47624	328.5544	27.904703	0.07876154	0.08800797	123.58933	78.9311	119.985695	0.16301033	0.16339067	0.07965685	57.517754	0.011676657	18.065868	0.087740764	336.52606	0.026058322	0.01963323	0.0	0.011450327	18.055506	17.94442	20.374216	342.74863	143.12946	27.850182	9.377278	7.5334053	0.005575965	0.009936843	124.921364	338.08032	32.448666	0.009548049	62.138958	233.78174	0.011298146	32.32121	144.06262	18.074167	1.526845
G001714565	17.909815	17.84129	348.19077	14.499276	345.68683	106.441284	52.91384	6.242361	32.02934	17.90898	103.09315	149.00536	17.908188	0.011086868	143.55904	31.572138	32.37426	9.351958	32.32862	331.94315	17.903486	17.886595	0.009526924	20.395224	0.15492909	20.395473	0.015871806	0.017669365	0.021130623	17.17565	0.010161652	31.97967	32.578415	2.8857439	32.5546	0.017834019	0.012861567	42.07967	133.50523	20.395224	20.395353	0.08337272	17.393112	0.4195157	0.017477712	150.71416	3.5564277	32.23477	142.91689	20.571207	120.76121	248.12694	0.054321855	0.050044756	142.89204	327.65726	27.727861	0.08169182	0.08116457	123.020065	78.51519	119.38218	0.15257914	0.15225838	0.081337154	57.138546	0.011511896	17.908604	0.081093386	335.5831	0.019726194	0.02487415	0.011450327	0.0	17.897999	17.787514	20.224577	341.7979	142.5464	27.677782	9.353962	7.5042167	0.0091698	0.021015346	124.29965	337.13782	32.301064	0.016266013	61.840176	233.04938	0.0142255705	32.174408	143.47783	17.917261	1.5017138
G001007085	0.0003633018	0.007935722	255.96008	42.783627	253.67188	72.210526	57.570896	24.57952	12.671617	0.0003986289	127.65063	107.73496	0.00039861575	18.059752	94.51463	12.460489	12.86539	32.48088	12.783914	242.81206	0.00014589069	0.004494205	18.006174	12.100094	18.29016	12.097389	17.75975	17.805134	17.75992	0.1256651	18.083189	12.664964	12.996854	13.664201	13.02362	17.791656	18.045124	21.987934	172.31837	12.100094	12.099995	18.138962	0.11234321	19.720423	17.810669	108.79151	13.032659	12.745911	94.0385	12.109203	107.08629	192.6238	18.336672	17.889923	94.00979	245.45491	12.020595	18.176767	18.18471	97.36506	72.23435	89.96359	18.281008	17.494019	18.176426	57.18433	18.144863	0.0070286007	17.76281	245.52528	18.334936	17.740465	18.055506	17.897999	0.0	0.0055244807	12.168612	250.9447	93.77369	11.8416	32.432114	23.170544	18.14067	18.098515	93.126724	246.45451	12.766058	18.051842	68.01153	163.64282	17.841532	12.657266	94.4762	0.0011492696	15.253096
G000007205	0.0057892017	0.009389382	256.379	42.57116	254.08885	72.27944	57.434532	24.45257	12.683374	0.005802201	127.4239	107.843994	0.0057993606	17.948605	94.6756	12.466907	12.873287	32.305637	12.795444	243.2105	0.005315432	0.006617375	17.89539	12.093395	18.177015	12.090653	17.649565	17.69504	17.650663	0.12466396	17.971893	12.676674	13.01028	13.580996	13.03569	17.681908	17.934565	22.038147	172.00389	12.093395	12.093293	18.027582	0.1147867	19.604992	17.700806	108.905495	12.936382	12.758823	94.19848	12.10343	107.02791	192.83405	18.226923	17.780647	94.169846	245.77415	12.078319	18.065062	18.072115	97.40814	72.15871	90.029076	18.168133	17.38698	18.06504	57.09206	18.033426	0.009396004	17.655243	245.92752	18.221857	17.631569	17.94442	17.787514	0.0055244807	0.0	12.16096	251.3528	93.93391	11.899838	32.257984	23.046144	18.029518	17.98715	93.201416	246.86325	12.776482	17.942263	67.89689	163.92244	17.731283	12.668164	94.637184	0.0064560105	15.151935
G000174995	12.166499	12.12735	239.79921	44.337154	238.09015	58.089348	44.931572	23.939718	16.356155	12.164004	105.211075	87.39105	12.16236	20.461987	78.60472	16.084099	16.396292	31.831263	16.170998	226.77325	12.165895	12.171137	20.337664	0.019975273	20.495646	0.020063551	20.147356	20.19775	20.129446	12.180892	20.423244	16.40461	16.347898	16.285757	16.388863	20.194227	20.414484	7.3658814	149.0535	0.019975273	0.019983193	20.477451	12.146348	22.107788	20.200905	88.54876	12.700799	16.37722	78.13255	0.028293908	86.22886	171.59898	20.731451	20.294266	78.09852	226.0361	4.8626943	20.647118	20.546555	74.437454	51.105495	70.55518	20.495775	20.011433	20.626328	41.361835	20.473948	12.109497	20.334778	229.51521	20.658686	20.011543	20.374216	20.224577	12.168612	12.16096	0.0	234.84793	77.86349	4.8476467	31.753136	21.710768	20.488544	20.520924	73.45741	230.44315	16.55111	20.380312	54.68922	150.02586	20.236599	16.299118	78.55963	12.17336	17.173637
G001796185	250.89038	251.06044	0.2643566	433.22128	0.3673868	119.69242	275.7217	359.71298	233.72676	250.89177	400.09973	87.28729	250.8922	342.99698	68.54005	233.61996	232.4687	391.01056	231.30702	0.2232726	250.91216	251.08144	342.29968	233.36273	344.17035	233.36096	341.4363	341.5799	341.35968	253.87364	342.99268	234.01726	231.81721	322.06635	231.75911	341.61783	342.7639	175.79147	497.30963	233.36273	233.36171	343.0602	252.96652	352.6246	341.58096	85.877556	310.89865	232.73273	69.06892	232.77483	219.37566	54.96384	344.41794	342.0933	69.061325	19.189335	208.718	343.55945	343.54446	137.82648	215.46786	121.92458	344.14224	340.64075	343.4833	244.82584	343.30954	250.68248	342.04678	0.14051579	344.40433	340.88074	342.74863	341.7979	250.9447	251.3528	234.84793	0.0	69.29871	209.4081	390.82224	339.37033	343.14105	343.13632	116.44913	0.26922843	232.89555	342.7388	298.7412	30.989109	341.77386	232.6034	68.611015	250.89107	318.9795
G001796255	93.73734	93.751564	72.96263	201.86366	72.11898	17.34243	95.727165	151.17017	92.82904	93.74131	186.52307	13.764276	93.73937	143.38234	0.012656186	92.45036	91.96514	172.38232	91.248924	64.37984	93.756454	93.840706	142.8629	77.039055	143.99678	77.038246	142.39905	142.48763	142.41422	95.418884	143.27835	93.00775	91.66464	132.88542	91.599754	142.51099	143.18494	48.307964	258.58038	77.039055	77.03865	143.5377	94.90983	149.68712	142.48784	13.814329	123.43487	92.233665	0.0034660958	76.760765	86.33297	36.069126	144.43951	142.88222	0.0035519965	52.402946	69.22281	143.83836	143.78053	38.250233	60.114365	23.759134	144.00768	142.00237	143.80714	78.809235	143.52042	93.55698	143.30978	66.510895	144.22101	141.93285	143.12946	142.5464	93.77369	93.93391	77.86349	69.29871	0.0	69.61592	172.2825	137.69167	143.41168	143.52028	22.118681	67.49881	92.42345	143.1615	122.278656	30.351723	142.62096	92.04284	0.013322438	93.74242	128.1175
G000008725	11.836641	11.82815	213.63936	61.147808	212.04233	58.132328	61.964836	33.68603	15.098043	11.835169	136.36926	82.6752	11.834857	27.913101	70.23484	15.015167	15.106282	46.74321	14.928205	201.79462	11.836256	11.8547735	27.814379	4.672014	28.240969	4.672276	27.49466	27.524847	27.418364	12.095087	27.954535	15.148053	15.099891	22.950684	15.111722	27.527979	27.85447	6.5305634	187.99318	4.672014	4.6716595	27.945534	12.030139	30.541904	27.532772	83.48775	20.122053	15.010297	69.86273	4.596814	103.839745	157.54114	28.300114	27.653172	69.82014	204.69077	0.09375698	28.086054	28.054283	78.72426	65.16641	70.961205	28.22257	27.260765	28.048635	55.588108	28.0375	11.79024	27.491974	204.24265	28.320244	27.320744	27.850182	27.677782	11.8416	11.899838	4.8476467	209.4081	69.61592	0.0	46.59974	30.910429	28.019163	27.935709	72.98906	205.1303	15.189066	27.821003	71.25866	127.9514	27.604332	14.967359	70.21045	11.847901	23.578054
