	G001536165	G001536025	G001804665	G000375825	G001872685	G001576985	G001304015	G001304155	G001304035	G000402795	G000402455	G001458575	G001802895	G001803165	G001536145	G001804605	G001567545	G001536045	G001536105	G001802995	G001535985	G001803075	G001873185	G001804635	G001871325	G001516025	G001899175	G001577025	G001536065	G001536125	G001804625	G001803105	G001626695	G000405805	G001919105	G001626685	G001771055	G001302725	G000279145	G001626845	G001442845	G001442855	G001442935	G001442925	G001886815	G001626755	G001775365	G002011685	G001508355	G001802215	G001802205	G000258405	G001626675	G001567175	G001626655	G001643615	G001775405	G001535965	G001773465	G000478645	G001803345	G001485645	G001536205	G001803365	G001536085	G001802805	G001804555	G000402755	G001577215	G001509335	G001485625	G001804545	G001536185	G001804565	G001802785	G001302225	G001802865	G001802795	G001773425	G000403035	G001304315
G001536085	1.0459484	0.20487252	101.57555	116.73375	164.99947	129.95386	197.48947	148.08003	133.05812	147.58368	135.87433	0.25058535	76.66102	101.11559	0.19073033	92.156746	138.08177	0.42447662	6.940545	88.55086	0.20921156	98.868935	90.51578	101.0466	77.21024	141.2695	237.46156	144.17548	25.915796	0.29397047	184.62567	101.130745	202.11417	250.75505	191.03186	197.56142	160.04768	216.4665	146.26698	143.01906	7.144067	11.029158	1.2154134e-05	0.16223268	131.66498	200.05965	207.69507	207.24048	201.5336	175.25864	98.47712	90.074814	146.48001	196.11256	199.7724	93.85822	115.37005	0.23647515	202.40959	112.5315	101.15614	7.1228213	0.28637856	102.68056	0.0	101.51248	185.17563	154.78064	217.15569	191.20612	0.16223268	100.65789	0.35007104	116.18524	73.89231	188.87218	105.75676	100.24074	103.755684	135.6672	134.97787
G001802805	104.42809	103.05072	0.07910839	94.96169	151.38545	112.91014	217.04828	158.39795	69.20388	105.9789	109.9246	103.65534	38.84565	0.08206385	102.93189	37.111908	91.58084	103.63835	125.866325	24.086227	102.46361	48.032936	33.71396	0.12931503	19.442875	68.768	218.62259	128.57225	150.14462	101.72735	155.59286	0.06290114	180.45314	212.20122	175.65147	175.99268	134.27013	224.26006	72.8233	129.68785	125.901184	131.17195	101.51823	102.45791	103.90953	179.83733	187.18942	168.41182	181.77339	153.03917	49.32029	48.072937	131.78381	136.59625	178.59135	69.38645	121.23044	102.05253	179.34215	72.387436	0.081702545	125.7173	102.680405	1.302016	101.51248	0.0	156.35504	109.04079	190.34406	171.4435	102.45791	52.376625	103.43117	73.668724	32.613853	163.71185	70.51662	51.652313	123.81745	88.93329	170.59824
G001804555	188.82214	185.66472	157.7036	157.44833	63.894398	104.35755	71.12295	101.16587	121.06826	284.40802	137.97345	187.32846	176.65833	158.00166	186.24197	156.34586	198.8327	188.47015	226.79143	156.54451	184.66348	193.27463	184.89748	157.53235	162.66426	232.32251	34.12389	119.52237	268.8193	184.90004	0.08310887	157.71701	34.191647	398.29962	24.42639	33.13459	114.53425	83.32984	123.48601	120.82846	227.80746	191.30121	185.18077	185.51947	94.838356	34.315945	121.6374	66.53078	110.22435	8.326124	195.91222	236.8155	119.20477	53.611336	33.69858	63.44036	149.67297	184.89674	86.84903	97.099365	158.04422	227.45752	184.93121	151.21335	185.17563	156.35504	0.0	280.58658	437.81393	100.93073	185.51947	199.72766	187.01387	253.53365	188.42455	37.41165	250.8618	198.7871	171.27434	87.8723	144.59839
G000402755	158.74007	155.89153	107.82224	61.875675	235.01959	121.4175	277.06384	199.89767	96.57883	2.6057506	89.55413	156.25696	46.681316	105.920944	156.47815	54.426163	79.92946	155.71042	162.11874	63.609325	155.27104	53.449707	70.323425	107.045494	85.314445	35.625515	323.77982	128.40054	224.83344	153.39406	279.1966	107.21	290.64212	42.761463	289.6471	283.4439	148.04544	296.28012	160.02669	127.948235	169.70877	198.72804	154.7874	155.06647	177.15099	287.1028	236.81595	267.27817	221.18642	272.9723	46.88315	63.326912	131.36955	245.40442	287.88904	158.88002	138.91205	154.32428	249.50984	103.907745	105.97943	169.44455	156.60533	123.05436	154.78064	109.04079	280.58658	0.0	73.716354	213.76004	155.06647	46.523026	156.74681	50.52949	45.008854	290.93054	40.975365	46.427563	125.98708	137.04596	174.45226
G001577215	221.54282	218.17342	188.1538	148.93127	377.86096	252.68669	462.80066	375.64432	173.24243	70.40195	226.21606	217.57964	112.36339	185.92194	218.95076	112.04178	122.600494	216.48462	210.31088	128.39655	218.31372	110.17735	101.23124	187.32423	133.06819	79.99673	477.15308	249.58948	259.7698	215.78549	436.72205	187.5148	462.10248	68.80796	438.46652	455.28857	264.6841	489.2941	225.99774	249.44536	216.29948	264.5427	217.1583	217.4761	282.48727	459.17462	425.6673	421.95392	363.41208	438.47195	99.23542	102.1544	253.73076	409.38293	459.30533	279.24484	258.63766	216.95769	435.93158	202.24094	185.93755	216.22974	219.21472	210.00407	217.15569	190.34406	437.81393	73.716354	0.0	357.8184	217.4761	98.515305	218.93037	68.261826	93.53104	453.25455	80.53879	98.72063	242.79771	245.36111	322.1168
G001509335	194.71841	191.9312	172.4532	71.348854	37.63453	41.13379	64.58084	53.766537	76.87971	217.52179	73.441154	192.56816	139.68507	172.07384	191.96777	125.79893	127.37208	193.42549	217.35274	131.82965	190.47473	148.14006	172.52948	171.72351	155.29202	190.28133	154.70496	49.109364	284.13757	189.85205	100.45244	172.27834	92.29726	299.08957	121.8105	87.5377	26.239292	93.34652	139.12106	50.440296	222.84352	199.05846	191.21237	190.91177	77.611755	88.924095	67.70414	34.791283	0.77060336	83.517204	148.7335	205.29509	49.140137	65.81394	90.610435	61.269047	69.34115	189.8547	51.315342	50.56594	172.14082	222.52997	191.12846	174.0303	191.20612	171.4435	100.93073	213.76004	357.8184	0.0	190.91177	150.55171	192.8767	199.52266	160.72534	131.40051	196.16022	150.11552	94.14827	42.53123	65.8414
G001485625	0.951817	0.110280655	102.51769	116.63687	165.02272	129.94379	197.17819	147.7074	133.31337	147.84822	135.58162	0.10581866	76.93658	102.060295	0.04679112	92.514565	138.32957	0.3235517	6.6079135	89.012825	0.09767229	99.07254	91.24856	101.99685	77.9575	141.50218	237.88036	144.06422	25.720274	0.15304722	184.94574	102.080315	202.11609	250.48685	191.1105	197.55875	160.29797	216.06058	146.68669	142.89119	6.9588704	10.652706	0.16233091	0.0	132.36963	200.00998	207.76869	207.45123	201.17642	175.36758	98.68796	90.31564	146.37108	196.85275	199.7726	94.20689	115.39887	0.06837647	202.49411	112.55542	102.100975	6.9387364	0.12938961	103.63664	0.16223268	102.45791	185.51947	155.06647	217.4761	190.91177	0.0	100.83623	0.24530119	116.19486	74.30808	189.78256	105.888084	100.426384	103.809586	135.68231	134.51445
G001804545	103.63361	101.75701	51.70917	48.721977	175.57349	102.14425	220.58165	149.4943	41.97302	43.6464	70.60634	101.78519	9.979119	50.531147	101.808624	14.438866	31.54715	101.06618	113.808	8.887064	101.382675	0.9463094	20.382778	51.121098	28.438353	20.954212	248.54955	113.66567	165.5936	99.699135	198.85202	51.350693	213.27426	102.22254	210.64445	207.60635	102.25516	232.40128	76.37133	114.204575	118.17164	136.11702	100.66277	100.83623	112.841484	211.03125	187.08058	188.81824	156.99243	192.18808	0.12024696	24.37577	116.78437	175.72289	210.7843	95.54176	98.674545	100.14505	188.8446	51.217075	50.562626	117.97483	101.39126	61.284492	100.65789	52.376625	199.72766	46.523026	98.515305	150.55171	100.83623	0.0	102.60284	37.23373	13.977558	219.885	9.131367	0.05207188	96.576836	73.11093	125.30628
G001536185	1.1764897	0.3174245	103.51105	118.33477	166.53308	131.65222	199.03221	149.24371	135.24683	149.40732	137.72429	0.29786345	78.451775	103.04886	0.26476675	94.079506	140.30414	0.49206746	6.643803	90.53142	0.32930988	100.76587	92.596	102.98573	78.97685	143.43825	239.50642	145.9107	25.200174	0.40073594	186.42928	103.06298	203.9055	252.51762	192.70241	199.31805	162.20284	218.02045	147.97989	144.73865	6.8631687	10.542095	0.35001504	0.24530119	133.36325	201.85454	209.94743	209.24702	203.19725	177.0311	100.428375	91.46663	148.20125	198.29625	201.52956	95.27423	116.70185	0.3358441	204.50046	114.221085	103.08951	6.8436103	0.30917072	104.55633	0.35007104	103.43117	187.01387	156.74681	218.93037	192.8767	0.24530119	102.60284	0.0	117.470955	75.585594	191.1996	107.648994	102.20658	105.042595	137.51065	136.04718
G001804565	119.604164	117.16619	72.65196	57.727432	204.96039	119.26371	281.59973	211.07312	79.024765	46.28478	101.310684	116.83792	29.469158	71.33938	117.054276	33.139404	58.08546	116.4729	121.81395	41.43294	116.78249	42.059643	44.866703	72.162575	52.764072	33.707657	304.8355	121.528305	161.85397	115.27122	252.37265	72.26633	273.01062	82.45238	265.52472	266.7799	140.56429	301.6157	115.73919	121.6683	125.51076	152.91556	116.190796	116.19486	161.97658	270.3529	249.37085	244.8454	206.76375	248.29321	36.476593	28.761839	124.95464	222.60472	270.1581	130.77696	140.98297	115.484924	249.48257	86.84062	71.32852	125.39657	117.04414	85.3664	116.18524	73.668724	253.53365	50.52949	68.261826	199.52266	116.19486	37.23373	117.470955	0.0	24.137486	269.10785	33.726376	36.83206	134.613	115.78976	193.55399
G001802785	77.25297	74.940025	31.96601	47.78746	158.76942	90.487236	217.62128	151.52654	52.03735	41.717228	75.452095	75.11675	6.4397674	31.005585	75.093445	11.446279	47.492405	74.788414	87.1029	10.45525	74.5967	15.449689	15.80027	31.563286	17.321293	23.628733	239.45642	99.93451	126.29847	73.35162	187.5503	31.597263	205.85915	110.19556	200.44324	199.9761	106.97081	232.69559	79.99638	100.17895	90.39161	107.31313	73.89705	74.30808	107.75597	203.69467	191.71715	189.84445	169.40294	181.81949	12.84221	14.918693	102.951706	166.90121	203.24576	80.89417	98.77536	73.789116	190.80663	55.76602	31.020992	90.1936	74.8803	39.927258	73.89231	32.613853	188.42455	45.008854	93.53104	160.72534	74.30808	13.977558	75.585594	24.137486	0.0	199.65572	18.080467	13.5436535	93.533195	79.81895	137.99725
G001302225	193.56883	189.6999	165.13043	176.44229	75.62818	114.06063	88.93383	126.22404	144.08746	294.3055	158.93533	191.7214	191.66315	165.56448	190.61018	175.54387	212.20822	192.83902	232.76883	173.20049	188.66373	213.84818	195.54599	164.9648	176.42392	251.67087	69.58935	130.73871	269.63068	189.30695	37.53074	165.13702	69.94029	415.98825	44.089237	68.063095	131.18147	110.67884	153.49007	132.33229	232.73851	198.23697	188.8788	189.78256	102.858	69.44169	141.69954	84.9767	143.09503	36.596004	215.84093	250.65672	130.1422	51.68027	68.96107	75.50623	167.72482	189.25491	109.64407	119.775276	165.6205	232.36041	189.42152	158.05525	188.87218	163.71185	37.41165	290.93054	453.25455	131.40051	189.78256	219.885	191.1996	269.10785	199.65572	0.0	269.98376	218.74709	187.22464	114.10154	171.02481
G001802865	108.723564	106.88009	69.56597	63.440643	222.8491	130.76035	267.6397	184.46243	78.42162	36.044193	90.130905	106.54958	13.442113	68.17973	106.7775	31.709322	49.2864	105.906395	110.54464	23.893654	106.66199	11.448492	35.435753	68.99836	44.264328	27.28938	296.6459	141.4512	160.03934	104.984276	249.80081	69.113686	261.66614	85.60141	259.5945	255.46387	137.67091	278.0857	119.86342	141.6609	115.174545	143.45511	105.7608	105.888084	156.72804	259.04193	228.39996	242.47719	202.94363	242.26746	9.600859	16.388739	144.89485	228.12283	259.12335	135.02074	126.14607	105.16552	235.27959	85.60898	68.209	115.027885	106.4934	80.7016	105.75676	70.51662	250.8618	40.975365	80.53879	196.16022	105.888084	9.131367	107.648994	33.726376	18.080467	269.98376	0.0	9.125259	116.23169	114.01807	155.86365
G001802795	103.24503	101.34869	50.985905	48.30986	174.67676	101.46531	219.94923	148.97711	41.747227	43.593693	70.1227	101.37699	9.64511	49.811924	101.3927	14.103876	31.6019	100.67456	113.469055	8.598188	100.96952	0.95152545	20.203447	50.399742	28.080652	20.664373	247.78082	112.97813	165.11523	99.286514	197.9215	50.628723	212.40356	102.34296	209.94559	206.71713	101.847984	231.6972	76.106026	113.49927	117.82669	135.72832	100.24559	100.426384	112.64546	210.15802	186.38042	188.18459	156.6011	191.28322	0.09374842	24.034334	116.070694	174.71602	209.90543	95.006645	98.32082	99.7262	188.14575	50.933224	49.843216	117.63019	100.982994	60.519604	100.24074	51.652313	198.7871	46.427563	98.72063	150.11552	100.426384	0.05207188	102.20658	36.83206	13.5436535	218.74709	9.125259	0.0	96.19037	72.77733	125.252846
G001773425	106.58095	104.372826	123.74859	69.737495	109.36811	67.05565	107.21245	51.296284	99.67522	125.15181	83.19658	104.592545	85.939896	123.37105	104.766304	95.42338	124.93714	104.679565	119.466446	94.16115	103.32798	95.01953	118.20376	123.34385	103.25738	123.52937	233.378	81.02766	177.28357	102.41129	170.28456	123.69313	155.54797	217.25494	173.15002	149.93301	64.29107	117.99522	140.79243	81.38734	124.70742	122.82198	103.761024	103.809586	91.61938	151.52332	58.981007	113.30627	100.02445	150.23586	95.39625	130.04443	82.74202	149.3211	153.35345	62.29006	5.6273465	103.00358	73.90524	82.482704	123.43169	124.440254	104.70566	127.62176	103.755684	123.81745	171.27434	125.98708	242.79771	94.14827	103.809586	96.576836	105.042595	134.613	93.533195	187.22464	116.23169	96.19037	0.0	99.31474	39.535084
G000403035	138.79918	136.4736	89.4082	43.798252	57.06157	44.11952	103.67049	79.44213	16.933607	139.81683	45.333153	137.41275	69.72585	88.746086	136.70421	46.941673	61.272957	137.52538	163.55351	55.959084	135.42056	71.0947	79.31213	88.713585	73.22772	99.21832	138.5325	53.92806	219.80957	134.58513	87.54136	89.16546	96.333824	213.32585	110.21523	91.92342	37.788574	123.78651	58.685776	55.36547	167.98665	152.18726	135.67542	135.68231	59.162975	94.30777	110.730515	69.64451	46.514973	78.425766	71.22883	117.8394	55.47073	61.097145	94.05712	40.208378	79.60179	134.81606	91.64576	5.3957715	88.77992	167.64598	135.80507	92.74722	135.6672	88.93329	87.8723	137.04596	245.36111	42.53123	135.68231	73.11093	137.51065	115.78976	79.81895	114.10154	114.01807	72.77733	99.31474	0.0	82.32229
G001304315	136.99254	135.22285	170.8617	82.34501	98.00461	69.22732	69.08491	19.57131	105.268074	175.17291	69.43972	135.80103	117.34918	170.28358	135.38167	123.1305	146.17389	135.99252	158.1459	123.630684	134.13838	121.36862	162.46454	170.32758	143.57512	164.89494	202.52534	85.91618	229.52162	133.47644	143.78004	170.63992	121.43656	268.6309	151.97514	116.11219	61.97274	77.04782	155.3105	86.85326	164.25015	148.292	134.98198	134.51445	99.05327	117.51954	55.187023	92.010086	70.350006	118.15868	124.75827	181.34348	87.22844	132.98354	119.0827	72.7047	38.65849	133.52985	61.719852	75.869736	170.37122	163.97302	135.1653	173.50739	134.97787	170.59824	144.59839	174.45226	322.1168	65.8414	134.51445	125.30628	136.04718	193.55399	137.99725	171.02481	155.86365	125.252846	39.535084	82.32229	0.0
