	G900112615	G000814325	G001314545	G900114995	G001896965	G001601815	G000020625	G000375425	G000243115	G000016085	G001567405	G001623405	G000974785	G001438265	G000375465	G001898485	G900110645	G900110995	G000020645	G000275825	G000006985	G001975825	G900156765	G000511175	G900094705	G900102545	G000814475	G000024005	G000724545	G001975465	G001724695	G900129015	G900129295	G900115755	G001897525	G001899605	G001897535	G900089555	G900129315	G900106985	G000013045	G001650905	G000012585	G000759025	G001464625	G000373105	G900089545	G900089565	G000508085	G000515315	G900089575	G001654455	G000168715	G001439115	G900089525	G900110245	G000015125	G900101395	G900129465	G000419585	G000020545	G000024845	G001564065	G900109685	G001302245	G001898505	G900110835	G000374125	G001898405	G000020465	G900116565	G000379805	G900107765	G001829005	G900119105	G000212735	G900142605	G001715195	G001644645	G000020505	G001829035	G000246855	G000374045
G900109685	60.68387	62.570896	122.250755	46.37828	115.4591	36.705303	194.65451	128.19405	43.466064	217.4289	126.92812	161.20528	57.493584	59.843513	174.58885	31.439512	130.06923	53.674347	164.47552	187.89662	286.96872	52.894814	29.496105	116.06817	20.465227	39.264797	56.203476	45.2917	230.09514	192.39748	68.580605	47.003525	79.28536	107.38422	51.213913	77.83656	224.00958	166.99988	95.20147	46.29209	308.51175	190.10022	156.4668	89.90513	129.86505	116.96613	168.28575	161.45851	119.22491	45.32022	167.67453	32.191307	195.665	59.420708	165.22296	33.47546	182.81992	28.113302	26.583876	259.4862	182.36496	243.52518	134.75151	0.0	36.029385	83.85489	23.188028	39.301624	46.760643	215.60428	63.704945	102.1984	71.745445	197.3494	42.12175	128.79588	23.663319	149.88312	81.60532	279.90814	197.69705	30.249403	143.31236
G001302245	21.337112	31.708393	146.48679	30.560211	74.0895	28.475054	194.00383	92.42103	38.64009	237.08513	79.33799	96.88763	68.62234	53.09284	118.3158	22.984198	161.28229	20.50175	154.26651	183.71715	320.37354	22.433933	15.603627	56.377823	36.259476	25.423248	48.3119	28.235481	152.93306	196.36159	69.00414	71.43912	35.821358	64.703995	27.176908	32.7181	150.33516	100.12308	105.044945	22.997911	365.60214	120.56108	129.95445	114.123116	66.41135	143.89784	101.19641	96.85492	58.499947	23.943998	100.64142	25.29409	202.76845	50.7657	98.19585	18.871809	173.252	46.02987	22.454214	324.6822	175.22548	316.87317	91.41618	36.029385	0.0	105.57062	24.655777	61.501423	21.484444	228.23668	51.503212	78.29027	50.149765	124.467896	20.297377	118.42164	34.516594	115.762276	42.87272	310.1586	124.70885	21.019855	80.74138
G001898505	108.35874	65.21201	37.402447	51.841988	138.03224	74.45093	55.667637	75.384346	71.64062	72.7315	84.55321	251.80269	27.167885	31.421307	143.90048	47.230232	31.490322	100.43111	55.794983	128.83942	111.15771	68.14737	114.172516	158.293	55.083416	51.45956	32.228188	52.009636	236.62007	66.55787	33.005863	50.424706	124.88193	196.68686	78.34705	144.65721	267.5665	256.5606	18.514635	54.80061	142.91342	165.71632	128.23201	27.225214	180.45714	30.110859	255.66042	249.91173	155.80702	52.924725	255.15091	88.112175	67.334595	32.697132	248.6683	72.91378	63.113777	51.08247	56.76762	137.3965	55.881668	124.90877	83.261375	83.85489	105.57062	0.0	50.19453	41.091484	62.687206	74.57721	55.088375	56.900253	87.99412	242.44327	61.110973	69.67787	43.04187	69.94162	111.100746	104.85879	242.77031	73.92202	191.53214
G900110835	37.095066	32.60559	78.25684	13.780363	91.45972	23.297482	130.5968	74.87853	31.514885	164.51749	75.42529	154.09593	26.839033	26.306955	125.595345	12.764048	87.87914	30.231356	110.05642	164.52211	226.80583	23.006172	33.30806	89.50212	17.42559	13.046557	22.568666	12.972147	194.76888	135.05615	32.423332	42.024136	62.996185	109.66077	31.838263	67.07055	199.4786	158.06232	53.146847	18.96164	266.18378	133.83983	131.84181	61.348774	107.02006	76.19409	159.0017	153.36163	90.695335	18.230156	158.51309	29.76319	138.78654	25.829721	154.33109	20.11122	122.15541	21.591204	10.021415	231.11343	117.740204	216.52863	78.27604	23.188028	24.655777	50.19453	0.0	27.069994	22.71789	154.3343	36.300346	60.601337	48.33057	173.14839	16.75052	90.60045	6.7117023	86.25975	62.196476	218.76994	173.44882	20.56352	121.61838
G000374125	84.95687	55.9779	62.431873	53.170124	85.374794	30.960766	105.9252	78.834366	20.1463	126.66043	95.126335	174.82101	24.426746	47.035286	159.73131	25.073454	73.86747	82.66582	86.39577	143.06439	179.81638	64.61717	73.49908	121.82387	29.942656	51.99945	30.350534	52.552185	217.1659	103.393	27.432268	35.710686	98.46913	120.83345	51.360638	91.313416	214.1281	180.55034	37.120033	35.11831	213.86429	160.18451	127.812065	47.3588	134.12935	67.374275	180.5411	174.385	121.85882	33.796555	179.82072	27.135183	105.90073	47.710392	176.2067	37.042233	92.428894	3.2057705	36.814014	190.24068	97.82218	170.75635	88.6015	39.301624	61.501423	41.091484	27.069994	0.0	37.554993	113.785614	38.071003	77.29378	63.49131	205.90735	53.605625	72.75131	31.052212	85.84944	98.11669	173.5382	206.1426	35.317497	145.02365
G001898405	24.232162	9.514133	109.76805	27.355434	52.22537	19.162994	129.5961	42.851826	21.777197	170.21747	42.7659	106.03793	42.613937	35.711117	84.14731	13.694978	111.32047	27.112722	95.65974	126.80346	244.29526	18.60269	35.88023	48.101547	33.93424	21.955515	22.542889	24.714611	128.545	131.77727	40.228813	57.882133	27.395168	64.92965	14.844788	32.119373	135.53664	108.21094	56.9016	10.148946	298.93707	79.51013	98.62987	75.85767	57.729446	99.73675	108.36071	104.77224	48.022137	10.998224	107.69006	19.558208	137.87654	33.981323	104.241394	16.609833	110.563805	30.632116	15.129708	274.83752	113.15188	263.83344	50.46394	46.760643	21.484444	62.687206	22.71789	37.554993	0.0	160.48268	28.293747	45.635536	31.907675	111.27337	15.3251915	77.33287	31.322012	65.84503	34.239105	234.16408	111.46306	19.000044	70.35932
G000020465	242.71602	162.60019	48.92908	157.32022	215.61926	170.53651	12.047936	131.82463	164.92	23.558401	167.64189	383.73776	79.49423	103.64662	233.70557	134.55736	54.314747	237.10107	28.164848	186.87456	38.501522	188.17589	255.47226	278.32205	170.24178	162.12967	93.136925	157.53621	354.41306	15.701487	75.960106	124.47024	266.18073	314.0014	193.32996	265.2292	365.23483	389.39438	63.003353	144.34674	117.526344	247.51955	163.92264	68.01532	305.3223	63.8285	388.47467	381.2645	274.10568	141.13452	387.2555	194.8481	15.237147	106.97024	379.3315	182.11293	15.146543	137.32498	170.07057	122.73573	16.064163	115.50817	131.5703	215.60428	228.23668	74.57721	154.3343	113.785614	160.48268	0.0	124.23348	129.82146	201.53316	378.01523	180.66658	114.79811	141.36015	90.51779	236.3779	32.65874	378.33688	182.00235	310.4372
G900116565	64.271835	31.800348	70.164474	52.011627	64.76646	32.415646	103.19163	54.036575	38.352367	126.59355	53.872578	134.36995	33.70424	28.505672	111.28697	22.194433	87.89222	67.48174	74.3348	131.02907	191.4944	43.950138	66.24172	77.588486	39.674797	47.44521	26.91734	49.6374	168.15764	103.33106	33.1509	45.14655	72.10819	100.38504	46.417725	70.75303	163.4027	138.82338	46.6154	23.69989	242.90167	115.22867	93.69345	51.715378	96.74861	80.71891	138.25658	134.49573	76.74937	23.301615	137.44437	43.912773	107.87725	28.13813	133.30902	37.181664	89.0873	38.5887	40.56311	211.19026	92.342415	205.02615	57.784374	63.704945	51.503212	55.088375	36.300346	38.071003	28.293747	124.23348	0.0	52.724457	54.836166	152.89859	39.298286	51.52599	33.537548	58.72434	73.47849	182.13678	153.08974	38.51988	114.91409
G000379805	62.8067	33.322186	84.59861	55.310883	67.56696	58.522427	94.175674	29.144394	61.519207	128.56795	34.537716	145.23213	65.555405	35.13279	41.170685	44.941677	62.913246	63.83499	64.39688	69.78205	177.09705	39.32116	75.74907	69.7109	60.07661	50.47413	43.169125	50.854996	101.24604	97.6526	52.601654	66.32003	62.638687	126.16548	41.001328	81.4099	127.55501	146.83778	43.946285	40.082798	226.02983	68.49407	53.013477	47.41805	85.51588	51.8751	145.95131	142.40584	66.710304	41.65383	145.26146	77.74972	103.022125	33.829422	138.4408	50.985775	81.708374	76.90389	59.191082	209.7242	85.08624	223.14725	32.467785	102.1984	78.29027	56.900253	60.601337	77.29378	45.635536	129.82146	52.724457	0.0	51.354977	110.73698	42.478558	35.09801	49.98577	40.047844	35.246048	167.48695	110.99408	55.128483	91.32466
G900107765	27.466043	26.654606	138.23015	51.277615	43.1152	35.32344	168.86774	49.72689	29.86126	215.26036	33.647007	78.09963	86.43529	63.44088	71.9553	37.592438	136.10469	34.316616	126.823494	112.87439	283.26828	31.246017	49.113754	33.427628	51.68251	47.118656	60.78355	46.588604	87.64673	165.95863	82.01918	95.9875	28.079157	60.20967	17.09648	31.56432	114.69765	78.24683	66.67326	43.928345	321.612	64.90792	112.93329	99.05086	43.80804	123.07592	78.01529	76.46812	33.301228	46.95093	78.19102	28.711355	171.20596	60.764576	74.29889	33.147964	144.03075	53.76261	49.16644	307.43054	151.59099	296.94058	44.976604	71.745445	50.149765	87.99412	48.33057	63.49131	31.907675	201.53316	54.836166	51.354977	0.0	76.08417	32.07529	89.99909	51.73911	73.27488	32.860027	272.15753	76.18374	35.622105	44.90906
G001829005	86.74278	90.22525	308.63867	172.73363	61.69753	120.19528	327.5842	108.374725	117.8718	387.44852	83.95622	33.70589	237.5427	176.34535	62.298004	142.61128	295.07376	108.87751	253.99962	156.89558	466.32776	110.04178	114.383224	24.303507	163.16982	159.15994	179.42017	162.15256	24.029997	323.234	209.7722	219.22461	54.72518	63.659985	83.81173	54.999332	40.55508	30.485632	202.87816	123.05561	505.6956	60.726868	133.819	242.57822	22.51978	270.55734	29.842873	31.335352	23.31558	129.91046	29.651974	120.21548	332.79388	170.90776	27.676847	110.091484	283.22	186.20882	159.64362	485.30707	304.11066	503.04358	103.72691	197.3494	124.467896	242.44327	173.14839	205.90735	111.27337	378.01523	152.89859	110.73698	76.08417	0.0	121.46868	165.36525	176.47942	158.31567	52.994583	452.63892	0.0031243395	116.05325	24.92026
G900119105	12.358838	13.6952095	106.90636	10.354839	77.54711	30.538078	143.77625	54.602825	40.675858	185.18292	43.76117	124.0566	48.465153	26.867197	79.87649	18.439571	108.68159	9.846578	114.125786	147.49	259.3702	1.8756208	28.207176	56.17949	31.249899	6.381737	27.384916	8.608015	138.45027	149.179	54.013485	64.91204	28.548592	90.80541	16.128197	44.104115	161.15771	125.30272	61.399593	19.109991	302.4069	88.822235	115.47136	75.790985	72.40722	95.1601	125.953514	122.41851	56.664745	20.289326	125.80877	34.264885	154.3784	24.871515	121.33731	21.718172	132.3505	44.14068	11.262931	276.28696	127.57117	267.11935	55.75898	42.12175	20.297377	61.110973	16.75052	53.605625	15.3251915	180.66658	39.298286	42.478558	32.07529	121.46868	0.0	92.632324	19.808033	73.86433	31.691446	248.38214	121.72951	25.37247	82.83882
G000212735	129.9408	73.04236	74.30828	109.594925	72.53369	72.35874	93.70959	57.006306	68.74515	109.68524	74.20726	172.56992	66.92286	61.48292	103.044876	66.231674	66.22733	134.13052	60.375248	76.02008	144.73717	94.05951	122.57551	115.1026	72.324776	105.38558	60.552578	105.42159	156.76526	90.85407	51.1572	55.972958	118.95064	154.91997	85.0178	126.73555	156.08353	177.90091	55.427723	59.82473	197.14865	128.11012	63.635006	45.145496	132.63904	56.09066	175.97658	171.60976	111.25035	60.030655	174.59436	98.46673	96.396675	61.797737	168.87617	73.06029	77.082115	79.50756	97.841705	171.6194	88.635994	189.81044	63.997	128.79588	118.42164	69.67787	90.60045	72.75131	77.33287	114.79811	51.52599	35.09801	89.99909	165.36525	92.632324	0.0	75.6001	56.378296	94.95554	139.57655	165.54572	74.51261	143.61502
G900142605	47.128746	35.440292	64.69806	19.827448	92.566086	27.484344	119.07321	77.05732	37.418575	145.2256	76.8738	161.29811	24.278078	18.908264	121.23016	13.686331	69.411285	39.407013	98.089	148.80281	200.9505	26.074371	34.71992	96.23714	13.4786005	17.38232	22.110119	18.801529	195.06657	122.18094	30.64514	29.216398	70.25439	118.16739	38.107563	76.68114	199.21901	165.81357	47.41665	23.854004	236.05998	141.80951	112.71234	44.67454	115.53509	58.214916	166.53612	160.67262	96.92108	22.950783	166.07797	39.234978	125.24275	18.79505	161.08598	24.494804	112.50813	26.67928	17.041714	198.8238	109.70657	189.49747	78.30838	23.663319	34.516594	43.04187	6.7117023	31.052212	31.322012	141.36015	33.537548	49.98577	51.73911	176.47942	19.808033	75.6001	0.0	83.55945	63.174007	193.0449	176.81187	24.27594	128.81987
G001715195	94.836	52.793762	73.30878	78.29979	82.77101	87.2014	65.5647	16.832575	84.64772	99.16308	37.80462	185.89479	70.91585	59.301533	64.17071	68.95743	75.16095	98.93946	42.036873	111.34545	149.70906	71.22728	138.40987	100.86396	109.4886	79.08347	51.012	75.81955	146.90959	61.39474	60.910007	108.948715	104.98453	161.27461	74.62222	115.26729	165.58832	186.29442	36.14337	64.09068	217.48616	61.42484	88.79058	65.4276	119.61833	71.76005	185.58777	182.82014	97.05453	65.215385	184.98117	102.431	65.44684	58.559803	177.54828	84.08524	50.34656	93.46802	86.961334	218.96509	54.26238	219.34933	8.450098	149.88312	115.762276	69.94162	86.25975	85.84944	65.84503	90.51779	58.72434	40.047844	73.27488	158.31567	73.86433	56.378296	83.55945	0.0	86.883286	139.05536	158.4544	89.06756	127.18446
G001644645	22.934832	24.97359	169.0605	55.2224	53.704575	50.473553	191.47722	52.45239	53.906414	240.28557	43.682068	77.61128	108.0829	66.438286	36.61362	48.04801	152.81276	28.771824	144.00996	109.12097	311.46814	26.478851	34.017017	27.464869	62.94952	45.893356	69.44339	49.394276	63.78276	192.79243	93.9126	97.94269	15.240503	62.33631	21.168076	30.768854	85.33682	77.493256	98.71557	40.91189	356.91733	52.121113	81.10047	116.28331	33.55672	134.54521	77.48305	75.41927	26.91542	44.428703	76.89971	52.312733	199.91663	63.02569	72.74056	34.366695	166.66548	84.46007	50.15485	328.18445	172.54095	336.9016	53.75964	81.60532	42.87272	111.100746	62.196476	98.11669	34.239105	236.3779	73.47849	35.246048	32.860027	52.994583	31.691446	94.95554	63.174007	86.883286	0.0	299.82028	53.21217	38.75543	36.4997
G000020505	325.83127	229.4057	72.26189	224.64734	281.7784	242.46535	42.268665	188.20772	232.65591	41.76548	232.21144	471.34045	127.21972	152.43	283.54462	197.58928	63.685833	317.95425	65.823166	215.85608	2.056116	255.83813	327.16696	358.41214	220.45349	228.8201	148.4025	225.1375	422.0768	50.422318	116.96405	159.56114	344.84085	400.2281	265.28757	354.38727	435.21857	477.90967	104.792915	206.1248	70.79837	318.30264	194.28714	93.699234	389.84412	75.14582	476.57855	469.25797	353.3073	202.45312	474.91287	275.79514	48.96119	156.87776	465.71887	246.25417	57.919193	204.34181	239.14578	73.08197	57.739532	73.31784	189.44032	279.90814	310.1586	104.85879	218.76994	173.5382	234.16408	32.65874	182.13678	167.48695	272.15753	452.63892	248.38214	139.57655	193.0449	139.05536	299.82028	0.0	452.9784	244.35954	394.63412
G001829035	86.94195	90.44143	309.02716	173.05923	61.681835	120.42371	327.89026	108.48992	118.0092	387.81375	84.08252	33.683846	237.87602	176.71555	62.44984	142.85278	295.4535	109.124916	254.24487	157.00299	466.6664	110.2905	114.67769	24.396059	163.48965	159.49496	179.73083	162.4725	23.948105	323.52805	210.05585	219.58734	54.867443	63.691742	83.99151	55.078815	40.49208	30.452978	203.11725	123.2982	506.05304	60.71456	134.06723	242.94844	22.503807	270.95355	29.799017	31.309893	23.395765	130.16176	29.610859	120.3733	333.09607	171.27184	27.643826	110.33848	283.45984	186.44003	159.9457	485.71884	304.38757	503.40717	103.81209	197.69705	124.70885	242.77031	173.44882	206.1426	111.46306	378.33688	153.08974	110.99408	76.18374	0.0031243395	121.72951	165.54572	176.81187	158.4544	53.21217	452.9784	0.0	116.30643	24.893494
G000246855	35.585594	24.56193	107.169044	40.154293	47.608486	12.546346	158.3385	67.46367	15.618334	193.27179	66.4039	92.05277	49.463028	42.988323	99.62333	15.808302	114.45912	36.852318	121.49856	135.03267	251.9007	29.383736	21.53652	56.08144	17.562593	33.685528	33.137608	36.37971	140.98676	157.98773	42.41149	41.46367	38.722454	56.44383	23.214813	37.055317	135.01736	96.22299	68.1992	13.797363	290.67392	110.95964	97.936005	78.86767	65.538605	96.66117	96.6546	92.1343	57.42857	14.642485	96.0346	19.361042	163.40675	41.657574	92.879745	1.1360221	136.47855	25.466587	23.461199	252.79659	145.07095	249.72974	71.95038	30.249403	21.019855	73.92202	20.56352	35.317497	19.000044	182.00235	38.51988	55.128483	35.622105	116.05325	25.37247	74.51261	24.27594	89.06756	38.75543	244.35954	116.30643	0.0	76.5339
G000374045	52.22839	60.888172	258.44614	123.6734	31.365906	82.04226	270.7168	83.32248	69.98515	331.50586	63.633392	32.26853	181.4675	139.25726	66.228745	96.18907	247.41501	70.708786	205.78612	146.60019	407.69043	75.15607	77.5581	23.104372	117.73443	112.78428	129.77869	114.63494	32.771656	266.5492	155.4347	174.04279	30.946123	31.41362	48.607815	22.329517	42.34987	29.290138	156.00552	87.25226	455.53946	49.824776	118.42023	199.19682	8.450648	227.41171	28.631351	30.063778	22.908245	93.358955	28.448643	68.91578	275.00812	134.4886	26.155375	72.584755	226.0765	126.8169	110.885796	435.5044	244.42827	440.86078	77.93466	143.31236	80.74138	191.53214	121.61838	145.02365	70.35932	310.4372	114.91409	91.32466	44.90906	24.92026	82.83882	143.61502	128.81987	127.18446	36.4997	394.63412	24.893494	76.5339	0.0
