	G000298555	G001796065	G000270385	G000508065	G001401485	G001796285	G001794895	G001618265	G001625515	G000471025	G000687415	G000024145	G000700905	G000298455	G000493885	G000415685	G000008725	G000687395	G000204175	G000270405	G000700865	G001545115	G000068585	G001007065	G001464115	G000756735	G001736045	G001007125	G000417845	G000298375	G000508025	G001007085	G000338695	G000829755	G001499655	G000174995	G000270425	G000007205	G001466415	G001796095	G001007145	G001794865	G002007725	G000317995	G001714575	G000253035	G000516655	G001401475	G000007605	G001714565	G001796105	G000751535	G000091085	G000211155	G000298515	G001007025	G001714585	G000009945	G000470805	G000204135	G000011565	G000700845	G000191925	G000583875	G000298415	G001007105	G000700925	G000417695	G000008745	G001401455	G000470765	G000011165	G001796275	G000813665	G000092785	G000415565	G001796185	G000298435	G001796255	G001736055	G001794935	G000750955	G000298495	G001625535	G000830965	G001794905	G001796175	G000237205	G000470825	G001897225	G000270445	G001796235	G001563055	G000508005	G000454725
G000211155	0.48023838	174.04938	0.016126549	45.625187	0.6765164	161.68835	161.72008	158.2908	45.56082	30.136171	0.027253525	42.96205	53.684002	0.43941078	56.114975	0.012324471	51.706516	0.033210214	0.04112257	0.01390161	53.685432	154.52539	51.12488	44.777657	147.40775	163.54211	0.010722574	44.510418	2.5770938	0.07068959	46.303635	44.789703	0.55091447	154.31589	163.17421	54.688858	0.01832333	44.228443	45.802696	168.51607	44.86758	161.6056	30.178404	0.5862616	0.011196118	167.63223	42.455425	0.47694966	13.358139	0.007465581	168.2912	164.62689	44.150177	0.0	0.19206938	44.875175	0.012936284	13.9018	45.283432	45.866505	167.56685	53.685432	0.029403556	29.477789	0.58941454	44.867016	53.68563	36.11123	44.821125	0.7926922	45.295654	44.312252	162.09178	161.51773	155.68188	0.009148245	170.90959	0.6233648	161.62572	0.012203212	149.16933	157.5382	1.3862629	44.875137	53.713795	162.58789	161.26837	165.44176	45.334312	158.41339	0.014389167	161.69292	0.006653481	46.396175	36.114548
G000298515	0.4500593	175.4726	0.2136037	45.571514	0.510994	163.9608	163.99106	160.00987	45.535538	30.890257	0.17124142	42.683926	54.457905	0.3361903	57.005917	0.18893789	51.683567	0.1741573	0.18348876	0.1877862	54.46106	155.96143	51.057594	44.369514	148.24272	167.0933	0.19795285	44.123837	2.8001914	0.15534669	46.27101	44.381565	0.24537668	156.65486	164.509	55.50591	0.18627468	43.83993	45.733166	170.0747	44.457737	163.87596	30.961897	0.40859428	0.19410583	170.32967	42.16245	0.464658	13.0380125	0.17945541	169.60301	165.96268	43.763836	0.19206938	0.0	44.46577	0.19845363	13.921707	45.20073	45.80252	170.00275	54.46106	0.16771047	30.105373	0.47841266	44.457405	54.46142	36.30666	44.411057	0.58770007	45.266254	43.95147	163.48476	163.27948	157.39224	0.17206348	172.41644	0.41629598	163.89828	0.18798442	150.23344	160.0684	1.2946395	44.799335	54.488667	163.45187	162.71353	166.60367	45.32049	161.13882	0.18327892	163.9653	0.1784289	46.424534	36.31181
G001007025	43.579647	176.13245	45.1505	37.84861	43.951534	161.4002	161.45253	169.0505	38.36239	53.42337	44.962864	0.6126399	59.367664	43.94217	68.56043	44.72039	53.24819	44.906956	45.033237	44.897453	59.40543	172.15564	54.506554	0.00090888445	162.15791	181.91255	44.914818	0.036641408	39.44158	45.00948	39.25921	0.00071486575	44.661457	157.85286	166.75003	60.1439	44.996864	0.03742262	37.526527	165.33105	9.706571e-05	161.33014	53.494354	44.092	44.94263	174.41286	0.73462296	43.586563	44.419556	44.789814	170.55339	168.86911	0.05063321	44.875175	44.46577	0.0	44.937286	45.19028	37.911705	37.535294	170.66068	59.40543	44.961796	47.336395	43.76332	6.496316e-05	59.40561	45.810307	0.0009198123	43.62697	38.320713	0.0744548	163.78076	168.82353	168.14687	44.802044	172.99042	44.110935	161.32556	44.707733	163.3803	160.93312	43.27459	37.00384	59.421227	192.55768	164.35555	142.44145	37.4732	155.9738	44.987286	161.42876	44.767906	39.46686	45.813965
G001714585	0.5176356	173.79749	0.021293893	45.737835	0.71693414	161.18091	161.2122	158.11774	45.671947	30.334375	0.025129057	43.04585	53.877148	0.487331	56.287716	0.012248286	51.84499	0.028546134	0.04129476	0.015086377	53.878487	154.0397	51.26107	44.839783	146.9968	163.39192	0.011844664	44.568832	2.5306873	0.061462477	46.418453	44.85165	0.57854724	153.6894	162.42082	54.905552	0.018599452	44.28969	45.925316	168.24258	44.929424	161.09859	30.376741	0.6095416	0.011772896	167.31885	42.548332	0.51485157	13.496486	0.006636574	168.05305	163.8664	44.21082	0.012936284	0.19845363	44.937286	0.0	14.013466	45.400574	45.989796	167.33145	53.878487	0.026647886	29.73716	0.6226455	44.928944	53.878716	35.98954	44.882534	0.84101975	45.40424	44.368443	161.8016	161.04402	155.50397	0.0073173153	170.62883	0.65202045	161.1183	0.0096148895	148.84528	157.41809	1.4244981	44.987106	53.906643	162.44722	160.9691	164.9858	45.45351	158.02689	0.014579325	161.1857	0.007375801	46.50636	35.99349
G000009945	12.970995	181.23022	14.160803	43.765	13.47682	169.18796	169.2285	154.28969	44.466755	24.542408	14.18982	43.507286	42.976162	12.902068	41.422047	13.860518	48.479336	14.104554	14.240714	14.1241255	42.981728	136.83937	48.190033	45.11233	159.08914	150.03271	13.955965	44.861115	16.17672	14.3024	44.876312	45.120377	14.144387	157.22438	164.19875	43.820366	14.220344	44.47464	44.320545	176.2599	45.185837	169.10432	24.56391	14.191781	13.959655	161.78397	43.053345	12.925575	6.6259246	13.971192	175.81119	165.69565	44.45542	13.9018	13.921707	45.19028	14.013466	0.0	44.064533	44.23499	154.04138	42.981728	14.209837	24.970787	12.09692	45.18215	42.982025	30.496485	45.147587	13.498795	44.560448	44.699604	168.70853	153.898	151.71968	14.007501	177.28662	13.941002	169.12279	13.958331	148.09045	146.60463	10.979653	43.783863	43.01384	148.76839	167.73572	183.55893	43.70058	156.95993	14.161217	169.1879	13.963419	45.1009	30.478338
G000470805	44.656208	178.74918	45.594532	0.17843522	45.173492	162.95302	163.03159	164.05463	0.64133346	47.821354	45.33974	37.544765	60.492825	44.38757	58.196545	45.179268	59.939503	45.376396	45.525646	45.50683	60.513527	173.03416	59.95288	37.81992	158.53677	183.11365	45.268192	37.708763	39.199417	45.949924	0.22460115	37.8485	45.845722	169.98643	182.23996	61.182655	45.573578	37.615253	0.26939014	168.66827	37.90454	162.87172	47.447876	45.671085	45.30541	172.63695	37.390137	44.59688	43.27324	45.258224	173.68053	183.45938	37.579685	45.283432	45.20073	37.911705	45.400574	44.064533	0.0	0.27805737	184.37398	60.513527	45.379536	51.91078	45.32716	37.900543	60.514038	52.254513	37.86363	44.697628	0.6733515	37.394043	166.99156	155.98982	161.83557	45.31539	176.4236	45.68864	162.86432	45.226707	176.32658	167.09769	44.499817	0.58903664	60.5161	193.23955	167.47964	160.94328	0.113778286	167.08496	45.493904	162.94592	45.21719	0.24817373	52.244595
G000204135	45.274124	178.46594	46.19384	0.1743012	45.66447	162.97823	163.05753	164.20549	0.58761954	47.460476	45.942684	37.18954	59.491814	44.9772	57.492107	45.752792	59.3082	45.97661	46.152866	46.09508	59.511898	173.94391	59.36588	37.44524	159.3384	182.84808	45.859467	37.34293	39.629963	46.56741	0.32135007	37.474117	46.504578	170.58344	183.23856	60.170204	46.163776	37.259293	0.0053796833	168.3766	37.52784	162.8964	47.120914	46.18152	45.898888	172.83775	37.057373	45.207275	43.921856	45.84706	173.69077	184.40907	37.22065	45.866505	45.80252	37.535294	45.989796	44.23499	0.27805737	0.0	184.2809	59.511898	45.98511	51.602127	45.879417	37.524208	59.51228	51.819695	37.48871	45.147415	0.5817155	37.03231	166.86891	156.57382	162.06438	45.903503	176.27443	46.201096	162.89009	45.81891	177.75974	167.83934	45.024563	0.5259966	59.511303	192.99203	167.38115	161.36395	0.2776067	166.87988	46.082546	162.97241	45.801888	0.34079713	51.808662
G000011565	163.70636	136.98784	168.19817	183.20743	168.70692	156.42436	156.38004	70.34433	180.03323	139.9533	169.13474	167.84799	152.58148	166.95041	153.38512	167.31184	177.77025	168.8963	169.62492	168.1304	152.6052	47.455112	177.31142	170.65257	116.31974	33.516586	167.63638	170.28899	165.25214	169.95769	184.2464	170.64835	173.31378	46.232605	44.582832	153.24715	168.29495	169.6851	184.6292	129.7546	170.64795	156.48865	139.65532	170.39299	167.77751	29.604399	168.17174	163.36272	152.9394	167.61343	130.39253	46.766727	169.99374	167.56685	170.00275	170.66068	167.33145	154.04138	184.37398	184.2809	0.0	152.6052	169.24994	146.41275	167.60735	170.65195	152.6052	157.7139	170.70944	168.28687	182.4464	168.89186	122.31897	72.759026	69.891335	167.84839	126.621346	170.54037	156.42076	167.46689	141.84123	79.25774	164.4356	179.02913	152.6295	167.16774	120.038666	100.840096	182.97961	44.68227	168.04713	156.4757	167.53752	183.08598	157.64719
G000700845	52.7981	170.15057	54.386333	59.34591	53.57557	150.82152	150.8615	147.34787	59.39642	59.97031	53.994045	57.074844	0.00042500903	53.622948	11.715464	53.515408	12.335405	53.86707	54.319324	54.045723	0.0	150.86531	12.61381	59.37779	164.78433	165.3028	53.79514	59.037994	50.123795	54.44599	59.950275	59.403202	55.59758	158.66714	164.12871	0.049276114	54.211487	59.13633	59.83677	159.38301	59.3828	150.73169	59.488	54.5217	53.829853	156.65169	56.98906	52.70874	53.4736	53.724308	169.0936	163.70964	58.790207	53.685432	54.46106	59.40543	53.878487	42.981728	60.513527	59.511898	152.6052	0.0	54.025288	58.671814	54.105286	59.387947	0.0	49.669495	59.410267	53.369514	59.517334	58.926514	159.8159	175.1972	146.89029	53.758465	168.16084	54.326775	150.73782	53.653835	165.5648	161.33447	53.21586	58.800327	0.00079967873	197.58124	159.93506	156.03018	59.371044	172.07695	54.0939	150.83221	53.69856	60.38704	49.63478
G000191925	0.54632175	174.96709	0.03622556	45.726772	0.73004067	162.58295	162.61426	159.25557	45.671432	30.841787	0.0006497811	43.07259	54.023495	0.51153976	56.501778	0.029511364	51.681927	0.0070262956	0.018393815	0.0237041	54.025288	155.71648	51.089157	44.86436	147.92555	165.62373	0.027992181	44.595695	2.530288	0.039233834	46.402718	44.876343	0.5339519	155.55588	164.06569	55.045017	0.027143424	44.321236	45.91883	169.4558	44.954	162.49843	30.887268	0.59625727	0.025793238	169.07057	42.560688	0.54765975	13.612316	0.020138737	169.20885	165.51686	44.23698	0.029403556	0.16771047	44.961796	0.026647886	14.209837	45.379536	45.98511	169.24994	54.025288	0.0	30.166224	0.63946295	44.95356	54.025562	36.31982	44.90654	0.8531588	45.39409	44.407593	163.00801	162.79471	156.64507	0.017401485	171.8887	0.63658804	162.5188	0.025224574	150.1133	159.07126	1.465878	44.991253	54.05354	163.46043	162.20494	166.0175	45.44831	160.03163	0.025529223	162.5863	0.02126616	46.512974	36.324707
G000583875	27.094591	181.29639	29.742886	52.10896	28.35547	186.39644	186.45197	173.1559	51.37132	6.5067816	30.12131	45.42116	58.648888	28.298445	74.47743	29.521677	73.8298	30.071716	30.211973	29.77526	58.671814	161.57082	74.34557	47.262512	178.45517	138.71854	29.5929	47.046623	29.22509	30.459904	52.96709	47.27503	30.318935	158.51878	182.08604	59.26084	29.875055	46.441887	51.63784	177.82793	47.342598	186.35663	6.400456	29.270735	29.648317	158.59485	45.002098	26.981066	28.89245	29.683079	178.21938	184.06401	46.72755	29.477789	30.105373	47.336395	29.73716	24.970787	51.91078	51.602127	146.41275	58.671814	30.166224	0.0	27.94419	47.34136	58.672443	24.60811	47.31356	28.22298	51.747322	46.83871	171.45671	165.05397	171.14355	29.744617	178.6264	29.140404	186.37466	29.586344	181.15523	177.79369	24.314617	50.408108	58.667217	166.55788	170.7394	183.43988	51.64335	142.63142	29.850708	186.43709	29.635124	52.71094	24.574541
G000298415	0.7870227	174.53691	0.61694247	45.659157	0.8680644	162.33858	162.37027	159.32379	45.63945	28.70111	0.63548833	41.905704	54.100536	0.6120528	56.379795	0.5858709	52.46449	0.6285325	0.65964204	0.6012472	54.105286	153.79651	51.94642	43.667343	149.56479	162.75725	0.59841204	43.434505	3.489718	0.65732217	46.437824	43.680187	0.714484	154.91045	164.13663	55.118004	0.6042665	43.12632	45.81847	169.1497	43.756947	162.25787	28.795631	0.85049886	0.5998558	168.59784	41.392387	0.79159194	11.8450365	0.5948944	168.657	165.64613	43.06725	0.58941454	0.47841266	43.76332	0.6226455	12.09692	45.32716	45.879417	167.60735	54.105286	0.63946295	27.94419	0.0	43.755634	54.1056	35.50467	43.71107	0.93162036	45.36132	43.23278	162.55333	160.68256	156.60187	0.6004051	171.37679	0.84147096	162.28094	0.6145862	148.25095	156.17958	1.0220581	44.871693	54.132553	159.6681	161.74559	167.58994	45.405647	158.09998	0.5977591	162.34407	0.5960983	46.581825	35.506893
G001007105	43.571777	176.1205	45.142178	37.837257	43.944054	161.40063	161.45303	169.03674	38.35062	53.424995	44.954628	0.6130348	59.350197	43.934433	68.54281	44.71225	53.230892	44.89879	45.02479	44.889153	59.387947	172.13705	54.489017	0.00094612956	162.1506	181.90718	44.90648	0.03642669	39.433167	45.000977	39.248035	0.0007617828	44.653065	157.84586	166.73557	60.126553	44.988613	0.037445467	37.515396	165.31883	3.33069e-05	161.33055	53.49588	44.08435	44.934242	174.41049	0.735026	43.57873	44.411858	44.78152	170.54109	168.85486	0.050470024	44.867016	44.457405	6.496316e-05	44.928944	45.18215	37.900543	37.524208	170.65195	59.387947	44.95356	47.34136	43.755634	0.0	59.388157	45.810684	0.0009306397	43.61977	38.309128	0.07415596	163.76938	168.81436	168.13362	44.793743	172.9788	44.103367	161.32597	44.699318	163.38344	160.9147	43.26764	36.99241	59.40374	192.55843	164.34445	142.43681	37.462166	155.97728	44.978954	161.42917	44.759647	39.45581	45.814312
G000700925	52.798378	170.15057	54.386597	59.346252	53.575653	150.8206	150.86058	147.34735	59.396713	59.970848	53.994255	57.075047	0.00042628517	53.623226	11.71518	53.51566	12.33533	53.86723	54.31951	54.04608	0.0	150.86673	12.613695	59.377987	164.78406	165.30247	53.795433	59.03822	50.12438	54.446285	59.95071	59.403366	55.598	158.6672	164.12915	0.04927473	54.211807	59.136497	59.83728	159.38287	59.38303	150.7309	59.48857	54.521763	53.83012	156.65147	56.989357	52.70903	53.474052	53.724552	169.09361	163.71005	58.79041	53.68563	54.46142	59.40561	53.878716	42.982025	60.514038	59.51228	152.6052	0.0	54.025562	58.672443	54.1056	59.388157	0.0	49.66989	59.41044	53.369556	59.517628	58.926785	159.81604	175.19786	146.88968	53.758682	168.16084	54.326824	150.73706	53.654087	165.56348	161.33385	53.216225	58.800632	0.0008005989	197.57962	159.93497	156.02904	59.371426	172.07649	54.09423	150.83147	53.698822	60.387394	49.635136
G000417695	33.89823	177.41823	36.389782	52.124878	34.804337	155.37126	155.4461	166.78058	52.517975	29.00834	36.29296	44.80302	49.64883	34.835983	58.661507	35.753956	50.256195	36.142506	36.39887	36.293232	49.669495	155.40935	50.86705	45.777622	146.94312	153.64944	36.112774	45.301647	29.257935	36.679073	53.18698	45.785633	36.790596	147.2912	157.5408	51.022507	36.40047	45.007248	51.932262	170.41489	45.809513	155.30147	28.466112	35.682148	36.14454	159.05414	44.49838	33.774887	38.199547	36.016712	174.19423	158.19104	45.003265	36.11123	36.30666	45.810307	35.98954	30.496485	52.254513	51.819695	157.7139	49.669495	36.31982	24.60811	35.50467	45.810684	49.66989	0.0	45.78589	34.6801	53.151936	45.13014	165.43289	152.2046	165.2007	36.069202	173.39813	35.452423	155.30476	35.86373	164.94827	199.5601	32.470795	51.62275	49.664368	164.79219	164.00636	165.86273	51.854183	146.18147	36.331085	155.39172	35.969704	53.097008	0.0005179059
G000008745	43.529495	176.21344	45.096115	37.801044	43.900356	161.41106	161.4637	169.07346	38.31444	53.38842	44.9077	0.6133892	59.372433	43.88844	68.55581	44.666294	53.258423	44.85182	44.97775	44.84304	59.410267	172.19061	54.516285	0.00070306123	162.17046	181.94637	44.860725	0.031568892	39.38245	44.953392	39.210064	0.0006427047	44.60651	157.88945	166.78326	60.149715	44.94233	0.03380318	37.47918	165.41693	0.0009477892	161.34102	53.458405	44.039825	44.888386	174.4225	0.7345769	43.53641	44.394173	44.73512	170.63364	168.90231	0.04469936	44.821125	44.411057	0.0009198123	44.882534	45.147587	37.86363	37.48871	170.70944	59.410267	44.90654	47.31356	43.71107	0.0009306397	59.41044	45.78589	0.0	43.576427	38.271053	0.07087149	163.85675	168.8678	168.16887	44.74737	173.06873	44.05871	161.33656	44.65348	163.39677	160.97476	43.225494	36.956066	59.425964	192.48651	164.42853	142.457	37.427277	156.01549	44.932716	161.43948	44.713497	39.418777	45.789654
G001401455	0.83377135	172.58153	0.8721216	44.993736	0.03812392	163.39375	163.42989	158.46089	44.8492	29.008966	0.8485459	41.89385	53.362186	0.5476221	56.08031	0.8036169	51.038677	0.8340966	0.8722835	0.8624554	53.369514	156.5021	50.46551	43.535587	147.11557	164.6974	0.82707036	43.285473	3.208253	0.9144264	45.718517	43.549187	0.76944375	157.53407	165.54543	54.42456	0.8733751	42.986366	45.09777	167.37984	43.618713	163.31017	29.056236	0.12484726	0.82845783	169.06413	41.38554	0.8241072	13.173838	0.81264764	167.1132	166.95445	42.928875	0.7926922	0.58770007	43.62697	0.84101975	13.498795	44.697628	45.147415	168.28687	53.369514	0.8531588	28.22298	0.93162036	43.61977	53.369556	34.6801	43.576427	0.0	44.68172	43.130184	160.89178	163.04884	155.9438	0.8148488	169.57733	0.08809163	163.33511	0.8353466	149.59068	160.2922	1.6783358	44.103092	53.391617	159.65804	160.06303	165.56178	44.781406	159.19704	0.8553139	163.40039	0.8005125	45.897026	34.681583
G000470765	44.85962	177.55939	45.630394	0.57941467	45.147293	161.43135	161.50583	162.29501	0.15478976	47.41143	45.353386	37.76864	59.49748	44.44926	57.72774	45.18376	60.015747	45.388832	45.575306	45.514496	59.517334	172.8977	60.027737	38.224907	157.78775	181.7042	45.287586	38.12754	39.28928	45.956036	0.49709642	38.25784	46.00222	167.99608	181.20117	60.165077	45.575394	38.031223	0.59713686	167.54437	38.312477	161.3503	47.05811	45.650265	45.3268	169.80324	37.655777	44.79246	43.90952	45.26458	172.68945	182.38057	38.008495	45.295654	45.266254	38.320713	45.40424	44.560448	0.6733515	0.5817155	182.4464	59.517334	45.39409	51.747322	45.36132	38.309128	59.517628	53.151936	38.271053	44.68172	0.0	37.80253	165.92024	155.42613	160.02519	45.31739	175.16164	45.67292	161.34514	45.253807	176.79446	165.63962	44.617767	0.18552275	59.51426	191.33446	166.29747	158.40001	0.6209643	164.58786	45.495243	161.42493	45.223534	0.5190851	53.139206
G000011165	43.08182	175.37418	44.57304	37.337616	43.454563	159.70493	159.75627	167.78328	37.85252	52.733627	44.40661	0.6209884	58.888165	43.44078	67.73505	44.157944	52.92786	44.351913	44.46823	44.3376	58.926514	170.47064	54.196136	0.07046408	160.57878	179.79095	44.348217	0.023561977	38.909626	44.478508	38.737827	0.07100862	44.210934	155.64828	164.9094	59.691322	44.43793	0.042560607	37.024418	164.47438	0.07419775	159.63525	52.77166	43.604088	44.376934	172.47261	0.7282975	43.082798	43.905228	44.22644	169.78261	167.02553	0.031708375	44.312252	43.95147	0.0744548	44.368443	44.699604	37.394043	37.03231	168.89186	58.926514	44.407593	46.83871	43.23278	0.07415596	58.926785	45.13014	0.07087149	43.130184	37.80253	0.0	162.94328	166.46745	166.87459	44.244656	172.13275	43.626724	159.63052	44.142624	162.29216	159.56622	42.802723	36.480648	58.941895	191.37585	163.49141	141.528	36.95841	153.56734	44.42756	159.7327	44.20586	38.93329	45.13291
G001796275	160.19374	1.5351244	162.60815	166.72926	161.57603	104.868805	104.87807	117.02169	163.70148	164.51875	162.87799	162.10692	159.80139	162.58084	150.3286	161.81349	161.55067	162.77472	163.55573	162.43181	159.8159	124.97846	160.46597	163.81369	71.99124	120.480194	162.03618	163.89594	156.00175	164.05711	167.21465	163.79831	166.34155	120.33318	120.14648	160.8978	162.49396	163.82463	167.11446	1.5886918	163.7647	104.90059	164.31621	162.44434	162.16101	133.23007	162.83856	159.9513	167.60843	162.00865	1.730985	119.115036	163.8574	162.09178	163.48476	163.78076	161.8016	168.70853	166.99156	166.86891	122.31897	159.8159	163.00801	171.45671	162.55333	163.76938	159.81604	165.43289	163.85675	160.89178	165.92024	162.94328	0.0	118.88895	116.63154	162.17831	0.50002754	162.73212	104.90784	162.06339	88.74264	114.6693	163.63992	164.016	159.80872	149.32574	0.37883037	111.99277	165.93195	121.84431	162.30368	104.93095	161.94579	166.29596	165.37636
G000813665	158.81474	134.94748	161.77017	155.94548	163.77632	124.62773	124.61834	131.94543	153.26953	148.0938	162.65001	167.20616	175.18233	161.41687	159.97798	161.06949	183.22005	162.51973	163.09769	161.8892	175.1972	60.402077	182.368	168.77644	118.41967	68.196526	161.32074	168.40555	155.67863	163.90369	156.4401	168.76988	166.52794	37.24049	58.7013	176.94113	161.93524	167.93091	156.754	123.11981	168.82095	124.643616	147.21167	165.27654	161.45975	85.55055	167.78517	158.44446	145.84654	161.35165	126.31567	60.166943	168.19386	161.51773	163.27948	168.82353	161.04402	153.898	155.98982	156.57382	72.759026	175.1972	162.79471	165.05397	160.68256	168.81436	175.19786	152.2046	168.8678	163.04884	155.42613	166.46745	118.88895	0.0	129.77664	161.63667	123.54646	165.39308	124.59294	161.34795	140.94873	88.09795	158.50491	153.1764	175.19316	202.16423	117.326515	146.58766	155.1357	50.479946	161.66864	124.62852	161.28629	155.2759	152.17436
G000092785	153.2518	131.92671	156.3769	160.66364	156.08182	136.41705	136.38652	0.24915971	158.44406	163.22003	156.56117	165.1	146.85155	155.29794	132.34271	155.47696	152.18817	156.29828	157.15295	156.22928	146.89029	73.54639	151.113	168.11047	91.764084	117.65273	155.64513	167.96844	150.51051	157.4718	160.81543	168.1213	160.87906	108.9786	69.13454	147.50954	156.34526	167.49861	162.4272	122.78606	168.12704	136.44087	162.9935	157.40285	155.75348	51.39135	164.92076	153.00368	151.03862	155.64659	124.24958	68.81984	167.61334	155.68188	157.39224	168.14687	155.50397	151.71968	161.83557	162.06438	69.891335	146.89029	156.64507	171.14355	156.60187	168.13362	146.88968	165.2007	168.16887	155.9438	160.02519	166.87459	116.63154	129.77664	0.0	155.8294	122.64643	157.48024	136.40822	155.60469	114.76927	104.33241	158.90808	157.95811	146.88513	117.829895	113.401405	74.63217	160.745	105.05015	156.03365	136.43637	155.56929	159.93282	165.15028
G000415565	0.4962112	174.16766	0.020237878	45.655056	0.6961663	161.59155	161.62253	158.44125	45.5873	30.407387	0.016898511	42.908855	53.757156	0.4546733	56.287136	0.007521887	51.67355	0.022783482	0.034865078	0.007543904	53.758465	154.51564	51.091045	44.704716	147.38414	164.08951	0.0088248355	44.438046	2.5244236	0.042028733	46.330933	44.716602	0.5305036	154.26439	162.92476	54.777485	0.00947008	44.15835	45.83886	168.60776	44.79437	161.5086	30.448336	0.5876967	0.008448132	167.79622	42.40309	0.49675626	13.470565	0.0013676432	168.42189	164.37459	44.079433	0.009148245	0.17206348	44.802044	0.0073173153	14.007501	45.31539	45.903503	167.84839	53.758465	0.017401485	29.744617	0.6004051	44.793743	53.758682	36.069202	44.74737	0.8148488	45.31739	44.244656	162.17831	161.63667	155.8294	0.0	171.0309	0.6244878	161.52869	0.0070318426	149.20288	157.82251	1.4109182	44.89884	53.7868	162.76492	161.36295	165.14613	45.374077	158.65489	0.007017148	161.5961	0.0019072181	46.42957	36.073227
G001796185	168.97841	1.2992461	171.44339	176.15738	170.2574	107.66695	107.675156	122.98442	172.8868	171.22597	171.75266	171.28514	168.14426	171.46524	158.48837	170.64954	171.36398	171.63937	172.4339	171.28464	168.16084	132.17145	170.30798	173.02711	75.089516	122.30918	170.87405	173.10686	164.79944	173.00716	176.59229	173.01013	175.43095	125.0209	127.28283	169.20993	171.35544	173.02664	176.53334	2.0922096	172.97421	107.702614	171.03848	171.18114	171.00359	137.11412	172.07793	168.71832	176.74367	170.85461	1.8742052	126.22515	173.07562	170.90959	172.41644	172.99042	170.62883	177.28662	176.4236	176.27443	126.621346	168.16084	171.8887	178.6264	171.37679	172.9788	168.16084	173.39813	173.06873	169.57733	175.16164	172.13275	0.50002754	123.54646	122.64643	171.0309	0.0	171.4774	107.71015	170.90779	91.60134	119.087555	172.34595	173.24614	168.15155	151.16916	0.4786787	116.67505	175.2683	124.65101	171.15623	107.72922	170.78445	175.65413	173.33649
G000298435	0.7747874	174.43336	0.6678369	46.00035	0.035313327	165.06264	165.09688	160.00478	45.89801	30.100529	0.6383053	42.383224	54.32004	0.5211611	57.28885	0.63024384	51.711536	0.6326114	0.63666177	0.6612744	54.326775	158.03369	51.178295	44.020344	148.47711	167.37222	0.64420116	43.76841	3.1807544	0.65237004	46.734646	44.033455	0.6162579	159.19083	166.90076	55.38097	0.6681136	43.47621	46.146667	169.29948	44.10268	164.97766	30.154497	0.018812919	0.6420666	171.24008	41.865185	0.78075147	13.480381	0.62967104	168.86008	168.32758	43.414196	0.6233648	0.41629598	44.110935	0.65202045	13.941002	45.68864	46.201096	170.54037	54.326775	0.63658804	29.140404	0.84147096	44.103367	54.326824	35.452423	44.05871	0.08809163	45.67292	43.626724	162.73212	165.39308	157.48024	0.6244878	171.4774	0.0	165.00258	0.6425368	150.82938	161.91827	1.6609136	45.14135	54.350372	161.25217	161.89534	166.82823	45.79006	161.5744	0.6574421	165.06796	0.62270296	46.927242	35.45461
G001796255	161.55217	121.19094	162.23674	162.44824	163.84526	0.00088340155	0.0011409651	138.48866	159.61804	167.51028	162.33127	160.62747	150.75327	165.09894	130.60802	160.91512	158.59885	162.03696	163.57108	161.69765	150.73782	152.17528	158.434	161.32321	97.69617	130.50543	161.57344	160.96225	149.10052	164.04492	161.91354	161.3163	169.69206	96.94489	118.645164	151.7124	161.75275	160.93822	163.16463	102.85131	161.34102	0.00038923402	167.61467	164.67015	161.74571	104.743546	162.02844	161.17761	183.99304	161.34923	117.964516	116.261345	160.88533	161.62572	163.89828	161.32556	161.1183	169.12279	162.86432	162.89009	156.42076	150.73782	162.5188	186.37466	162.28094	161.32597	150.73706	155.30476	161.33656	163.33511	161.34514	159.63052	104.90784	124.59294	136.40822	161.52869	107.71015	165.00258	0.0	161.44472	54.36449	126.25966	168.59305	160.42409	150.69244	141.82896	99.96521	85.79931	160.95526	94.09109	161.48251	0.00064667675	161.23167	160.75919	155.22617
G001736055	0.49180108	174.06833	0.020438021	45.568203	0.71006674	161.50757	161.53867	158.20616	45.517754	30.310287	0.02527438	42.81142	53.652752	0.4555147	56.22876	0.012783761	51.652485	0.031229936	0.032542054	0.015517511	53.653835	154.2932	51.07864	44.61081	147.26723	163.71147	0.009675019	44.340298	2.5064466	0.05261846	46.25182	44.6225	0.54724854	153.93266	162.66946	54.675186	0.019354295	44.060474	45.7547	168.4894	44.699955	161.425	30.344345	0.60681844	0.009033226	167.48894	42.300903	0.49325192	13.421307	0.007262601	168.30713	164.12964	43.98059	0.012203212	0.18798442	44.707733	0.0096148895	13.958331	45.226707	45.81891	167.46689	53.653835	0.025224574	29.586344	0.6145862	44.699318	53.654087	35.86373	44.65348	0.8353466	45.253807	44.142624	162.06339	161.34795	155.60469	0.0070318426	170.90779	0.6425368	161.44472	0.0	149.1196	157.64752	1.3972106	44.82123	53.682312	162.86264	161.2433	164.93896	45.28436	158.30423	0.015793646	161.51237	0.0071978117	46.34934	35.86761
