	G000807855	G000374025	G000390185	G900112255	G000426725	G001592945	G000422585	G000974425	G000265075	G000265505	G000296815	G000277005	G000183425	G001567185	G000701505	G000263195	G001314815	G000429445	G001281695	G001442615	G900129785	G000169175	G900156415	G001078055	G000265405	G001657315	G900112005	G000325705	G000973725	G000374085	G000331535	G000373245	G900100765	G001592935	G001593005	G000473365	G000482465	G001747105	G001647285	G001890965	G900107465	G000812565	G000429425	G001050135	G000014145	G900113045	G000472485	G000429465	G000330725	G001870735	G001267955	G001898575	G001747095	G001483135	G000298295	G000714815	G001611675	G900112365	G900103285	G000429405	G900129725	G900116615	G900115665	G001592965	G900111145	G001683905	G000373265	G000295935	G000222485	G900142205	G000379765	G000566685	G900116885	G000428845	G000331105	G000166275	G000737515	G001306455	G000423565	G000024525	G000166395	G000427295	G000427405	G000473765	G000381545	G000430505	G000346615	G000715495	G000382225	G000383955	G000972495	G000023125	G000348925	G000379725	G000801315	G000374065
G001483135	112.02934	109.55639	114.74335	86.97337	89.211296	111.158516	111.203384	112.17152	123.325356	107.79246	105.36398	70.62629	106.53734	112.79325	113.35878	101.25706	126.77412	121.92321	95.836945	125.21622	118.31228	101.42571	64.92684	72.21777	114.94683	106.61915	125.42346	113.8571	70.43761	118.41083	106.18983	116.32864	92.924034	110.14546	108.11874	67.59413	102.72985	113.3734	67.16887	100.94865	117.497	113.41229	119.43239	124.327255	96.959694	100.207855	67.66985	117.63865	121.61268	103.71281	110.53908	110.04758	110.078476	0.0	117.450035	113.41451	67.34771	111.4593	105.84718	121.56311	113.6238	121.74954	100.29736	114.27835	109.89108	108.06724	68.2314	114.01279	120.15014	113.45183	105.50858	108.67638	69.40555	112.63002	111.6174	118.457344	35.153442	112.07443	107.307816	112.83999	114.86149	124.45078	103.87889	117.171745	116.792305	100.78358	106.159874	38.140266	42.5713	104.277016	37.894337	108.321045	110.63638	99.310425	33.120472	113.76509
G000298295	103.26081	122.4705	54.236782	104.6436	121.48807	84.21687	114.473526	124.17686	53.001167	111.46985	113.97365	109.77369	91.66705	92.98794	124.39334	104.62823	51.812218	47.69854	109.26561	48.242805	39.48419	117.34823	106.09749	110.0502	32.07336	87.36213	51.805714	46.01271	107.86475	125.252014	85.43589	52.049366	105.90337	83.15323	86.26298	105.69469	110.396965	90.82615	107.36186	109.66231	36.351295	107.713715	44.85461	56.94141	108.09498	95.211426	113.42546	44.666092	24.093632	113.86883	88.00625	127.0335	84.812	117.450035	0.0	45.824875	109.32892	127.19405	119.60581	47.2163	95.865875	43.995834	111.322586	90.12951	90.61975	77.69884	104.9935	22.376888	51.23351	86.74104	88.82543	124.337166	110.816696	120.88778	119.82373	44.633682	121.69864	120.43443	116.81436	128.012	125.165855	56.053783	114.19367	33.16495	34.29464	109.09814	85.09759	123.54848	126.41337	122.3603	124.0401	121.27326	89.72065	117.37912	117.19972	126.32409
G000714815	103.34138	118.67589	47.438396	98.25978	99.5302	86.28654	113.22164	127.55654	56.52503	114.66145	120.112656	106.98833	81.81898	98.606384	124.15209	112.24487	57.462856	52.860035	102.19218	49.998394	52.08862	106.38153	105.1344	111.90436	48.463226	88.46774	56.93343	37.426086	110.79909	119.82732	81.53943	41.277546	105.37499	84.756325	84.523506	105.528275	115.230125	85.60023	109.52996	109.1505	49.35685	114.79719	54.19119	50.20344	104.47254	103.207695	108.14775	49.47535	52.53614	108.28212	85.73049	121.54658	88.930466	113.41451	45.824875	0.0	104.66253	122.33935	117.42771	59.119236	97.542336	54.78457	118.02422	90.66666	91.22059	81.07902	106.88671	41.86798	49.148693	85.5811	95.57782	112.04259	106.24449	124.45534	121.797745	52.11953	115.95776	124.1881	109.38694	120.683876	119.68292	56.301044	118.39281	48.218544	48.331528	113.29285	88.98882	117.68007	120.15273	120.54726	123.10527	112.84602	89.125694	116.76446	114.65036	125.91599
G001611675	106.04759	105.38758	112.635826	80.34307	82.61023	104.12941	103.281395	107.94937	121.30399	101.35064	102.70669	30.211077	100.33586	106.892136	108.81636	93.95144	117.781456	115.89726	89.23056	113.761024	111.81271	95.0644	26.710632	56.00556	108.19828	103.796036	113.16435	105.01437	19.282495	108.70161	97.20235	108.587494	86.539024	102.63182	101.17711	51.4294	99.36797	107.65418	53.06971	93.249275	108.97641	106.990616	114.30272	116.17011	90.190956	93.02918	17.736372	111.927055	111.260414	97.62539	101.33678	104.43059	104.91293	67.34771	109.32892	104.66253	0.0	108.15602	100.306114	111.9484	104.25076	111.14836	94.45747	111.778366	108.64627	101.60082	27.061018	106.97785	115.840454	108.49344	97.51389	105.317924	0.106809475	105.36028	107.278046	112.5406	70.850204	110.83659	98.591385	110.1424	109.846825	118.7484	97.396774	109.176926	108.66812	96.70903	101.12284	72.814674	76.38383	104.17745	74.53354	102.876595	104.85918	90.67078	68.32511	109.24071
G900112365	120.44322	19.628721	126.05872	98.893456	106.18535	123.650345	120.54686	14.256936	126.40702	119.67929	24.16375	110.506355	109.91364	123.58919	75.031494	77.04998	132.43439	127.94955	102.76685	127.83014	129.03194	103.91154	108.18907	108.395004	123.598495	115.734795	129.03012	123.37893	110.99683	20.424004	109.49679	126.04327	111.368416	117.618126	118.6402	107.5028	63.9043	114.78204	105.66093	105.46355	123.25182	124.421936	126.91239	129.596	107.64903	107.39038	107.495995	127.61635	127.972374	38.973747	121.72326	17.802969	117.62979	111.4593	127.19405	122.33935	108.15602	0.0	76.5471	129.35538	118.39318	130.65591	71.16653	120.08686	122.03128	113.65495	108.68749	124.80821	127.40037	122.02805	110.74244	71.32458	110.54295	74.070984	39.44488	125.5654	117.59008	87.684845	65.59797	15.525032	87.88975	130.35304	73.226524	123.22047	122.798965	104.89066	115.220314	116.92406	125.079315	37.87599	116.82605	71.37827	117.68185	113.74672	112.29392	19.772293
G900103285	113.47212	73.89039	114.21224	91.39118	95.06743	111.4388	109.70783	74.37217	125.26898	107.86697	68.692955	104.373566	102.2119	118.289	75.08232	67.54027	122.55133	117.67485	89.52668	120.18154	119.55288	96.06489	99.18899	104.66526	115.65017	104.67898	121.9816	121.05403	102.76088	80.70614	100.768875	117.49415	91.98157	109.180534	103.60736	100.555695	64.301346	108.88543	102.6283	92.27817	115.19769	111.420654	118.18802	121.8824	101.246346	97.91147	99.53306	120.911644	113.04459	63.870327	105.21683	73.46938	109.29643	105.84718	119.60581	117.42771	100.306114	76.5471	0.0	118.39925	114.83406	120.559364	51.30147	113.53512	113.69798	105.40221	95.74361	114.45834	118.49838	113.14484	104.351295	71.12647	102.60546	76.347725	75.08831	115.95859	109.27504	79.52894	66.55645	75.54125	80.689095	121.918724	51.579735	116.647606	115.26092	95.1813	100.02514	112.77516	116.24263	71.85738	112.18297	69.70598	110.97642	105.56915	104.18966	76.631355
G000429405	116.5667	125.34134	59.456043	109.946976	114.26178	97.91009	117.31358	132.52168	60.52617	116.13663	123.37715	116.1037	87.5977	109.4344	129.25827	110.07327	4.8179073	29.90719	114.242615	34.999985	28.75466	116.04686	111.57795	114.132614	47.755215	93.834595	33.499886	56.189655	113.89598	134.27194	89.769035	59.040295	111.39903	95.99584	96.80971	116.73637	123.325714	92.30631	120.49365	112.25504	48.435997	112.72384	26.8583	64.19661	114.41841	108.354195	113.61594	21.784506	47.99741	120.48928	95.0038	124.24486	88.31376	121.56311	47.2163	59.119236	111.9484	129.35538	118.39925	0.0	105.66875	32.455784	123.72105	97.66493	95.39295	93.38986	111.23271	45.181805	58.4503	97.22435	103.75939	125.36864	113.876625	127.55016	129.2672	30.474764	129.43768	126.98727	115.47398	133.1138	132.94144	66.945656	124.56231	48.55264	48.094185	114.249405	90.3672	125.19362	131.08447	121.79966	122.45309	126.46899	99.428024	113.85863	122.49739	130.1909
G900129725	106.628746	115.95922	99.118546	101.16477	103.54701	88.22704	112.206604	112.36824	104.21707	108.8847	116.47776	112.071945	88.143486	41.699806	129.67886	108.50127	103.31441	91.30257	101.3151	99.09515	94.43312	105.601234	101.957634	110.13736	93.155075	63.41795	100.69869	93.719284	114.69963	126.90275	62.60201	96.73274	99.78527	86.93405	90.35244	108.279205	108.09143	93.839676	110.36599	109.59325	95.24565	108.11209	95.94976	104.77736	113.417816	99.00781	108.27109	98.03651	100.483315	111.78417	90.466606	120.2225	89.50593	113.6238	95.865875	97.542336	104.25076	118.39318	114.83406	105.66875	0.0	98.8276	112.54366	90.42764	92.4721	75.04336	104.35615	97.35678	96.370804	91.03766	96.05427	118.72595	105.686455	120.0939	118.40447	96.70759	116.140205	120.14974	110.324295	118.328735	117.654305	103.009445	105.09828	93.839806	94.40663	104.24457	77.86314	115.35399	127.78912	118.42158	117.60501	110.50323	84.32373	109.05199	119.90947	124.88636
G900116615	111.97022	127.42254	59.20015	107.15502	114.931244	91.43661	117.72025	133.1133	58.049908	112.16196	123.913506	113.51764	89.462265	96.3958	128.99591	112.10868	36.0997	30.765833	113.7146	11.526606	24.701025	113.10404	108.45673	114.64674	43.435387	91.07645	8.344263	51.417286	112.40874	131.0464	87.89497	54.562733	111.911354	92.48895	90.432884	114.95468	112.91251	92.73826	107.32127	108.73192	46.219086	113.88169	27.632248	59.796986	114.51143	104.2434	116.29623	28.257732	48.27179	118.849396	91.51246	124.52686	100.156136	121.74954	43.995834	54.78457	111.14836	130.65591	120.559364	32.455784	98.8276	0.0	110.406586	95.609055	91.36467	86.29981	112.67079	43.804577	63.888905	93.20944	96.546646	134.43147	112.730484	130.19295	127.5073	22.755703	120.90307	131.35487	120.89302	131.99995	124.51974	61.793	115.84407	46.29249	45.811127	118.886284	93.17812	128.41692	128.7114	125.78579	128.7313	129.3813	95.853195	117.57707	121.04776	130.39235
G900115665	108.58596	69.71165	113.10323	91.78685	83.57421	107.217026	108.779816	75.71082	120.20596	105.84573	69.61595	99.23519	106.657104	111.7114	71.67522	63.93454	123.37652	118.18385	89.58341	106.88167	125.51687	95.08668	94.90531	100.68574	114.52408	107.13153	116.53192	114.675446	100.86423	73.58817	104.94859	119.21868	92.657776	107.91457	100.77433	98.3708	61.711693	103.68672	95.54848	92.20249	113.10725	111.56665	114.73415	116.69823	94.51087	93.09945	96.62063	116.07117	113.14366	61.680046	105.08282	69.60477	109.87107	100.29736	111.322586	118.02422	94.45747	71.16653	51.30147	123.72105	112.54366	110.406586	0.0	111.67321	111.89187	96.874954	92.88311	107.556816	115.36024	102.014206	94.03659	68.81107	96.4675	68.09709	72.16149	116.57348	104.686806	72.10829	63.672455	75.637085	79.51345	116.087135	26.064096	113.80519	112.86527	91.83625	100.61547	106.05533	110.9416	66.824455	110.52458	69.92318	107.06205	104.67935	102.73395	72.05673
G001592965	104.90049	117.626114	88.917854	99.78079	96.40115	41.506638	113.099724	125.48465	98.42654	113.69302	115.68332	108.78202	73.881424	96.8019	121.756485	105.24629	102.41552	93.770195	97.083145	91.87009	92.48204	107.718544	107.921455	106.110886	89.00327	93.11627	90.47519	93.68976	100.793	122.84236	82.20562	91.55155	100.473755	44.71917	39.893845	108.52976	112.63747	34.250507	98.53359	110.70027	88.27057	111.34565	88.68035	92.72939	112.77281	102.30846	108.26182	90.478035	88.77414	107.28522	42.82565	114.75111	30.327589	114.27835	90.12951	90.66666	111.778366	120.08686	113.53512	97.66493	90.42764	95.609055	111.67321	0.0	24.836147	87.5241	102.64047	82.31095	95.07572	69.74423	98.31731	114.70606	113.364685	118.85297	118.38598	91.757744	113.85771	117.746414	114.67077	119.21478	111.81866	102.791214	110.57741	89.45882	88.63865	105.98683	78.435135	119.38562	121.08413	116.34482	117.82611	114.91865	86.66874	111.11534	115.517395	125.53061
G900111145	107.59895	122.089775	83.18552	97.65833	107.48399	42.456444	112.05325	123.98167	97.51402	112.790474	115.027885	106.68201	75.87771	86.35675	118.42529	106.93371	97.72154	97.07674	104.6002	95.927216	98.945	105.57454	105.041664	112.61775	89.0544	90.31599	94.32881	79.24191	99.909996	127.22594	77.98158	87.896576	101.28617	42.768898	40.828922	107.53266	107.23076	32.543026	104.03033	108.37383	89.21623	106.73694	87.2281	89.85586	109.9263	99.955124	102.65267	88.82202	89.83148	108.49988	42.55166	115.18394	32.651035	109.89108	90.61975	91.22059	108.64627	122.03128	113.69798	95.39295	92.4721	91.36467	111.89187	24.836147	0.0	85.06914	105.29632	87.60519	85.27293	72.98212	90.96018	120.04594	110.61941	114.42739	121.861786	97.815445	114.811554	125.52516	110.41745	116.76881	124.76381	93.49446	108.717636	91.3101	89.97816	108.698326	84.613396	116.15165	124.81141	115.280106	115.18295	113.63822	87.15291	108.804184	115.99924	123.51526
G001683905	94.4127	111.2415	90.65979	94.6193	96.4397	78.95177	101.09033	113.28609	101.100174	103.11893	106.16037	99.83217	79.539116	79.70482	113.15786	100.52966	91.19214	96.6145	95.04392	97.47575	98.29036	101.48276	100.03699	99.451416	76.90134	76.74659	91.29127	83.96458	101.54048	117.01266	59.211136	87.82996	99.10605	84.6696	82.20988	100.75051	100.45735	72.549835	98.2677	91.20016	87.538376	101.603226	96.2089	96.68894	98.864174	90.23213	105.97273	89.70177	82.11487	103.20858	83.66582	107.95968	86.36629	108.06724	77.69884	81.07902	101.60082	113.65495	105.40221	93.38986	75.04336	86.29981	96.874954	87.5241	85.06914	0.0	100.68623	87.78569	92.369194	82.62819	84.939026	101.43976	102.24295	112.79603	109.55835	88.23269	111.82108	114.40113	101.67018	116.349365	117.00112	85.70098	101.26972	86.42635	86.62735	104.08948	56.855145	116.231735	114.51929	111.396095	120.478226	113.81062	66.425995	101.95163	105.73352	120.625404
G000373265	104.41474	106.59755	107.85253	80.35931	81.61723	105.20816	104.17558	106.26541	116.58659	100.13243	100.16045	15.720061	96.52041	104.48829	109.15566	90.8496	117.98925	114.81783	83.56173	112.49096	107.064	97.8865	12.5617285	53.89783	106.75948	103.85042	113.9055	106.84369	28.323486	108.07846	97.558914	108.32474	84.78061	103.180664	102.356094	52.00311	95.48305	105.635185	51.920105	91.60619	109.623505	106.84964	110.4571	111.37524	88.441605	91.288025	26.213388	109.26786	110.02057	99.15981	102.93653	104.28439	100.75391	68.2314	104.9935	106.88671	27.061018	108.68749	95.74361	111.23271	104.35615	112.67079	92.88311	102.64047	105.29632	100.68623	0.0	106.32492	110.50329	105.80186	95.10812	101.08347	28.314981	105.09767	106.97393	109.243675	68.16547	109.21374	96.615585	109.37819	107.85437	112.29051	94.5036	109.215454	108.9512	92.21401	95.355415	73.23116	75.53968	104.634705	70.98118	106.57214	104.251114	88.3134	68.11897	104.55106
G000295935	110.89522	116.816956	51.390358	99.02338	92.51605	84.1369	115.33787	126.48631	51.183376	111.422325	114.47912	106.8554	89.71427	99.03129	119.40335	117.236046	50.554684	46.19373	99.903244	44.028778	43.248936	105.97334	102.77915	111.90994	26.903873	82.54923	46.600895	49.744568	104.43388	122.73863	77.44894	50.908005	101.916115	83.27257	85.28372	114.35879	112.11468	96.09003	110.060646	107.951096	32.28433	100.75262	40.861805	48.844765	109.51509	98.69921	106.329544	39.16136	27.893087	113.58981	86.30681	118.894684	84.58499	114.01279	22.376888	41.86798	106.97785	124.80821	114.45834	45.181805	97.35678	43.804577	107.556816	82.31095	87.60519	87.78569	106.32492	0.0	55.039	89.122574	93.08992	123.58242	108.591705	122.61017	122.603134	44.567425	117.664696	114.123405	111.981544	123.22741	123.18858	58.63255	108.466225	31.228971	31.449759	104.200134	84.85077	119.50289	123.71104	119.484314	120.54112	117.65427	90.83855	116.0463	112.90467	124.87223
G000222485	110.29492	130.48578	37.03053	109.337975	113.147736	93.129616	118.013016	123.931915	63.61483	117.777504	121.12808	116.19133	85.20411	96.61418	131.12146	104.47115	57.863705	57.996784	112.76592	63.76264	62.00409	114.55507	110.390594	118.886925	50.58796	95.504105	65.7062	49.219597	114.82576	140.86876	87.1905	54.164062	117.19728	88.091354	92.138695	111.95858	116.8646	97.31943	112.61779	115.62066	54.375954	111.72935	57.260887	12.538169	117.22636	102.60384	109.51772	58.704193	63.0656	115.70365	91.35813	130.31723	91.23493	120.15014	51.23351	49.148693	115.840454	127.40037	118.49838	58.4503	96.370804	63.888905	115.36024	95.07572	85.27293	92.369194	110.50329	55.039	0.0	93.24307	96.13749	122.753654	119.04506	126.54394	127.114136	59.64079	122.50387	123.63253	117.30999	125.18651	117.40332	14.543556	115.08058	54.90831	54.072662	112.55592	91.51479	125.26119	131.84216	119.22959	121.93893	125.483986	95.557594	113.923256	126.97308	130.18535
G900142205	101.94209	118.674065	85.23735	100.39546	111.549866	70.73147	116.05454	124.9646	94.71101	109.79915	114.863945	109.627815	72.315186	92.58601	120.15869	105.0388	94.22499	96.16839	104.793465	96.489395	93.09339	110.49394	106.68715	111.96296	83.70731	83.48834	91.06287	87.67286	104.41367	118.87919	81.61565	89.61235	104.21252	69.67938	68.511246	106.2211	109.788216	70.44259	102.27177	102.53828	86.00186	107.83072	100.94573	94.383026	108.40582	95.40456	107.13001	72.92446	88.4153	111.48054	70.63403	115.3036	66.6889	113.45183	86.74104	85.5811	108.49344	122.02805	113.14484	97.22435	91.03766	93.20944	102.014206	69.74423	72.98212	82.62819	105.80186	89.122574	93.24307	0.0	87.54011	115.59131	110.217415	121.2477	122.581764	92.818855	116.645096	120.68974	104.38052	126.628944	116.56182	93.29911	109.37094	85.54066	85.541595	107.49345	83.169754	121.97667	121.68612	114.96908	120.41375	114.27625	89.87699	107.69859	117.12715	121.879196
G000379765	66.67274	109.26665	108.26688	89.84889	88.23075	94.51606	100.222176	114.162224	104.38545	93.404335	107.5081	96.799385	80.535774	92.898605	111.456696	93.74696	110.13982	99.95717	93.59976	106.749985	95.20203	98.64665	94.75847	99.8623	102.66005	83.784584	108.121315	100.61825	98.29777	110.80913	82.57109	99.19748	94.25141	94.3992	88.79114	96.47844	95.98749	92.316666	97.70052	91.66548	91.95548	68.26665	88.14202	101.00628	99.48357	86.628044	97.60875	101.63724	98.205414	102.41094	92.329475	107.3129	97.754524	105.50858	88.82543	95.57782	97.51389	110.74244	104.351295	103.75939	96.05427	96.546646	94.03659	98.31731	90.96018	84.939026	95.10812	93.08992	96.13749	87.54011	0.0	102.88321	98.718124	110.20304	110.55938	96.833145	104.16468	113.89272	102.51922	113.25125	113.304665	103.51136	105.47671	93.31637	92.6474	94.678444	86.02428	110.99247	116.14353	106.66887	110.23602	104.45187	91.693275	104.16178	108.693214	113.6272
G000566685	122.50383	67.03784	111.62425	99.99655	95.829575	120.89948	118.49926	74.15847	127.54362	113.11643	67.255135	105.05542	113.98293	123.93019	31.210012	72.01581	129.03242	126.47827	101.26496	125.13483	115.65944	106.21165	104.21362	103.80715	119.28656	111.040184	127.75939	117.13268	105.68706	76.14933	108.5763	111.39607	98.08397	112.80982	110.433525	104.69204	55.031193	114.504974	104.992775	100.26385	118.27172	123.76257	119.80498	124.17193	111.27395	102.886246	102.44918	121.16549	125.472275	64.157875	115.149734	67.50082	112.92909	108.67638	124.337166	112.04259	105.317924	71.32458	71.12647	125.36864	118.72595	134.43147	68.81107	114.70606	120.04594	101.43976	101.08347	123.58242	122.753654	115.59131	102.88321	0.0	108.30544	30.215136	72.155266	124.25445	113.48395	89.46261	54.295303	70.45383	83.59296	125.27483	70.66862	120.92306	118.92002	100.9428	108.43192	115.914185	118.22993	66.32275	112.021126	27.71817	113.19157	105.79329	111.28997	73.73549
G900116885	107.16452	107.34214	115.73205	81.67628	84.41298	105.51497	105.02072	110.42533	124.21429	102.86372	105.020805	30.980122	102.08914	108.66359	111.505974	96.17808	119.7213	117.94179	90.91888	115.659935	113.59	96.7406	27.780882	57.76889	110.342705	105.908165	114.93662	106.918816	20.144524	110.42499	99.24042	110.67532	88.51886	104.42798	102.76975	52.73062	101.84844	108.975235	54.95306	94.76075	110.76564	108.46873	116.24504	119.15473	91.629326	94.58524	18.945625	113.905	112.67067	99.353806	102.84048	106.42499	106.67115	69.40555	110.816696	106.24449	0.106809475	110.54295	102.60546	113.876625	105.686455	112.730484	96.4675	113.364685	110.61941	102.24295	28.314981	108.591705	119.04506	110.217415	98.718124	108.30544	0.0	108.07535	109.16585	114.276764	72.440704	112.87685	100.904305	112.53112	112.16459	121.937744	99.1521	110.89608	110.439156	98.45437	102.45204	74.85803	77.64458	106.63136	77.08558	105.26665	106.45792	92.25213	69.96632	111.8308
G000428845	121.09943	73.63591	126.37752	98.00503	104.38284	121.66525	117.050064	72.23661	131.79724	117.74432	67.4851	107.35775	105.82132	120.04418	15.197668	75.48585	130.86926	125.08258	96.89269	124.81135	125.66714	102.66382	106.61872	109.57029	119.308975	112.4891	128.19592	119.13893	106.88168	79.72166	108.69455	126.08974	103.58748	114.04383	113.99045	107.961876	54.728374	122.17571	106.42759	98.61523	120.637115	122.1583	124.56954	130.18007	110.56628	104.762184	104.48765	120.704185	124.49956	62.48459	118.07537	74.26401	117.53771	112.63002	120.88778	124.45534	105.36028	74.070984	76.347725	127.55016	120.0939	130.19295	68.09709	118.85297	114.42739	112.79603	105.09767	122.61017	126.54394	121.2477	110.20304	30.215136	108.07535	0.0	74.022255	124.10643	117.377365	88.33116	57.844788	73.0377	91.20041	128.87811	75.05195	122.59629	120.89623	102.0103	113.899864	118.424255	120.76611	70.76243	119.748825	16.523497	117.25486	110.23692	112.12354	74.06437
G000331105	119.329834	38.0883	126.70092	101.09147	106.607666	118.527374	118.27483	40.983257	134.24062	118.31122	34.4394	108.99007	114.67938	124.88832	73.95824	75.37444	132.71582	131.74283	98.28039	127.87827	127.551544	104.04988	106.26531	111.53492	124.83451	115.016716	128.1202	122.69753	109.82046	41.626053	110.833	119.650085	99.79352	116.82887	115.106064	108.895584	64.15526	118.65867	108.066246	104.17899	125.15418	122.95018	129.61092	128.54887	107.480675	105.73161	108.61949	126.52866	124.94823	37.204433	117.06876	39.5232	119.888214	111.6174	119.82373	121.797745	107.278046	39.44488	75.08831	129.2672	118.40447	127.5073	72.16149	118.38598	121.861786	109.55835	106.97393	122.603134	127.114136	122.581764	110.55938	72.155266	109.16585	74.022255	0.0	125.074646	111.59288	88.63773	67.0935	40.410652	90.71922	132.7022	72.71842	125.05374	124.692154	102.54459	112.87987	118.54791	119.61387	28.685867	118.77534	69.5012	116.91708	111.76905	115.821465	43.311214
G000166275	106.686005	124.74743	55.51773	107.026276	109.32589	93.947205	119.48713	125.9816	54.646843	118.33797	122.126595	112.59931	81.76221	97.73459	127.12192	115.92603	36.7292	29.682652	103.14262	25.958677	13.002482	113.90233	109.83523	114.710884	39.47878	92.41162	24.782242	52.528835	112.23063	132.14247	92.43566	54.68185	117.04658	94.02377	89.87157	113.6758	111.18562	83.58731	112.38486	107.99258	44.435986	117.38778	27.151936	60.841805	118.238686	103.52832	108.10303	27.224379	48.002205	112.859436	91.60906	123.55189	91.31868	118.457344	44.633682	52.11953	112.5406	125.5654	115.95859	30.474764	96.70759	22.755703	116.57348	91.757744	97.815445	88.23269	109.243675	44.567425	59.64079	92.818855	96.833145	124.25445	114.276764	124.10643	125.074646	0.0	124.10679	121.801765	118.28915	128.0159	127.64757	59.78248	119.36568	43.2937	43.59175	110.78517	86.01415	126.14072	128.2068	118.46955	130.63344	124.169205	95.84173	121.903435	122.83991	131.94008
G000737515	117.6534	114.44759	122.69369	90.054955	94.56211	116.84366	113.7422	119.46874	130.27818	113.60795	105.810356	73.57169	112.62261	120.10793	119.43078	100.71414	135.30203	123.60865	98.327896	125.58131	120.83808	104.84877	69.09721	77.03355	121.39932	107.659996	124.67828	117.04313	71.793465	122.0871	108.97948	119.60973	89.74616	114.949814	112.64125	71.40941	104.83057	115.25992	69.54288	103.91332	119.6176	115.00389	121.37322	124.08312	98.045044	104.15349	68.60491	120.99904	127.558525	101.970116	114.71027	111.85333	115.69848	35.153442	121.69864	115.95776	70.850204	117.59008	109.27504	129.43768	116.140205	120.90307	104.686806	113.85771	114.811554	111.82108	68.16547	117.664696	122.50387	116.645096	104.16468	113.48395	72.440704	117.377365	111.59288	124.10679	0.0	116.12209	105.967155	118.67192	116.2298	127.58166	104.1896	120.5491	119.61303	105.955124	109.75952	33.565243	24.224005	116.24434	34.575382	115.45166	113.74668	97.73265	21.015448	121.29095
G001306455	124.76048	82.99741	132.81017	100.37031	107.431915	118.088326	117.86638	87.671875	133.86829	117.993416	84.73787	108.003654	115.066734	117.05935	89.48236	53.339104	130.56058	129.04813	98.004135	143.07344	132.26433	107.50834	106.77018	112.20816	116.85044	108.44549	140.66681	120.348816	114.05874	91.91757	109.41922	116.165054	107.97494	118.50964	120.01144	108.85677	78.58396	119.70196	101.78228	99.724236	123.305214	117.116066	126.397095	132.21822	111.355896	109.48467	106.71053	122.42503	136.78355	80.74622	117.250046	91.11518	109.73918	112.07443	120.43443	124.1881	110.83659	87.684845	79.52894	126.98727	120.14974	131.35487	72.10829	117.746414	125.52516	114.40113	109.21374	114.123405	123.63253	120.68974	113.89272	89.46261	112.87685	88.33116	88.63773	121.801765	116.12209	0.0	79.34796	91.246445	50.062317	134.68338	80.319664	123.16261	122.54722	105.55373	111.11285	115.59194	123.64352	84.21964	122.78747	84.099464	120.86129	114.49485	117.78257	94.973015
G000423565	110.59965	63.429394	115.2651	94.6498	95.21511	110.97465	108.82522	71.1949	124.0086	107.47387	62.57683	99.6006	101.41219	110.43557	58.569588	69.4298	112.8163	122.63667	91.31704	119.2861	118.46683	94.54542	98.44154	102.31718	109.77049	113.59563	123.100044	111.49438	102.59115	72.43195	99.335556	115.34452	99.15803	103.0763	103.296555	99.19556	18.182785	111.96247	95.09968	91.28801	111.01452	102.548515	116.58682	122.66498	105.989716	96.04402	98.36758	110.39817	118.76297	55.942104	108.14339	65.84312	113.40425	107.307816	116.81436	109.38694	98.591385	65.59797	66.55645	115.47398	110.324295	120.89302	63.672455	114.67077	110.41745	101.67018	96.615585	111.981544	117.30999	104.38052	102.51922	54.295303	100.904305	57.844788	67.0935	118.28915	105.967155	79.34796	0.0	68.66951	80.60684	125.64041	63.72863	114.90156	112.50676	92.78799	101.99273	107.06114	115.43256	62.440292	107.949455	54.468063	106.473404	106.23655	105.55455	67.62227
G000024525	122.699265	20.619286	128.40517	103.69016	99.64762	123.28636	121.6394	10.067501	132.45561	119.804146	26.868246	108.58872	122.1925	128.78075	74.00054	77.17858	137.91061	121.023186	102.40772	132.68126	133.64381	107.00733	108.7101	113.23264	119.38047	124.96409	132.74869	119.043144	111.41983	20.4146	112.26533	128.15108	111.213196	115.29301	117.2751	106.98766	64.93545	118.148125	109.49212	111.29478	124.8581	126.3463	120.83923	131.09673	110.165344	109.92398	106.89719	128.71024	129.35919	39.180775	120.43351	20.263391	117.670135	112.83999	128.012	120.683876	110.1424	15.525032	75.54125	133.1138	118.328735	131.99995	75.637085	119.21478	116.76881	116.349365	109.37819	123.22741	125.18651	126.628944	113.25125	70.45383	112.53112	73.0377	40.410652	128.0159	118.67192	91.246445	68.66951	0.0	88.70778	131.38638	73.35087	126.58001	125.28109	106.60999	112.302376	121.62338	120.62909	37.17154	120.29176	71.62142	117.90246	114.66223	117.99482	21.004822
