	G001603925	G000397885	G001799925	G000020145	G900142455	G001799775	G001799975	G001462235	G001799795	G900143015	G001303705	G001875255	G001918595	G001799915	G001802045	G001577125	G001800205	G001302835	G001799745	G001784175	G900129735	G001603905	G001780165	G000010305	G000980745	G001304255	G001873075	G001800495	G002011675	G001800455	G001303225	G000146065	G001800425	G001462255	G001799565	G001800525	G001871115	G900142465	G000146505	G001577185	G001412425	G000474745	G002010615	G001800355	G001462305	G001603875	G001780795	G001789275	G001462245	G000404745	G001871125	G001304335	G001800635	G001045525	G900142545	G001799575	G001919145	G001462225	G001027545	G002010635	G001800015	G001800565	G001800475	G001780825	G001780805	G001508575	G001577135	G002011635	G001462345	G001800315	G900142505	G000980735	G000024665	G000980765	G001920195	G900142485	G000402415	G001777945	G001800095	G002010655	G000695095	G001304185	G001800235	G001800245	G001462315	G000522985	G000494005	G002011615	G001800325	G001303785	G001800375
G001462225	110.22645	231.23973	247.29893	273.77478	102.56434	252.59772	253.39421	23.364883	261.1927	108.276024	215.65532	244.95154	235.29758	262.5656	231.73074	240.96997	225.27728	218.25085	258.86932	247.10309	110.989235	110.06236	221.84178	239.9174	268.69528	260.15485	100.13816	240.58295	252.60793	231.97641	237.93486	241.24304	232.48938	178.5764	255.1496	223.55434	271.25742	108.00814	111.2855	237.69897	239.09166	199.12964	244.62271	228.96207	109.4915	96.59414	217.55376	177.88548	17.480188	238.17981	234.363	227.00433	220.76912	167.63853	110.76313	257.14386	234.82957	0.0	234.75522	247.42958	257.93405	217.76244	227.9064	212.90086	214.32597	236.34608	248.19424	264.03894	96.59414	225.7736	106.91371	266.19897	111.3564	267.6186	229.09973	107.96866	244.44617	223.67958	244.90941	239.87416	244.43785	221.01189	228.92522	259.0577	110.22645	228.89076	244.39088	239.83011	229.29417	245.29115	253.77327
G001027545	254.87988	220.46321	156.87627	185.6189	239.54417	185.6947	154.955	233.17798	193.1525	245.2126	205.70541	240.04987	238.7823	193.66754	231.00482	229.25826	106.68492	209.53862	193.41202	221.5401	255.30699	253.08667	216.13533	233.64986	255.19165	240.63516	251.60632	142.5855	242.89424	106.17389	232.3212	242.51085	105.202805	231.34488	194.7383	103.7259	190.20776	243.97632	247.45413	226.43695	224.1843	239.4216	237.62872	104.00533	253.46817	245.2638	217.03099	225.96053	248.64507	229.73108	132.65439	212.62613	147.69032	232.60233	258.92383	185.66406	226.20883	234.75522	0.0	236.55305	185.95029	147.555	101.97628	210.55856	212.47472	238.23453	247.36241	251.55084	245.2638	101.4251	246.14134	246.52829	247.86844	256.22333	220.33519	246.76811	233.00807	211.57594	158.02426	230.8901	234.21524	202.43033	102.280754	192.01558	254.87988	221.97884	233.01045	230.8134	134.2437	229.52708	188.71838
G002010635	248.87325	218.71288	237.78537	247.83887	241.9353	237.04086	229.31998	228.57074	243.98383	249.85782	179.79553	241.43822	228.97667	238.3242	229.81999	225.83559	223.55745	186.2225	232.53656	239.7586	244.74849	248.23169	215.86087	232.68808	158.77893	183.05522	247.79025	238.06131	112.84238	224.05954	174.63222	220.39198	217.82878	234.14017	238.35413	219.36818	244.4286	247.13391	246.20287	220.37683	215.1981	246.72504	187.05101	220.72295	248.2059	236.12056	211.43082	219.38988	238.08115	219.5843	208.60179	190.14955	227.1526	224.07806	249.94037	238.26265	231.67088	247.42958	236.55305	0.0	235.45546	223.80899	221.32045	208.2207	210.42079	193.3059	224.14223	110.96398	236.12056	220.28485	246.09111	160.28947	246.50949	166.26689	217.6006	249.6416	230.64252	189.24132	232.25394	94.103485	237.0361	181.28032	221.61357	242.93034	248.87325	222.64684	230.6261	3.222445	239.64653	185.28609	237.15285
G001800015	244.34454	222.59135	181.01224	154.99527	251.45538	146.3341	167.12526	239.14568	149.38922	257.3544	204.86174	244.1726	218.7529	153.45369	247.4244	231.81972	167.05962	211.53477	149.62143	221.28494	255.10924	257.28568	211.87013	235.38293	254.27486	245.85039	257.94366	190.52998	239.46555	168.66537	239.71542	237.03267	164.2874	233.62662	151.8379	164.81168	144.71887	246.8897	257.59818	234.83937	233.15086	244.80385	247.53403	168.94136	255.82166	239.31038	211.4027	224.58076	230.68286	232.89668	180.47838	219.70625	166.46751	224.6223	245.8337	144.71617	225.36934	257.93405	185.95029	235.45546	0.0	166.30539	166.60736	214.38316	212.99124	238.26646	228.80048	256.43164	239.31038	166.1246	244.66086	249.3119	258.15884	263.5444	229.81602	256.34845	228.90334	211.69191	185.34007	233.26318	235.18259	208.62741	166.80035	144.43594	244.34454	228.33806	228.92735	233.83505	167.41286	219.18112	143.37175
G001800565	233.12625	196.22714	141.06956	181.00577	230.03076	170.50493	145.47318	224.63876	177.98117	235.80632	188.1328	219.62177	213.23901	174.3655	212.6926	202.79123	134.0985	189.505	178.03477	208.01598	237.55672	234.5392	195.86499	216.24641	242.32274	241.5639	236.5882	145.59781	229.42142	130.32883	202.17738	213.01448	132.7263	214.84256	175.76152	130.75659	182.1569	234.82986	234.23148	209.09285	215.1631	219.26648	221.53728	131.75584	234.66043	226.58646	199.30379	203.58385	229.37032	212.77873	128.34383	196.64487	1.9821491	216.92035	235.26163	170.162	209.99924	217.76244	147.555	223.80899	166.30539	0.0	131.0558	191.19922	195.16125	217.81142	220.457	230.285	226.58646	130.1308	234.67429	227.45915	234.5271	236.63617	198.78719	234.14978	214.32973	188.05524	147.69948	211.85637	215.3446	187.79715	133.40572	169.68626	233.12625	204.24608	214.33109	215.46274	134.88177	201.267	166.97192
G001800475	238.52182	209.08757	141.7774	186.55022	233.2092	173.0157	140.80357	225.14282	183.37367	239.30681	189.33348	220.46182	219.59189	181.41016	209.96597	215.12236	4.1133394	195.16594	175.85844	209.92511	238.83719	237.82278	204.63571	222.50075	237.70297	226.807	232.76537	124.0695	225.83574	2.484063	213.67519	215.08623	4.512284	214.97913	180.8726	62.066906	180.55147	234.74634	235.21404	213.1361	210.65166	230.11977	225.1458	62.359043	237.95529	227.02551	204.2014	210.18109	231.41597	212.064	118.30342	198.51569	131.6303	210.75365	239.50772	172.94417	213.45438	227.9064	101.97628	221.32045	166.60736	131.0558	0.0	197.78027	197.55687	219.42436	222.19711	235.03474	227.02551	0.15333323	237.82344	233.0755	235.6038	242.5549	206.89224	241.63786	220.05484	195.29366	143.39198	220.88554	219.62578	189.0132	0.25189638	177.49207	238.52182	208.7546	220.06395	215.2363	124.03867	214.33784	173.0694
G001780825	225.42538	194.20555	214.37566	238.65323	217.63908	215.83514	211.22542	213.00253	230.26619	222.91599	167.21196	223.15936	178.42401	216.82805	164.29556	202.90009	202.64917	179.27763	223.49109	212.23576	223.93819	224.9239	166.66711	173.68317	227.22063	219.52211	215.61604	204.96692	213.16212	196.91267	201.37468	204.03073	204.96837	203.01797	218.81325	199.18199	211.96925	220.18358	226.20218	201.71167	198.87645	218.55457	213.00871	196.91837	224.3155	209.76508	141.80417	192.80435	218.34464	202.30547	198.82045	185.08159	193.11072	195.95108	225.13005	216.68167	164.24763	212.90086	210.55856	208.2207	214.38316	191.19922	197.78027	0.0	7.7738047	208.47545	200.44025	224.35439	209.76508	196.69984	222.57373	219.42412	226.63596	230.85628	162.76805	221.99078	207.11696	183.73798	214.58446	209.19473	172.07672	180.30307	199.04546	226.39542	225.42538	163.30284	207.1128	207.88026	208.96776	200.52132	218.51631
G001780805	226.3583	190.83853	216.25246	233.39423	223.0557	217.24606	211.82727	214.66869	238.17615	223.6015	184.85347	223.91513	168.55058	229.12643	161.4735	206.4986	199.16776	201.15729	231.57384	222.19408	224.41064	222.68996	171.04279	170.16277	233.72604	218.24155	223.17024	211.70042	220.93008	198.95088	209.46112	205.5549	199.97913	210.31804	230.18063	200.24565	219.09587	223.16629	225.74812	203.80162	198.07886	214.65015	222.05876	201.0094	222.31496	212.76134	128.92337	196.0595	215.78642	201.50064	208.7805	197.17834	196.30756	198.05446	223.99759	218.97754	163.50053	214.32597	212.47472	210.42079	212.99124	195.16125	197.55687	7.7738047	0.0	211.16914	205.30708	228.89491	212.76134	196.84094	225.30711	227.82382	226.06339	237.34569	155.55293	222.80598	209.07729	193.56404	216.59357	215.68462	173.358	197.98866	198.01405	227.36156	226.3583	161.10315	209.09174	210.52914	212.73311	214.97728	222.01952
G001508575	253.29997	222.0784	235.46748	249.50896	240.68413	240.96829	233.81842	246.07872	251.39023	246.39941	181.63637	246.24582	240.60422	247.05734	225.68236	222.0787	225.43703	192.51396	247.11089	246.40784	248.65144	253.93983	216.26608	235.46324	218.29039	213.65163	249.78651	229.16527	211.79904	223.80305	182.74525	237.688	219.52025	231.64313	248.81276	221.70297	253.87889	239.02452	249.36165	218.18439	233.55598	248.98787	201.80861	222.7137	253.36934	240.70952	214.7439	223.55397	233.3558	217.33789	227.89238	192.5292	217.4645	215.82106	253.3848	241.27888	230.46626	236.34608	238.23453	193.3059	238.26646	217.81142	219.42436	208.47545	211.16914	0.0	238.42163	200.1883	240.70952	218.49457	240.82178	211.95865	249.77869	217.37152	219.09148	244.44348	226.75258	188.12576	236.22868	203.42651	234.833	183.75201	220.60777	240.8214	253.29997	224.56596	226.75604	189.63046	233.68414	193.20518	234.6441
G001577135	250.20619	85.54715	233.32631	239.96066	240.6156	239.55841	228.4057	227.15306	255.14415	242.0116	197.02791	244.16211	241.36407	243.67099	226.08054	142.47675	219.83678	204.8431	242.08357	238.51514	244.38995	249.96155	214.04877	231.72552	250.89001	257.40897	241.74901	228.78545	230.8759	221.71654	197.72252	147.44505	216.13432	224.32585	242.91342	219.7964	253.84471	239.8655	245.74445	138.82195	138.85432	229.928	231.61102	224.28842	249.06519	241.61113	213.56204	224.57509	229.37782	90.78507	217.11853	213.08076	232.01636	224.14783	259.08633	240.20929	218.3675	248.19424	247.36241	224.14223	228.80048	220.457	222.19711	200.44025	205.30708	238.42163	0.0	239.18668	241.61113	221.24902	238.90746	246.49036	246.3373	252.35387	209.65152	242.09355	148.92555	207.00212	230.6105	235.06355	233.57726	203.1975	225.0994	243.86673	250.20619	216.57791	148.94319	232.18498	216.86502	240.04948	240.12094
G002011635	268.36636	239.45317	251.93481	258.67203	255.7005	250.96397	250.96622	248.96336	266.12994	268.56036	191.35028	266.20944	251.75154	268.8202	235.78079	235.30952	235.56056	202.39334	265.3928	252.77869	263.41122	264.48334	232.2065	252.49844	174.68407	201.23785	275.66806	232.37141	69.71152	239.86205	208.32086	239.93584	233.69884	244.55792	266.9534	240.50612	261.09808	263.3847	263.21915	231.49614	241.70699	237.71043	195.96034	242.12794	264.6607	248.17697	234.50046	225.50224	242.67873	249.1577	262.74582	209.24112	229.24257	248.5826	266.0936	252.51251	242.11415	264.03894	251.55084	110.96398	256.43164	230.285	235.03474	224.35439	228.89491	200.1883	239.18668	0.0	248.17697	233.48166	262.1049	178.59138	263.24295	186.42693	229.77948	268.28732	253.07565	203.12866	245.60187	69.93653	250.75604	195.55612	235.33223	255.77116	268.36636	234.32968	253.04077	113.76869	238.45105	194.71056	250.38547
G001462345	65.38912	224.51968	241.91422	249.99457	58.87689	243.4658	241.88597	90.07802	253.16493	63.472343	207.14957	249.14346	232.92958	258.32074	227.2235	228.82587	224.59192	212.09196	249.65044	243.84474	63.65079	65.31795	218.92209	231.26906	257.64532	251.26471	48.56372	238.5649	242.83014	229.67307	226.77931	233.53688	227.966	186.23132	251.89986	224.91992	255.211	61.015564	63.514397	226.3106	232.13367	199.65463	241.5143	229.65254	64.81207	0.0	215.88013	177.0027	94.20054	227.67659	229.58983	217.50885	225.09912	180.05447	66.00763	246.51488	228.22057	96.59414	245.2638	236.12056	239.31038	226.58646	227.02551	209.76508	212.76134	240.70952	241.61113	248.17697	0.0	225.90356	60.86837	252.37834	63.665363	259.6772	219.67429	63.733143	233.72345	213.31596	239.96521	239.22174	235.44772	209.44624	227.8859	253.10999	65.38912	220.33873	233.68607	231.1468	231.98553	233.21281	249.24742
G001800315	237.60599	207.40627	141.79672	186.13412	232.27023	172.73395	141.5361	223.67433	183.17673	238.37427	187.45148	218.83331	216.85902	181.76556	207.42946	212.8289	3.7433944	193.05602	176.10516	208.27704	237.33585	236.62494	203.20459	221.74136	235.59602	221.99666	231.36592	122.25941	224.41238	3.2266467	210.5227	212.45114	5.3199024	212.04657	181.14595	61.31126	179.78242	233.40277	234.41351	211.62927	209.30402	228.07971	222.3319	61.67714	236.77048	225.90356	203.52087	206.71947	229.3129	209.9966	115.82428	198.18292	131.07254	208.85693	238.20848	172.78876	212.72307	225.7736	101.4251	220.28485	166.1246	130.1308	0.15333323	196.69984	196.84094	218.49457	221.24902	233.48166	225.90356	0.0	236.72734	231.60855	234.80135	240.22433	206.24515	240.63522	219.5563	193.04242	143.16	219.90198	218.29796	187.48537	0.53541464	176.92842	237.60599	207.7845	219.56148	213.97092	121.97778	210.7173	172.02608
G900142505	28.397835	234.09401	249.3934	267.96362	54.41052	253.35562	245.28453	99.53153	262.3285	27.375559	216.9445	252.14314	240.52094	264.07657	231.69057	246.93599	238.5246	221.92126	259.87552	255.05327	27.073145	29.070704	224.56442	246.2348	266.06927	262.46445	69.20002	247.62953	255.22638	238.75531	244.6438	243.0258	239.60638	199.0125	258.1869	233.85051	263.4395	0.83415246	27.033155	243.13007	225.95609	207.82033	249.22159	237.29753	28.411406	60.86837	229.85437	183.57227	102.64647	237.11908	236.2911	221.53918	235.24706	191.75209	28.38006	256.0619	238.14345	106.91371	246.14134	246.09111	244.66086	234.67429	237.82344	222.57373	225.30711	240.82178	238.90746	262.1049	60.86837	236.72734	0.0	261.21082	27.22084	270.1835	229.38675	27.073904	243.5514	221.06015	246.39648	250.89383	243.38777	220.9695	238.6826	257.99387	28.397835	233.11705	243.53908	244.3195	241.15591	239.97746	252.94278
G000980735	268.52756	233.10454	247.84904	267.85266	261.03107	255.7056	243.0474	252.77644	266.15814	262.85968	198.62306	255.85063	249.93398	260.3838	243.05869	241.63908	236.67673	201.12033	257.0904	255.07564	267.01694	264.7658	231.50874	248.94627	11.086693	223.07634	256.95535	242.01337	169.60376	236.06288	194.9926	241.91943	233.09894	244.05475	260.08618	232.2103	269.9654	259.81033	263.93668	244.07568	239.0779	249.22328	205.21794	232.5778	264.2955	252.37834	231.745	236.61778	251.5454	238.51234	239.71353	204.94788	230.30089	235.62369	268.89404	255.4082	242.89252	266.19897	246.52829	160.28947	249.3119	227.45915	233.0755	219.42412	227.82382	211.95865	246.49036	178.59138	252.37834	231.60855	261.21082	0.0	264.22098	138.52614	235.82797	262.14774	235.19966	203.02586	244.80994	156.03047	247.73886	200.81015	234.38902	264.6258	268.52756	239.55356	235.20221	157.71675	236.9048	195.44994	257.082
G000024665	23.714767	228.20532	248.99666	270.90173	57.25567	258.29846	240.94257	102.47679	269.7472	4.8745584	217.8129	264.27304	242.93703	266.53174	230.7843	245.83879	235.33014	225.77664	260.9026	261.80063	22.277542	23.96505	233.92084	247.60912	266.7433	261.33075	72.905556	248.74826	253.21677	238.01996	248.28058	245.62668	235.38594	199.36386	260.0427	235.98473	265.23123	27.887909	0.008946523	240.41187	241.49171	214.4787	260.87997	239.63411	23.347448	63.665363	227.5024	188.05511	104.93523	238.20735	242.26683	227.01016	234.94624	190.53943	23.196543	261.5565	240.51088	111.3564	247.86844	246.50949	258.15884	234.5271	235.6038	226.63596	226.06339	249.77869	246.3373	263.24295	63.665363	234.80135	27.22084	264.22098	0.0	270.56012	232.44067	4.640187	251.38939	228.67577	246.38028	251.0903	245.2468	220.43707	235.64977	259.36057	23.714767	233.87115	251.36417	245.76237	252.91678	243.24687	255.20612
G000980765	276.806	242.0378	262.6515	274.88742	268.55557	262.3113	256.87674	258.50592	270.70187	273.72284	204.59618	266.2106	256.42285	268.79553	257.191	244.97218	242.19144	210.041	267.42493	264.83588	269.31607	271.69455	241.93527	258.6656	134.34753	214.69955	264.55505	253.81097	166.41786	247.69029	201.07408	250.2417	244.33975	255.63599	267.14697	241.73563	272.13922	268.60852	270.40872	248.03802	246.61261	266.5498	208.68805	243.54506	271.4335	259.6772	235.27844	239.07672	255.99911	245.84898	248.86198	218.57521	240.96304	248.84727	273.42975	263.72296	252.53757	267.6186	256.22333	166.26689	263.5444	236.63617	242.5549	230.85628	237.34569	217.37152	252.35387	186.42693	259.6772	240.22433	270.1835	138.52614	270.56012	0.0	247.48434	270.46893	254.31552	211.84665	256.46255	169.03218	257.58704	206.56503	243.9241	270.5312	276.806	246.20667	254.27336	163.56897	259.0234	202.51395	261.36203
G001920195	238.34427	202.01767	224.85951	243.63231	220.26933	223.86472	222.8794	221.61156	229.5622	230.20909	188.06212	232.65916	101.50693	231.66449	113.48456	217.37717	211.6151	209.81126	233.53946	236.03993	231.88518	231.12526	165.76031	78.2341	242.58713	225.16866	231.14519	214.86234	235.52017	211.09953	205.70518	216.92963	206.21967	215.35172	233.66974	206.09381	234.36356	230.25945	232.16348	213.69547	208.11194	236.9388	228.33086	207.03725	230.77641	219.67429	162.99944	210.77542	225.6323	210.9603	222.50328	207.24585	203.3988	211.20157	228.59407	223.36752	35.920753	229.09973	220.33519	217.6006	229.81602	198.78719	206.89224	162.76805	155.55293	219.09148	209.65152	229.77948	219.67429	206.24515	229.38675	235.82797	232.44067	247.48434	0.0	231.38478	222.42935	194.71263	216.18674	222.10623	79.97793	201.60922	207.64983	235.09195	238.34427	67.35822	222.45154	216.7961	211.43729	206.85666	227.86842
G900142485	22.987143	226.73091	255.44043	268.54385	57.12671	253.97916	251.51524	103.65163	265.55096	1.362014	217.85567	260.03076	250.21582	265.966	236.0821	248.2136	241.25993	224.58366	262.18356	259.261	22.049305	24.502493	226.4821	246.8296	266.6086	256.65106	69.77928	246.53622	252.9134	244.36986	237.07152	247.63503	241.37524	195.93362	260.22125	234.56648	262.1331	26.880817	4.5530486	244.40782	244.4377	213.22186	257.4294	238.96304	23.794943	63.733143	223.488	187.80846	103.54431	235.70535	241.27975	230.54065	235.45659	187.92969	23.725716	257.40756	244.0545	107.96866	246.76811	249.6416	256.34845	234.14978	241.63786	221.99078	222.80598	244.44348	242.09355	268.28732	63.733143	240.63522	27.073904	262.14774	4.640187	270.46893	231.38478	0.0	246.979	226.03072	253.52985	248.6162	247.38884	219.51306	241.98114	255.80043	22.987143	233.38557	246.95335	247.95212	245.36395	232.96722	251.79472
G000402415	247.05244	133.1694	236.00217	261.6	236.08138	236.9073	233.0216	231.28735	247.19325	247.33713	202.44438	242.4504	232.80247	237.01424	226.6215	69.566025	228.48547	204.53978	240.6797	234.46	248.76932	251.20558	215.65503	230.32631	256.4992	243.66592	240.35901	226.0513	231.06447	222.29211	225.16695	112.458694	221.62103	225.41794	240.62866	224.729	246.87926	243.45197	250.89594	70.01059	75.484505	242.45114	237.88977	221.23648	250.77628	233.72345	212.98328	215.83899	237.0515	143.13539	232.33475	208.37012	221.24258	219.83961	249.24727	236.46407	224.44708	244.44617	233.00807	230.64252	228.90334	214.32973	220.05484	207.11696	209.07729	226.75258	148.92555	253.07565	233.72345	219.5563	243.5514	235.19966	251.38939	254.31552	222.42935	246.979	0.0	208.30144	235.87129	221.57495	231.01686	205.47505	219.3643	251.63812	247.05244	217.30215	0.00056209665	233.67918	220.64503	217.36159	248.78337
G001777945	228.83733	189.91478	215.98978	227.48105	216.43452	221.27176	211.6054	213.21278	220.14548	226.2189	137.94702	217.51743	216.72081	229.96117	203.69186	198.96227	198.4725	146.2331	220.34818	216.52242	232.68044	228.16945	198.41876	211.17203	209.62775	196.44293	223.72748	204.15952	195.71176	201.99883	183.52751	205.31313	195.32138	204.88167	227.23253	197.57146	227.62881	217.09961	228.2189	207.23691	196.86452	222.06882	193.31772	200.27055	227.89595	213.31596	196.12445	202.00122	213.52112	201.35419	202.48898	153.17967	194.28552	198.99142	229.34955	222.98456	213.27855	223.67958	211.57594	189.24132	211.69191	188.05524	195.29366	183.73798	193.56404	188.12576	207.00212	203.12866	213.31596	193.04242	221.06015	203.02586	228.67577	211.84665	194.71263	226.03072	208.30144	0.0	209.03394	190.86626	210.8224	143.47191	197.82611	218.15213	228.83733	204.09496	208.28918	183.75081	201.71906	181.25685	206.79526
G001800095	247.61824	218.71674	4.509435	197.69482	244.72707	181.80136	65.24093	235.95273	189.15326	253.46593	205.5001	240.74734	236.41833	193.80968	223.78311	227.05925	144.0601	207.3885	188.95627	228.20541	246.93465	250.51357	219.97789	235.78723	253.27281	239.13475	244.40143	150.76581	244.16908	145.31485	228.06004	227.17107	143.64415	230.43404	193.36925	144.3018	189.97879	247.19853	246.12225	227.98927	223.9775	244.29538	240.03746	146.48445	249.82065	239.96521	211.66943	217.46603	244.70404	228.99416	146.50713	212.46631	147.13028	228.06091	258.58167	181.19759	223.50691	244.90941	158.02426	232.25394	185.34007	147.69948	143.39198	214.58446	216.59357	236.22868	230.6105	245.60187	239.96521	143.16	246.39648	244.80994	246.38028	256.46255	216.18674	253.52985	235.87129	209.03394	0.0	232.98445	233.00397	206.57645	144.25757	184.26785	247.61824	222.88629	235.88606	230.18828	151.43878	229.1062	179.09348
G002010655	250.50053	208.52715	236.37447	256.7617	251.71162	239.70699	233.5631	243.22864	250.31216	249.52905	183.28436	239.5701	230.55042	246.00508	230.67047	244.93681	224.29665	189.73764	244.54149	242.64548	257.27948	248.73653	214.88844	235.10631	167.83922	207.72357	238.0917	221.84618	16.875309	225.69875	181.39842	240.76054	221.82419	224.24472	245.53758	218.40239	253.09425	249.73076	251.0009	248.0509	223.38065	239.47841	193.85538	218.84923	248.66106	239.22174	213.76537	222.77684	238.57397	222.20203	227.18254	194.16711	212.15051	218.64902	253.74094	239.66245	226.82123	239.87416	230.8901	94.103485	233.26318	211.85637	220.88554	209.19473	215.68462	203.42651	235.06355	69.93653	239.22174	219.90198	250.89383	156.03047	251.0903	169.03218	222.10623	248.6162	221.57495	190.86626	232.98445	0.0	231.99301	183.61615	220.65376	248.50366	250.50053	224.37073	221.50566	89.556786	219.4817	181.92262	242.96292
G000695095	246.52608	219.31049	238.78433	259.73956	245.84138	237.8614	225.19983	235.0582	238.97687	247.48354	202.45921	241.2786	124.207466	243.65099	108.6782	230.2274	224.76562	214.5235	247.4273	257.2416	242.51811	249.05513	190.60439	23.126371	256.7722	244.17612	239.57559	245.51958	239.20175	224.22119	228.9165	226.30232	224.40387	218.04129	245.32542	218.99394	250.7219	243.63211	244.88324	227.93243	219.88791	234.27269	238.43658	216.27603	248.99496	235.44772	179.55301	210.24373	240.50647	227.94746	224.03438	217.86186	220.90395	218.21219	237.74931	235.43971	87.792984	244.43785	234.21524	237.0361	235.18259	215.3446	219.62578	172.07672	173.358	234.833	233.57726	250.75604	235.44772	218.29796	243.38777	247.73886	245.2468	257.58704	79.97793	247.38884	231.01686	210.8224	233.00397	231.99301	0.0	215.78642	220.78876	248.71451	246.52608	59.69836	231.01004	234.84883	234.22856	227.39394	239.92116
G001304185	223.19843	187.74667	208.42502	224.70273	216.08957	206.434	203.2139	212.69627	218.17891	221.02904	5.1540775	216.75945	217.45181	219.12233	214.21771	200.41222	192.34497	10.475562	215.77524	212.28937	218.28413	222.26999	187.80206	210.75395	203.93768	197.6817	222.23317	214.16017	193.08382	193.48518	175.64685	200.27666	189.63783	208.37202	216.29724	186.48915	211.37605	220.116	219.92697	200.0945	193.68674	221.2877	189.99043	188.65941	222.21967	209.44624	189.16391	193.94531	212.88976	193.47787	195.97081	119.39337	190.08005	200.43425	230.85243	207.48561	210.79514	221.01189	202.43033	181.28032	208.62741	187.79715	189.0132	180.30307	197.98866	183.75201	203.1975	195.55612	209.44624	187.48537	220.9695	200.81015	220.43707	206.56503	201.60922	219.51306	205.47505	143.47191	206.57645	183.61615	215.78642	0.0	191.95622	213.80661	223.19843	203.17204	205.4431	180.11737	202.3978	180.09612	205.8165
G001800235	238.7337	210.83739	142.70708	187.92548	234.0037	173.71146	141.51346	225.29135	183.88892	239.67418	192.03098	221.03448	219.73515	181.61604	210.89528	215.61134	4.70191	198.09338	176.06909	212.954	239.25217	238.07466	205.8619	223.72453	239.17072	227.00677	233.93562	125.743286	225.5738	2.6737115	214.83966	217.06378	4.505677	217.84601	181.15994	63.752743	180.84534	235.67612	235.2784	213.07576	211.75427	230.51407	227.04198	63.895435	238.18802	227.8859	203.9194	212.48222	232.30292	213.9691	121.30162	199.96391	133.6725	213.07698	239.23172	173.61426	214.74	228.92522	102.280754	221.61357	166.80035	133.40572	0.25189638	199.04546	198.01405	220.60777	225.0994	235.33223	227.8859	0.53541464	238.6826	234.38902	235.64977	243.9241	207.64983	241.98114	219.3643	197.82611	144.25757	220.65376	220.78876	191.95622	0.0	179.01126	238.7337	210.12274	219.3738	215.69025	126.80105	215.14804	174.92651
G001800245	268.44687	222.59744	193.2078	137.10097	256.26044	29.932339	187.5618	257.01797	64.39762	260.2476	219.63963	249.67244	239.81989	61.816788	238.44987	243.39598	175.12637	228.7656	61.24221	230.74634	260.1039	261.46823	233.78664	242.51521	256.9567	248.49393	251.431	194.39273	251.94308	178.31396	249.9222	240.2862	174.49574	244.8721	61.46203	173.35165	64.964836	257.33804	259.21518	238.37274	227.37292	254.93796	252.79941	178.20306	260.14523	253.10999	223.18442	224.66788	246.0169	233.11073	180.6164	221.50586	171.87457	245.10123	265.3079	30.785038	246.5412	259.0577	192.01558	242.93034	144.43594	169.68626	177.49207	226.39542	227.36156	240.8214	243.86673	255.77116	253.10999	176.92842	257.99387	264.6258	259.36057	270.5312	235.09195	255.80043	251.63812	218.15213	184.26785	248.50366	248.71451	213.80661	179.01126	0.0	268.44687	231.38504	251.69159	247.53493	191.96933	245.0182	1.7567818
G001462315	0.0	239.3167	248.28287	266.41006	58.102383	258.42737	249.61192	104.42764	265.67	23.636253	220.40445	263.06894	249.32741	263.99146	246.82475	244.96587	238.83574	222.97052	258.59387	251.64911	18.115606	11.133538	227.4132	243.4882	274.34552	260.0374	72.58095	248.66418	255.91121	239.00624	241.66313	250.01422	240.37685	200.89781	257.4075	239.65132	266.5716	29.168839	23.54657	241.8861	239.9096	214.6148	250.32408	243.7074	10.566987	65.38912	234.65468	195.71072	108.12717	244.58792	243.14565	235.73521	233.80971	190.47504	7.011424	261.19934	248.88383	110.22645	254.87988	248.87325	244.34454	233.12625	238.52182	225.42538	226.3583	253.29997	250.20619	268.36636	65.38912	237.60599	28.397835	268.52756	23.714767	276.806	238.34427	22.987143	247.05244	228.83733	247.61824	250.50053	246.52608	223.19843	238.7337	268.44687	0.0	238.11496	247.02457	245.61162	243.85803	233.22775	263.71103
G000522985	238.11496	203.18651	228.65706	241.53954	229.40385	227.75275	222.51048	222.64456	237.34178	233.12582	191.90018	231.58699	109.738304	236.16063	109.425766	218.39966	211.78357	206.19609	237.17632	232.4035	234.4332	234.79553	176.78209	60.2656	244.52776	230.40158	233.92189	220.12558	234.1275	213.69638	217.44107	217.70139	210.95007	214.66638	236.84988	210.78963	236.89809	233.5977	233.65607	214.81729	208.61581	226.06854	225.93365	211.57916	234.38805	220.33873	167.28944	205.48558	224.68411	213.45934	213.52	205.87563	208.68518	209.32199	230.36081	227.3743	78.65247	228.89076	221.97884	222.64684	228.33806	204.24608	208.7546	163.30284	161.10315	224.56596	216.57791	234.32968	220.33873	207.7845	233.11705	239.55356	233.87115	246.20667	67.35822	233.38557	217.30215	204.09496	222.88629	224.37073	59.69836	203.17204	210.12274	231.38504	238.11496	0.0	217.29643	220.4824	216.57973	216.29091	223.79047
