	G001805855	G000315095	G000242455	G000346315	G001828415	G001956985	G001825655	G001873045	G000165715	G001830285	G001464525	G001806055	G001804005	G000346505	G001707835	G001804205	G001824685	G000338295	G001828445	G001824635	G000304635	G001997385	G001824605	G001805845	G000153105	G001873945	G001642875	G001825635	G001642915	G001805775	G001805895	G000949635	G001999965	G001804165	G001871815	G001778315	G001806075	G001803975	G001730085	G000186345	G001872105	G001027925	G000171775	G001610895	G001805365	G001871865	G001828265	G001874025	G001804305	G001804125	G000284115	G001642955	G001828635	G000181475	G001805375	G000025185	G000195185	G001804445	G001303695	G001302825	G000255655	G000092105	G001828535	G001804045	G001303465	G001805765	G001872775	G001603075	G000330745	G001804105	G001304275	G001830315	G001828545	G001805805	G000255705	G001828645	G001804055	G001723765	G001804155	G001804395	G001825715	G001805575	G001804255	G000296795	G001824645	G001828345	G001804225	G001805605	G001804065	G001825665	G001805565
G001804445	123.61623	188.75948	198.9717	231.06142	183.23056	201.3406	186.48575	121.9904	206.15591	184.65381	206.90515	52.263325	154.6888	239.58926	205.67406	147.50534	226.15277	232.69821	196.20578	212.0506	234.03696	220.69308	185.0686	51.51295	206.28629	167.48894	225.46681	187.94829	224.87802	51.884922	97.59889	186.08478	209.31992	128.05428	123.434784	183.0258	9.425835	121.49662	179.66034	202.4372	146.49712	236.85713	204.89796	205.67934	126.476685	173.48108	211.22017	140.15259	126.60355	133.08572	226.46358	239.50482	183.20561	206.78668	117.21027	210.01921	232.86287	0.0	190.9684	179.87375	198.31625	204.49686	188.13097	135.62274	218.83263	83.62024	118.43216	208.435	232.71326	158.81175	211.73547	186.74066	182.43896	116.11825	205.376	188.63557	145.36624	185.15045	152.27391	118.83796	201.45354	53.106537	126.32462	183.41939	207.54573	211.6442	158.65155	51.107952	126.99086	207.03577	127.551476
G001303695	211.16385	177.19398	168.4372	210.62921	172.70375	176.88023	179.6379	191.97351	179.29	173.21205	178.9243	212.44627	205.79309	196.77742	178.66795	195.32855	152.84972	211.11266	176.94481	122.50199	204.22942	139.57332	180.16122	200.40495	175.01735	187.72629	211.16246	182.11539	188.70447	200.11272	198.34341	175.5134	133.56819	201.90329	193.9262	200.15402	189.32018	190.51611	211.37128	169.86075	196.91837	204.73654	176.8878	170.76744	200.72153	208.88133	173.39415	203.78065	197.47192	191.03583	170.86292	203.13986	179.49774	167.76141	203.92815	179.11601	207.66942	190.9684	0.0	170.9118	173.17624	174.84444	178.55447	213.9862	137.8343	200.01292	187.29012	126.8247	204.54546	208.47316	137.29303	186.31914	169.7596	195.14247	175.10844	174.99347	193.37347	159.44002	195.7223	207.98564	130.03107	200.18857	199.06566	170.55896	132.28497	122.39114	207.88486	196.83203	196.94278	127.64981	224.65004
G001302825	202.28032	137.42966	171.12836	207.9446	138.13959	175.8508	140.85396	181.55078	180.82457	142.6515	185.75592	186.96408	190.28392	211.83957	180.55095	180.09097	205.1904	212.70517	153.02277	179.07622	211.81125	190.24908	138.85526	186.46185	182.84726	177.6061	205.29659	146.336	196.51535	185.43475	197.42722	136.35863	195.50758	181.47276	186.12177	184.9083	176.5806	179.3918	202.25204	180.49976	192.53052	212.12268	182.29718	180.7446	187.10449	198.17946	185.38814	197.16351	186.55675	177.60707	201.16852	213.94508	146.35406	180.52318	195.52573	185.10837	213.73247	179.87375	170.9118	0.0	180.47438	180.18054	140.1087	199.61731	189.07611	182.84877	181.33757	183.6319	212.43451	196.32939	184.69249	146.80127	134.6491	184.33824	184.22939	140.49652	183.22054	133.01602	189.84682	199.54659	178.66493	189.83405	188.43794	142.99171	194.66492	199.14484	197.97157	187.88695	185.00688	181.5649	203.32639
G000255655	215.93178	184.49481	131.3092	151.15364	180.98416	133.43797	184.83339	200.47203	85.49325	182.57443	121.672104	200.08179	204.64668	145.558	62.811447	200.17496	199.60992	155.66925	180.16946	178.05666	152.29248	201.4629	182.03325	208.87251	122.779396	195.0628	141.73033	191.62459	140.56107	209.54716	224.8372	181.29411	200.47205	206.68768	204.35396	202.2313	197.4133	199.81409	220.10425	138.01318	212.2593	144.11943	139.03258	139.53365	203.94757	218.40163	125.55038	201.01175	204.74844	191.3087	204.42659	143.08565	178.04103	85.93858	229.21317	126.28531	147.00182	198.31625	173.17624	180.47438	0.0	66.36187	183.84085	215.10603	176.81113	198.14217	201.67017	187.65256	141.75507	213.62161	193.23167	187.06985	176.56299	202.25009	143.29027	181.7967	204.49898	174.54263	201.3327	214.26773	182.22693	203.00656	202.01892	187.71294	198.57178	188.89833	208.4294	205.00146	206.96107	176.65434	220.75008
G000092105	227.48654	193.25122	143.55743	155.86343	186.06017	140.01228	189.67558	205.6533	92.84891	198.38126	128.12581	207.4111	215.5075	155.33578	3.3000875	200.78728	208.88773	158.26532	191.57819	180.2315	153.11884	199.2169	183.45958	211.7435	130.55063	200.81609	146.61433	188.5506	142.71025	212.22873	224.05434	188.45886	190.36537	211.4621	206.08635	214.38255	205.84341	206.45752	220.0869	143.18054	223.2805	155.83824	147.92729	145.79959	214.01035	220.40244	129.95502	207.06741	209.09273	202.30048	208.17209	154.11775	191.75304	89.56191	215.95697	125.94031	150.90495	204.49686	174.84444	180.18054	66.36187	0.0	190.77776	227.31621	191.39034	209.04616	204.5602	192.8554	149.03569	217.79266	201.47557	190.62251	182.21434	202.20721	147.13947	195.37463	200.70648	180.5107	213.35674	225.58083	189.70648	207.83292	209.43542	185.9928	182.86469	190.10535	218.82693	211.38304	212.56403	192.36964	228.86836
G001828535	208.3606	54.93323	180.26366	223.23972	108.72147	180.75397	32.839043	192.18181	190.16565	43.962746	188.32224	193.74495	210.25555	220.51917	187.1518	189.211	216.02733	222.8044	160.35991	188.62875	221.27748	201.10744	90.41495	192.25221	194.11043	185.52284	203.62494	35.741024	204.49557	190.88028	207.13156	35.636925	198.2783	196.54309	194.68651	193.43907	190.38463	191.46796	210.47289	192.49335	203.78566	221.63924	191.99359	190.21765	195.45007	207.35675	188.03319	189.16849	196.94511	186.09706	213.60182	221.10677	19.180178	193.70706	203.88599	197.18083	222.70328	188.13097	178.55447	140.1087	183.84085	190.77776	0.0	201.19319	205.24852	189.90524	188.86726	198.39668	219.79004	201.5099	204.76077	33.088284	111.8845	181.65134	192.30606	21.271252	193.904	87.83572	199.79933	199.79446	180.98378	195.39697	194.32625	38.51483	203.08803	195.54767	201.79137	191.56691	194.85713	198.8955	212.28815
G001804045	155.68246	188.762	219.21732	260.01685	200.26646	221.63425	206.99982	129.61421	225.66058	215.97284	239.53479	139.6161	163.91273	250.27278	221.17859	166.45139	249.45473	260.1396	200.04178	230.73573	251.58699	240.34612	199.93451	147.73811	218.69815	186.35545	245.61247	208.82521	230.69162	141.68579	155.60777	188.42558	231.92848	93.69305	113.699326	185.78023	136.16927	113.90516	195.03136	212.04274	165.43402	250.86859	219.75616	218.325	95.45962	190.0058	223.6033	147.85008	95.14583	146.8415	240.63501	239.21292	201.71286	218.0472	145.5928	222.7632	255.01149	135.62274	213.9862	199.61731	215.10603	227.31621	201.19319	0.0	240.69858	143.15215	110.72836	217.7909	254.80788	171.80518	224.03418	208.99141	202.37679	117.82977	224.94044	205.61887	160.8002	212.3616	154.5443	160.9752	202.84216	138.89702	92.79606	202.01062	227.79987	223.20607	174.32587	142.01283	96.019966	236.27151	160.06845
G001303465	238.81743	202.39714	184.98749	230.57167	192.90463	189.60983	198.11606	214.79471	195.35005	206.00145	198.19392	222.42815	235.41983	218.30144	195.07994	214.88489	81.5314	221.66122	225.39104	99.969025	226.21559	121.963486	187.21086	222.40813	190.58365	208.56807	221.95798	197.17522	219.12018	220.21097	219.16586	191.82544	112.03839	222.15717	219.37772	218.4469	224.1229	207.40446	235.42508	187.73944	216.67552	227.8715	194.72417	195.32935	218.785	228.57735	184.70941	218.44275	218.42957	209.93936	185.23936	224.01491	199.78741	196.91087	232.12291	192.88495	226.95462	218.83263	137.8343	189.07611	176.81113	191.39034	205.24852	240.69858	0.0	210.30759	205.06271	69.08066	217.63562	228.9507	50.42082	195.02597	192.31927	203.89664	190.99614	202.43301	213.56883	186.08559	226.41637	223.68896	93.86126	216.87445	222.92781	203.41196	70.50292	56.957085	228.4614	219.66815	215.68536	91.38894	241.60573
G001805765	125.80537	192.10342	204.67383	239.69685	186.1027	195.44873	191.4133	124.502495	211.21696	189.93333	210.85141	89.33069	154.82747	236.23376	210.80103	153.30174	232.20049	236.72435	190.41824	208.3789	239.28358	226.68887	186.79132	90.9914	215.00038	172.40842	232.18376	191.9443	220.80449	93.36056	65.0149	191.36577	216.71768	129.34944	126.865944	182.65945	85.20784	125.49924	186.19699	205.9948	147.88702	237.67056	207.97736	206.14175	130.79967	173.06754	205.20056	137.36192	126.839134	138.16536	228.4789	236.04237	190.77435	205.83493	114.76643	209.10603	237.63142	83.62024	200.01292	182.84877	198.14217	209.04616	189.90524	143.15215	210.30759	0.0	124.850365	214.00568	237.32953	161.12537	219.08173	192.41792	185.40797	122.857925	201.44295	195.29272	150.18042	185.1046	154.16975	125.188385	201.02124	88.99219	129.2802	192.71832	219.00221	215.10373	160.20923	89.75203	130.59166	204.64485	128.45786
G001872775	141.46729	177.3133	193.36806	237.9454	182.84001	196.92947	189.50774	112.875	206.7061	180.70325	200.31262	121.88981	158.5961	228.60721	203.23776	142.46304	226.14578	238.11816	187.19096	210.39113	233.49054	221.85721	173.05482	126.87385	209.31647	166.98526	224.31685	193.7376	218.94536	126.49563	136.4767	175.67554	203.25726	99.69279	99.078384	178.892	123.46765	96.91404	177.43993	201.90074	137.8841	231.5738	205.3875	201.53427	98.03677	175.45464	209.86798	144.48131	97.92132	131.86089	222.59383	230.2802	185.87259	201.25177	131.20976	205.74814	233.11595	118.43216	187.29012	181.33757	201.67017	204.5602	188.86726	110.72836	205.06271	124.850365	0.0	203.71703	233.57219	161.62843	212.18033	187.21803	183.85571	103.779015	205.36719	192.95415	140.70596	195.35133	151.10709	138.91467	189.93626	128.39333	97.75941	193.61157	209.69232	215.23962	159.11331	126.721146	97.37645	205.64699	146.40276
G001603075	236.17477	192.11728	197.27853	224.58551	191.0215	173.68393	198.56909	211.17516	191.71762	196.54793	194.84941	212.32994	231.81503	217.4569	199.1542	208.01494	59.011112	218.68007	199.07982	92.48235	222.05876	114.62855	188.55925	219.47876	192.80856	206.29527	209.08815	195.21332	202.88614	216.94997	234.6542	189.97246	112.34426	217.94525	214.60606	218.65942	214.00618	206.87122	229.27185	187.86032	220.86607	222.98058	188.50995	184.40619	213.62209	227.53047	183.87595	218.93893	214.19002	204.61269	183.6277	219.5634	192.43706	186.48886	227.02412	191.91681	221.92957	208.435	126.8247	183.6319	187.65256	192.8554	198.39668	217.7909	69.08066	214.00568	203.71703	0.0	217.67094	218.55905	70.28328	197.4944	187.51677	209.2528	189.1654	196.90062	203.3765	189.13426	210.69182	227.82567	87.818756	212.47304	216.448	192.63507	68.27885	69.706276	219.97102	217.42403	211.65324	83.96358	233.26587
G000330745	257.6452	212.15149	162.96547	5.3569283	210.20663	167.08514	218.11552	229.79076	154.2771	216.68375	120.58669	239.59874	243.00998	36.995827	152.04588	228.14447	223.93373	4.454913	212.5135	215.31975	2.5306551	231.86952	215.00262	238.05118	112.893845	229.21571	116.95947	220.00754	68.20782	239.54019	249.25601	205.70035	220.93239	241.3235	236.9278	237.32867	234.11449	232.42151	252.90692	166.66708	244.60298	8.52739	171.3526	169.16629	240.15984	249.19754	133.6561	234.58865	236.3913	231.50554	229.22983	57.74472	216.00322	150.28705	244.92108	113.762566	1.2333826	232.71326	204.54546	212.43451	141.75507	149.03569	219.79004	254.80788	217.63562	237.32953	233.57219	217.67094	0.0	244.64967	207.49364	220.86145	211.4314	232.36227	171.78394	217.54047	229.73524	209.64597	238.85555	253.95299	224.32948	236.4628	238.22617	216.01671	212.25652	218.44427	242.6557	240.00858	237.81175	216.37589	258.5456
G001804105	179.41484	205.61969	208.97852	247.15904	198.5034	210.00858	204.91774	162.48894	217.08598	208.32617	224.48537	163.79663	124.70647	242.16516	220.25609	62.113235	241.69514	249.5883	207.49724	222.54906	249.4692	236.85843	202.3049	167.43735	222.70021	183.38173	237.01576	207.16031	239.13208	167.11302	173.04105	203.42195	222.32626	164.42969	161.05824	192.70296	164.53902	159.48914	196.49971	211.28128	170.48924	251.16353	218.70909	215.63249	162.74054	189.09373	225.44972	169.5127	167.14124	157.63834	237.02835	247.6007	199.95142	217.77843	173.04222	221.71407	249.63412	158.81175	208.47316	196.32939	213.62161	217.79266	201.5099	171.80518	228.9507	161.12537	161.62843	218.55905	244.64967	0.0	224.33571	203.35144	198.98145	156.05309	222.8644	210.1789	61.110176	195.05754	85.57231	179.82443	221.0414	164.84111	167.98286	201.35313	225.16617	224.61319	4.2573647	165.8883	164.71745	231.30052	179.30414
G001304275	240.43732	207.89256	186.10385	225.0716	190.3628	186.39444	200.92244	210.90346	196.52916	206.54955	193.85002	210.47462	207.18018	231.52827	209.53712	209.01973	86.92677	218.65536	184.21364	98.57349	216.18048	121.03305	191.83025	219.30759	205.68402	211.56702	210.69327	195.12584	206.36673	218.15503	239.08223	175.68575	118.0052	212.7316	222.135	223.60085	214.17453	215.52217	231.11514	189.2825	219.35129	222.76804	188.93097	186.63618	218.47897	233.19067	200.2683	222.72272	222.29488	213.71515	187.57663	221.25826	192.1498	181.83824	227.03772	196.53456	218.61464	211.73547	137.29303	184.69249	193.23167	201.47557	204.76077	224.03418	50.42082	219.08173	212.18033	70.28328	207.49364	224.33571	0.0	201.80446	197.89195	215.75098	192.50522	205.02786	205.3237	189.51149	238.58018	226.70421	98.4694	210.78294	224.69803	202.9256	59.699142	45.486	222.19823	220.14908	221.12608	94.88807	231.86685
G001830315	206.09193	54.56814	185.3712	227.78519	113.7001	185.24274	5.3245325	189.81268	188.54161	42.56197	201.7035	194.77647	203.71706	224.40262	189.49304	187.14345	217.13329	223.99648	160.4738	190.65721	221.91232	207.57184	88.24822	195.00908	192.46233	183.47421	211.5384	6.718327	206.0944	195.12187	201.18619	37.349213	195.63461	202.64656	192.00795	197.01038	193.00876	184.02611	209.87619	188.00192	197.60083	224.23227	193.35498	190.75778	194.69289	211.53897	189.5514	196.47101	192.29503	188.65868	218.6938	220.80746	32.029976	194.84387	207.99565	192.65837	223.3077	186.74066	186.31914	146.80127	187.06985	190.62251	33.088284	208.99141	195.02597	192.41792	187.21803	197.4944	220.86145	203.35144	201.80446	0.0	112.118935	189.85886	189.67638	34.72213	190.87952	85.69311	204.3312	212.42767	189.70695	196.31001	191.86517	40.058563	189.53053	205.33086	204.14722	194.99545	192.70418	197.09062	215.549
G001828545	206.34944	105.61997	177.46672	214.3283	6.329698	178.9962	111.02004	183.07741	186.37064	108.92813	187.57054	189.0329	197.8755	209.96988	181.71306	184.32251	201.7545	212.1084	154.18365	184.37325	213.3497	198.44461	110.04574	188.21886	186.98448	178.17337	202.91312	113.42424	198.30742	187.61214	198.14967	109.305786	188.10065	194.38608	182.86588	190.56294	182.35278	181.05635	205.41661	183.81429	190.40016	212.49515	186.46024	183.38716	188.64131	200.6269	185.58563	183.69693	186.16533	182.73676	202.3978	209.53975	111.21452	183.4328	203.00652	184.6182	215.57312	182.43896	169.7596	134.6491	176.56299	182.21434	111.8845	202.37679	192.31927	185.40797	183.85571	187.51677	211.4314	198.98145	197.89195	112.118935	0.0	182.5968	188.728	113.950195	184.47736	102.55076	184.17166	199.99512	182.57347	191.0027	187.57585	108.647484	189.09319	190.40163	198.89359	186.84471	187.40959	180.93861	209.38171
G001805805	141.55301	189.34076	185.74516	231.35225	180.15746	191.66399	188.1023	107.17264	201.38716	173.70303	208.81052	114.688866	147.46631	217.94385	202.3104	141.62523	217.82545	228.78496	184.406	200.49034	234.37567	218.18723	183.72717	124.179726	195.86661	163.7506	218.01662	194.01428	217.26956	125.12149	127.36041	180.21706	226.06372	105.39898	106.235435	169.2843	121.07338	101.90181	179.53328	199.29033	143.94965	230.74162	200.2922	201.91565	107.05328	171.22978	214.71881	139.0675	105.751015	126.8789	218.61807	226.67583	182.28134	196.43611	128.31612	205.99207	234.39856	116.11825	195.14247	184.33824	202.25009	202.20721	181.65134	117.82977	203.89664	122.857925	103.779015	209.2528	232.36227	156.05309	215.75098	189.85886	182.5968	0.0	205.6882	186.06366	140.05418	172.70235	150.91112	140.29683	193.36493	125.65538	110.13471	190.18114	215.27885	208.4811	160.18513	123.89021	109.673454	198.60895	141.52489
G000255705	219.41261	187.33179	121.80099	173.18951	185.37238	126.46212	193.27289	203.93147	143.64522	197.10953	145.27103	208.96307	209.70174	174.3588	146.33905	202.63718	207.46698	172.11787	188.90424	187.54004	173.62859	201.56961	177.84756	212.53008	148.24854	199.72897	165.35457	195.15851	162.78474	211.92484	221.3237	189.93001	195.92393	212.32602	206.9799	211.67819	204.66237	204.79185	223.25377	127.89894	211.79002	172.89124	66.48397	129.89055	211.46379	223.4365	149.15163	211.19281	207.27834	196.40799	207.03947	166.04387	190.01181	146.148	222.67528	149.07178	176.77638	205.376	175.10844	184.22939	143.29027	147.13947	192.30606	224.94044	190.99614	201.44295	205.36719	189.1654	171.78394	222.8644	192.50522	189.67638	188.728	205.6882	0.0	190.87169	204.6848	181.61221	206.40826	226.58131	184.04906	210.72461	208.9984	188.10716	194.89362	193.26651	216.67226	213.89891	208.61818	187.40225	230.73521
G001828645	209.18588	55.490967	182.6762	224.01152	112.0963	186.45909	34.70461	199.58263	188.07896	46.287136	187.8362	193.29047	211.32597	218.61957	192.70386	188.53564	214.9007	220.04593	162.99706	189.25407	220.68129	202.51506	98.47468	197.35457	197.86612	186.56705	212.47485	35.700993	209.41176	197.23558	204.26947	38.02202	202.71347	190.76456	188.27983	198.508	195.11122	183.60936	213.56287	192.27632	197.6686	218.66585	194.61626	191.47658	194.65608	202.39177	195.67102	188.38725	194.88892	181.37491	213.54727	222.77608	14.6013975	187.8358	208.20859	197.29672	221.16013	188.63557	174.99347	140.49652	181.7967	195.37463	21.271252	205.61887	202.43301	195.29272	192.95415	196.90062	217.54047	210.1789	205.02786	34.72213	113.950195	186.06366	190.87169	0.0	193.92542	87.80294	203.5609	212.49884	184.33984	198.10106	192.44441	39.423454	196.33	198.73174	212.31042	198.90436	192.08542	193.54684	221.95306
G001804055	165.52539	193.81013	196.67986	235.76198	184.79875	195.7491	192.61093	145.8332	202.2107	195.41959	205.26791	146.17036	107.23607	248.26997	206.81802	2.0731049	226.35823	235.40411	192.50012	203.60507	233.56003	215.36024	185.40239	150.9409	205.46959	170.011	224.17741	193.2174	220.34274	153.19374	160.27798	187.26549	215.97261	149.636	146.53528	181.24576	146.9836	147.01056	187.59695	197.39023	155.56476	238.1634	203.39545	198.61194	147.50711	169.6203	201.6146	146.82088	147.03572	142.65308	224.56786	236.45236	189.48132	204.92192	154.64302	210.9659	235.30995	145.36624	193.37347	183.22054	204.49898	200.70648	193.904	160.8002	213.56883	150.18042	140.70596	203.3765	229.73524	61.110176	205.3237	190.87952	184.47736	140.05418	204.6848	193.92542	0.0	182.57553	70.10779	165.8025	209.86696	148.9594	149.52684	191.42578	203.0142	216.99228	59.96735	152.27254	149.93056	198.53217	170.11931
G001723765	210.45268	86.10898	166.54291	214.32098	102.304924	170.57988	86.24342	184.23811	180.93767	84.09661	187.07132	188.59076	195.70605	205.38329	181.64835	179.73412	201.55864	211.1409	145.28836	184.13698	215.20912	197.9189	34.712536	188.36844	183.49539	175.35603	201.12697	91.478615	191.635	183.84224	196.1554	86.81387	194.38507	184.88818	179.5237	191.24724	175.9535	183.1959	180.99501	176.96269	194.69077	210.73947	182.15001	177.56902	186.23357	200.71027	185.64525	184.2997	186.89066	168.11798	200.78288	199.4988	91.759026	180.62112	192.20673	179.20544	214.8554	185.15045	159.44002	133.01602	174.54263	180.5107	87.83572	212.3616	186.08559	185.1046	195.35133	189.13426	209.64597	195.05754	189.51149	85.69311	102.55076	172.70235	181.61221	87.80294	182.57553	0.0	186.157	194.46716	201.2537	183.93512	187.86559	85.247055	173.55447	181.72758	195.27571	187.04924	183.26581	176.88417	204.27551
G001804155	178.35698	171.06656	201.32248	243.9751	194.44826	202.26448	195.368	148.04152	208.19017	191.96579	216.59158	161.16396	112.53603	227.86545	211.5148	73.824936	229.78084	241.58347	188.43457	219.52448	241.36168	228.96776	196.38963	156.78947	213.24768	169.82423	237.00992	204.46832	230.72128	159.18729	159.9224	199.187	222.94484	159.8931	157.95554	182.40048	148.39824	154.41765	192.93773	209.48679	169.36581	246.41478	209.3965	206.94537	155.88951	182.80934	212.38095	144.51451	154.4963	154.39084	230.21194	237.25972	194.25531	205.85306	171.08069	213.27492	243.51575	152.27391	195.7223	189.84682	201.3327	213.35674	199.79933	154.5443	226.41637	154.16975	151.10709	210.69182	238.85555	85.57231	238.58018	204.3312	184.17166	150.91112	206.40826	203.5609	70.10779	186.157	0.0	151.29727	220.88504	160.35367	156.15436	196.70567	223.10178	201.17441	86.41876	153.54387	156.66574	192.62952	169.85014
G001804395	59.266567	216.91931	217.07207	253.38522	193.15625	210.07771	211.235	140.08835	230.10951	203.7841	218.05418	120.538734	164.32968	242.76195	224.22054	166.29028	240.32986	253.22852	210.26643	237.87592	256.7239	233.04204	192.88548	126.78545	228.60638	184.10635	238.64995	215.43652	235.30331	126.797676	143.48735	199.49571	219.05875	134.02016	143.23196	188.09727	112.58205	135.28606	201.17867	215.38087	157.01842	249.2872	223.10606	217.80882	146.11176	190.66434	221.83902	152.0035	143.85481	154.05696	239.39784	257.76608	204.12509	216.14288	71.14749	225.88515	253.67143	118.83796	207.98564	199.54659	214.26773	225.58083	199.79446	160.9752	223.68896	125.188385	138.91467	227.82567	253.95299	179.82443	226.70421	212.42767	199.99512	140.29683	226.58131	212.49884	165.8025	194.46716	151.29727	0.0	234.69661	123.95884	146.21024	216.55472	222.5245	221.79147	181.45319	124.72082	146.08226	219.84032	63.26523
G001825715	209.50633	186.17593	176.8558	223.27245	187.37894	182.84947	190.713	219.90808	196.77141	186.06233	195.41388	214.00005	232.14322	224.69524	188.3788	211.77448	110.28992	226.65126	190.9847	100.01282	223.95805	112.69547	198.27948	215.0402	190.44933	195.1467	202.14877	197.2309	203.65181	210.1849	220.82356	192.10678	107.11809	216.20656	215.27817	201.84242	206.30833	210.4689	216.89877	186.71573	210.7727	223.59258	185.2884	186.09431	212.57414	216.3707	190.67882	205.11674	212.73659	201.17506	185.1161	218.3939	189.64278	198.09016	230.70227	191.16049	226.8567	201.45354	130.03107	178.66493	182.22693	189.70648	180.98378	202.84216	93.86126	201.02124	189.93626	87.818756	224.32948	221.0414	98.4694	189.70695	182.57347	193.36493	184.04906	184.33984	209.86696	201.2537	220.88504	234.69661	0.0	218.6026	213.0421	195.8336	70.995575	89.338425	223.47658	210.8274	210.4009	49.492752	232.69705
G001805575	131.56651	197.22319	203.80933	243.3717	187.55711	204.23318	194.44557	126.358864	212.90083	202.62746	207.3779	50.15175	163.86713	239.67763	210.07861	150.57121	235.98643	239.21567	190.16252	211.97725	241.34048	219.06346	189.65865	18.966158	203.08376	175.92902	227.69049	193.05472	230.32529	19.024061	100.03207	185.80579	217.08891	130.75322	131.0158	182.48636	51.11638	122.12143	191.46608	206.29231	148.89583	241.30537	211.5544	208.44914	133.41376	177.94037	210.64438	144.63263	131.52435	140.77385	231.67796	239.74718	194.47636	204.92583	120.63728	215.2314	238.6846	53.106537	200.18857	189.83405	203.00656	207.83292	195.39697	138.89702	216.87445	88.99219	128.39333	212.47304	236.4628	164.84111	210.78294	196.31001	191.0027	125.65538	210.72461	198.10106	148.9594	183.93512	160.35367	123.95884	218.6026	0.0	131.40639	186.78821	203.27872	224.22044	165.69754	18.99124	132.24307	209.05505	133.06876
G001804255	148.35663	189.12938	201.04077	237.7539	187.96292	201.41693	194.14905	116.055	207.62848	196.77731	209.61823	127.74346	159.98927	243.44136	211.15207	153.30054	234.96553	240.1442	197.63652	207.76218	235.66371	225.48169	192.96565	131.48882	211.9561	172.8889	234.71373	191.58214	225.32864	131.24626	143.48479	193.39851	217.10965	54.935844	109.45436	178.22273	125.26339	103.75055	189.03578	206.6945	148.60912	241.7272	208.82932	204.79417	2.8821907	178.11899	210.36813	144.91966	2.4935327	137.9611	230.13657	239.42088	193.03004	207.39485	137.50697	209.18585	241.22145	126.32462	199.06566	188.43794	202.01892	209.43542	194.32625	92.79606	222.92781	129.2802	97.75941	216.448	238.22617	167.98286	224.69803	191.86517	187.57585	110.13471	208.9984	192.44441	149.52684	187.86559	156.15436	146.21024	213.0421	131.40639	0.0	186.58868	216.05936	221.0443	167.12814	132.19853	2.4961953	213.91972	149.16586
G000296795	216.2353	54.412697	180.32993	221.25964	110.85031	186.17253	38.292236	179.66719	191.57037	42.787243	190.88475	184.56827	208.75226	219.32318	186.24692	187.82336	205.37396	219.14368	162.17374	193.8082	219.24095	193.04848	97.44075	193.03401	186.45764	182.60876	207.3812	40.50561	209.27608	193.24486	205.9342	28.12932	194.71849	194.11601	189.7696	193.75766	188.0367	186.82372	210.10663	189.43759	200.76701	223.50642	191.39432	192.44862	191.09975	202.74544	187.9163	190.84045	188.85474	190.43184	212.66948	219.65231	38.106045	186.64586	200.27858	186.4016	219.01096	183.41939	170.55896	142.99171	187.71294	185.9928	38.51483	202.01062	203.41196	192.71832	193.61157	192.63507	216.01671	201.35313	202.9256	40.058563	108.647484	190.18114	188.10716	39.423454	191.42578	85.247055	196.70567	216.55472	195.8336	186.78821	186.58868	0.0	192.29143	198.01341	201.35373	191.85863	187.15196	192.2452	213.80708
G001824645	223.61331	200.68567	182.95068	221.30898	188.95068	183.23686	193.85002	202.53015	186.24582	205.84473	195.21542	208.55664	222.41148	223.62102	193.00192	209.09409	80.075356	214.46576	196.52934	98.01622	216.785	117.87537	187.55121	216.99626	193.84242	209.46338	225.27217	184.94165	208.73575	213.59229	227.18452	195.78702	111.04627	224.27345	209.85983	215.44292	207.71445	206.0202	239.32619	187.52434	224.19229	220.38483	189.31941	186.58455	216.31664	232.15999	191.17337	210.95847	215.11862	202.30467	190.27322	224.73657	201.52585	185.84502	213.61835	194.81342	217.72289	207.54573	132.28497	194.66492	198.57178	182.86469	203.08803	227.79987	70.50292	219.00221	209.69232	68.27885	212.25652	225.16617	59.699142	189.53053	189.09319	215.27885	194.89362	196.33	203.0142	173.55447	223.10178	222.5245	70.995575	203.27872	216.05936	192.29143	0.0	65.57175	226.59647	215.77185	211.79742	85.89845	228.45757
G001828345	242.86598	188.2822	182.84158	225.68086	191.17827	181.52234	202.57114	218.1253	188.84027	200.89449	194.9398	217.36955	215.29132	215.987	189.34554	224.1844	82.77101	221.16762	208.40523	98.21685	224.10362	122.13587	185.79161	217.11243	202.60114	213.21973	203.98306	205.46292	206.47069	214.86339	226.0599	196.032	114.48332	209.80373	203.48895	217.65091	210.52173	207.0111	236.59425	196.6767	244.48926	230.70958	191.95918	188.73938	214.8934	230.04706	197.2997	215.24268	217.7586	207.90376	190.01425	223.11768	185.6427	197.95555	238.40442	198.94112	228.35832	211.6442	122.39114	199.14484	188.89833	190.10535	195.54767	223.20607	56.957085	215.10373	215.23962	69.706276	218.44427	224.61319	45.486	205.33086	190.40163	208.4811	193.26651	198.73174	216.99228	181.72758	201.17441	221.79147	89.338425	224.22044	221.0443	198.01341	65.57175	0.0	224.25746	214.96619	214.32101	92.21048	233.94551
