	G000006985	G000013045	G000243115	G000168715	G001644645	G900114995	G001829005	G900102545	G000419585	G001314545	G900089525	G900107765	G000015125	G000020465	G001439115	G000814475	G000515315	G900142605	G000724545	G900129315	G000020505	G001724695	G900116565	G001898485	G000379805	G001654455	G000373105	G900106985	G001975465	G000375425	G000016085	G900110995	G900115755	G001897525	G001302245	G900129465	G900101395	G001464625	G001975825	G000024005	G900110245	G000020645	G001899605	G000511175	G000024845	G900089575	G900156765	G001438265	G001567405	G000275825	G900110645	G900112615	G001650905	G001896965	G000246855	G900110835	G001623405	G000759025	G000020545	G000375465	G900089545	G000508085	G001898505	G900129015	G000374045	G900089555	G900094705	G001715195	G000374125	G000020625	G900109685	G000212735	G001829035	G001898405	G900119105	G001897535	G900089565	G001564065	G000012585	G900129295	G001601815	G000814325	G000974785
G900129015	209.71313	199.83922	68.76602	210.35646	39.492153	84.91449	70.42117	86.36237	189.20155	191.4663	80.87429	81.16931	209.91223	213.36159	121.26291	63.171364	66.43448	73.81925	136.40918	210.3885	207.42863	54.584938	90.752945	56.99495	133.03893	68.73008	148.93178	68.83336	205.32687	201.56294	213.96352	82.39035	68.69545	95.35151	57.26011	74.41622	61.40135	51.536224	87.574554	86.848564	62.05848	210.234	63.189503	75.028336	177.99504	81.4146	68.83006	118.68019	149.4139	138.47745	152.34543	81.86586	195.65771	67.64241	59.34841	80.733116	72.83881	120.893715	218.15582	194.4703	82.80058	72.90541	57.865974	0.0	62.954304	80.45165	76.94088	202.91763	63.8641	216.90134	81.74093	129.10664	70.011375	55.97913	87.838135	119.39637	83.387505	207.47176	214.03618	44.787693	65.17491	63.85311	60.758934
G000374045	202.34068	189.50565	79.02058	220.08954	66.78035	81.34283	60.038887	85.57902	189.67406	183.05583	73.83775	65.1518	204.09544	200.3384	107.72682	58.035683	53.248993	75.03463	115.28375	183.66837	204.37268	62.403027	91.53569	67.61105	133.58524	75.551155	139.43822	55.202957	219.85394	200.60907	220.55177	73.789085	57.999702	90.825294	62.50574	71.50341	75.77393	57.13221	85.01189	81.73867	61.012135	209.78543	55.195255	61.11052	174.6848	65.88553	55.184753	106.44654	156.06667	131.26143	132.0015	77.090256	183.79817	74.32798	66.27012	76.09505	66.9651	130.22006	183.60222	194.4873	73.437164	65.414825	56.0518	62.954304	0.0	68.122116	73.36431	191.88254	73.77252	194.76715	74.52196	124.28398	58.163338	70.391495	84.661964	108.683495	73.20035	178.61942	220.3925	61.109043	65.93319	75.078224	64.31937
G900089555	217.59488	208.35077	92.31583	228.0845	85.75677	95.63907	60.57281	96.06715	205.73729	203.00032	21.209074	78.44252	228.8272	223.40013	132.8934	79.99403	55.076294	92.46251	154.22697	203.30817	217.26108	83.05831	102.94768	87.15136	148.21686	93.845055	163.51033	56.960045	229.85	198.5703	234.93835	96.26723	69.29292	106.18611	81.72341	89.1812	94.808624	81.26638	97.33478	97.94282	80.98991	224.63565	75.35053	63.06567	191.9052	15.266619	63.885754	133.56908	158.40063	154.45674	155.36731	92.352844	209.17543	98.07575	83.14033	95.24171	12.739846	144.11534	221.1395	209.77002	21.455053	65.216774	79.44664	80.45165	68.122116	0.0	92.33376	204.10481	94.912834	212.87036	90.93101	142.86055	60.41032	83.59078	95.49143	133.10004	12.529576	205.46387	224.73444	88.641884	82.47518	83.64267	78.16041
G900094705	195.48892	188.51375	82.920364	208.10515	85.4058	45.32485	83.27614	43.955433	178.26556	177.48108	100.731255	87.31053	200.84601	192.01892	112.19052	84.2488	76.93447	39.342545	129.12672	184.4002	208.28175	80.54226	77.48224	85.10206	118.833115	95.073715	136.08737	75.566055	206.81194	184.48372	209.59999	42.21832	79.24592	83.61909	76.16588	36.93883	92.34023	83.872215	45.548996	44.34363	82.84677	197.25978	85.736	87.90373	167.71294	90.428154	77.932236	111.83066	135.23132	133.04672	133.26501	39.026012	193.89001	96.847694	80.05725	35.800777	82.44582	118.06262	193.47726	192.84962	94.70214	85.69946	72.007065	76.94088	73.36431	92.33376	0.0	193.58275	89.1209	199.81378	36.23351	118.18414	82.11582	80.99408	43.914085	108.38174	98.71308	184.0415	204.13855	87.39105	80.36143	80.671684	79.82907
G001715195	176.65825	141.69763	208.6573	176.45749	195.89513	188.10338	192.79466	200.17438	138.97905	83.29626	202.11235	193.82649	181.29555	185.00284	176.93307	186.36691	188.98839	188.9543	180.80661	64.339836	171.73479	196.95306	192.73235	186.85545	185.44807	217.65671	203.31679	195.09433	174.40013	59.76592	187.59975	180.54803	193.74806	194.15994	173.7662	175.33174	202.28636	189.31174	186.12321	193.05092	187.28966	172.93353	200.82988	194.6201	126.265526	194.41759	182.9187	175.98773	192.28998	194.3073	191.25513	185.88655	73.559784	201.91635	188.61047	191.49329	192.74173	176.89091	183.41249	74.00827	205.66881	195.59166	186.00569	202.91763	191.88254	204.10481	193.58275	0.0	201.7306	175.22864	191.17592	177.18529	189.75002	188.10028	193.35838	173.94417	206.01047	17.814854	187.11914	208.79398	189.34492	184.29152	187.31097
G000374125	227.63661	213.28078	22.378399	232.51012	62.023487	94.47722	83.20881	100.33745	206.5591	194.14848	97.56771	95.79931	228.24503	227.08388	133.23218	78.56846	75.44446	99.14502	142.48344	202.54092	233.10458	52.768402	104.13788	60.57192	147.2383	22.6959	162.94803	77.49804	230.94363	196.20847	238.93648	96.71648	84.578835	105.87756	72.41692	83.498886	11.693485	52.154903	98.83945	97.78932	73.15019	244.44945	78.44213	88.31989	190.30988	90.144066	85.11258	127.71701	155.41687	155.07574	151.30026	93.44023	206.01758	47.03048	77.142746	86.54367	81.58084	143.6443	234.54355	212.58351	94.63253	82.88773	69.118	63.8641	73.77252	94.912834	89.1209	201.7306	0.0	228.87924	83.78635	146.78442	82.345825	56.790493	97.456345	130.30928	99.774925	218.83325	237.60838	72.67697	81.29314	81.07263	71.91335
G000020625	58.354992	173.67345	230.56555	59.400883	205.37845	193.86624	202.11789	186.31752	175.7638	164.17079	220.62613	216.3703	59.951176	58.226063	189.4906	207.29976	200.47635	197.98215	196.85893	171.21548	54.590004	211.34723	195.85114	207.7459	189.95326	220.64409	217.45448	195.07109	65.13067	176.41891	66.135895	203.59296	200.83755	183.61266	193.03902	196.86629	224.77533	223.0782	200.42572	195.12837	195.75513	55.048477	199.9851	205.961	157.37296	209.20831	194.29942	190.65738	217.50058	206.62856	207.03302	210.12032	180.91048	229.41048	198.6579	199.76599	205.51762	187.0396	37.194126	177.95184	221.39272	203.39001	193.93222	216.90134	194.76715	212.87036	199.81378	175.22864	228.87924	0.0	201.77225	197.32562	200.11436	201.04079	197.99846	196.14629	223.0756	175.34612	66.108734	210.62494	215.17807	220.04265	205.51668
G900109685	192.80396	192.6167	96.16276	206.50713	83.55805	33.510986	83.22668	30.96126	180.50165	178.61516	95.958954	91.57498	213.54938	196.11053	108.61122	81.74712	78.19643	31.060507	126.61338	187.24995	204.3707	81.58651	79.628136	82.47447	120.12695	87.61886	140.76308	76.07773	207.84189	180.13948	210.2295	30.431978	74.85871	88.20841	76.83913	39.343597	86.89852	81.933815	33.54181	32.970043	80.67275	202.81125	72.09605	85.51983	167.29706	89.95858	78.26427	108.87751	132.21892	128.40955	131.18846	28.208645	184.36755	102.05253	76.17733	32.75061	83.62873	114.68063	194.45485	192.60614	94.89665	82.778854	77.60126	81.74093	74.52196	90.93101	36.23351	191.17592	83.78635	201.77225	0.0	121.75034	81.97144	83.558136	34.079113	112.18614	99.89448	180.71422	204.44762	88.44175	82.909874	86.13541	81.972755
G000212735	193.16206	197.43933	142.58955	213.29616	142.18266	127.18472	133.35863	126.39184	189.82	177.69815	149.16911	141.1435	214.772	221.0297	118.47976	136.50383	129.79	119.8851	100.08461	188.87044	198.79073	131.43495	122.30108	141.67934	72.88052	146.32957	88.04241	129.5181	210.446	174.28688	223.28806	118.32776	135.76805	124.28504	120.36321	111.11555	144.09393	137.23146	117.00267	127.52944	126.5303	194.45209	119.2776	132.88539	179.30238	146.00122	129.89046	120.60647	104.28009	108.08217	87.05472	120.124886	195.4622	141.94878	130.51093	123.39507	132.99243	58.33989	194.10143	207.71657	152.79858	128.56679	128.06256	129.10664	124.28398	142.86055	118.18414	177.18529	146.78442	197.32562	121.75034	0.0	131.51302	133.49464	122.67928	122.15668	150.64745	184.50246	207.46303	131.6337	132.10942	145.51654	127.9363
G001829035	207.97667	196.33104	82.5248	217.95537	69.97775	89.34895	0.1161977	91.71268	192.03885	183.63689	65.561485	68.39184	220.55316	213.5314	125.40586	68.31742	34.644566	83.838135	124.44355	193.8326	211.86719	70.72099	92.76506	73.660904	134.92955	85.65967	158.1138	36.25499	221.6826	191.53897	220.1746	83.54276	59.153122	93.86564	65.70897	76.47214	80.691956	69.67868	91.6072	89.2402	70.212204	217.12215	62.921604	16.05525	180.03165	58.863148	55.590015	121.573875	151.71924	139.99625	145.86176	85.44146	188.35985	87.89241	67.46403	80.64706	48.950966	127.74879	214.59064	186.02834	63.724586	15.072667	65.9497	70.011375	58.163338	60.41032	82.11582	189.75002	82.345825	200.11436	81.97144	131.51302	0.0	67.86505	88.07012	116.4877	64.32602	193.16179	218.6236	74.241936	72.23142	70.43214	64.64148
G001898405	206.2097	201.82516	55.283237	216.20485	54.921852	83.74829	68.96782	89.131294	202.08153	214.8614	85.02907	80.73106	225.46318	220.0772	131.63014	65.50791	62.610477	84.676025	136.6592	198.12242	210.84703	35.860466	92.49165	30.711653	122.73153	54.30469	162.69304	66.12749	213.52313	171.49089	233.20726	87.9929	69.84559	93.17558	57.563847	66.02001	59.84664	37.772472	88.160736	89.59096	59.70909	211.818	60.317062	78.05333	181.55386	78.59211	65.70421	127.377205	145.53642	143.0749	146.9968	88.73308	193.53174	65.20137	68.348274	79.084595	71.187965	122.35087	203.3385	197.83997	88.20997	70.46082	63.825985	55.97913	70.391495	83.59078	80.99408	188.10028	56.790493	201.04079	83.558136	133.49464	67.86505	0.0	85.23536	122.019394	88.22715	199.26402	219.02351	52.39139	61.993824	65.14327	61.39679
G900119105	194.3295	196.59344	99.35387	215.84659	92.53999	24.351429	89.37399	22.577297	195.57654	188.04222	106.23372	108.16007	223.31212	210.83781	114.45755	81.88721	85.40559	39.385006	136.0998	194.9186	202.3209	94.07949	84.89375	89.274506	125.80723	96.62961	153.70212	85.17761	218.12671	195.65347	216.04076	24.906218	88.59285	86.39846	89.65878	45.2661	91.87581	88.23973	7.7946014	24.811928	88.314766	208.86124	86.28677	95.50343	176.8501	95.20882	87.45076	117.101	147.12758	139.362	144.67102	24.068861	204.68196	96.925705	87.38613	42.960716	91.07684	121.221825	204.08244	199.60303	102.12071	89.63906	86.76835	87.838135	84.661964	95.49143	43.914085	193.35838	97.456345	197.99846	34.079113	122.67928	88.07012	85.23536	0.0	117.27303	107.228485	187.2333	213.00568	87.12857	85.754	88.369995	88.35074
G001897535	192.27873	189.17198	135.1328	205.83289	117.61496	117.4348	118.33873	111.91422	184.4484	173.9695	136.48686	138.04025	216.96547	193.64124	87.143974	117.08387	122.57798	108.991005	120.20141	189.02776	201.62894	124.61521	114.265755	122.714226	121.68961	138.13148	141.751	123.212845	204.64864	176.96967	210.68898	118.775085	116.1095	105.02889	117.22002	105.59124	133.55034	110.586494	119.24742	117.04445	117.48127	212.63747	110.37831	121.054474	171.77615	127.211784	113.35943	86.10487	135.32845	126.47383	138.17694	112.227135	183.20206	121.069916	120.09788	106.38861	117.447655	112.68229	195.57912	187.83855	131.81078	120.52994	114.721054	119.39637	108.683495	133.10004	108.38174	173.94417	130.30928	196.14629	112.18614	122.15668	116.4877	122.019394	117.27303	0.0	138.79868	183.67953	196.03745	128.13994	117.55199	121.2439	112.79116
G900089565	223.98862	211.35469	97.40709	229.52422	83.32958	100.57651	64.24077	105.59435	208.46892	196.73477	22.74046	81.296165	230.92505	222.21095	138.80711	86.82418	58.114994	94.66595	154.8764	203.28647	225.02432	84.20634	108.589676	89.25921	149.09486	98.702225	167.33932	62.695	228.6069	191.84172	237.46825	101.71883	76.45601	111.194496	83.019966	86.151054	100.57532	87.04621	105.69928	103.60652	86.44309	229.11922	78.52751	65.45256	198.13539	21.168379	68.737686	137.1865	167.04141	158.46782	161.48389	102.17754	211.57092	103.024506	89.26483	98.64298	14.603983	146.3143	226.17455	206.29486	25.005875	70.01886	80.579155	83.387505	73.20035	12.529576	98.71308	206.01047	99.774925	223.0756	99.89448	150.64745	64.32602	88.22715	107.228485	138.79868	0.0	212.95035	228.08228	86.78116	84.797806	86.67215	83.529686
G001564065	177.23586	143.48692	221.92957	185.56595	209.68016	185.60635	197.51765	198.76945	143.53172	88.43617	207.09998	184.61348	181.98447	189.94669	187.33063	195.46852	192.47244	176.9677	191.0307	53.58	174.79633	209.04976	199.28946	192.83707	197.17387	231.33838	222.40102	194.99374	184.08412	70.45946	195.86671	172.98106	196.94806	189.7644	182.1022	182.3292	214.4063	197.9395	177.95657	189.23996	195.8849	171.13737	193.50357	197.52507	128.91568	196.67143	187.52	190.18561	196.92685	200.69899	208.6886	179.94327	63.62927	209.23306	197.8115	181.6619	202.80742	185.01529	173.61388	67.920815	205.68106	196.40364	195.8837	207.47176	178.61942	205.46387	184.0415	17.814854	218.83325	175.34612	180.71422	184.50246	193.16179	199.26402	187.2333	183.67953	212.95035	0.0	193.85799	210.8228	196.9388	195.92975	198.81496
G000012585	57.541172	191.43974	227.88892	38.62171	216.47723	211.21136	219.48994	206.17673	182.92957	179.05937	235.15643	227.92131	50.55948	49.38256	204.98529	212.80539	223.64795	206.94705	217.49194	185.58047	57.699177	219.13033	210.2435	227.84285	215.68633	223.28691	231.30096	219.12126	40.12421	180.98306	48.845127	210.26958	219.86899	211.10878	212.3252	202.91628	233.17699	219.93253	211.63707	209.18279	223.87822	36.546413	210.51971	222.05876	175.357	232.69824	212.10999	202.80408	232.55229	222.02974	224.38042	203.97777	189.93343	242.90263	213.5985	213.42992	218.54092	207.49625	68.74786	185.5214	236.78487	226.48602	217.05904	214.03618	220.3925	224.73444	204.13855	187.11914	237.60838	66.108734	204.44762	207.46303	218.6236	219.02351	213.00568	196.03745	228.08228	193.85799	0.0	224.98613	223.83408	212.16422	219.02776
G900129295	207.97574	199.98486	75.2857	222.59995	34.930656	96.10749	75.49853	91.89287	196.43188	190.89978	89.58904	78.604034	227.62456	226.30855	123.32906	65.42162	73.17987	85.01419	137.64577	206.21518	213.80058	62.65334	100.99046	73.34922	141.78227	67.66158	161.24507	74.70026	215.54832	180.25455	216.11876	94.36487	75.692406	91.841606	60.715626	69.818146	70.89887	59.611156	88.07528	99.96954	64.10009	217.08191	65.83906	81.24131	180.75632	82.44974	74.03282	123.02525	133.51144	150.027	159.83339	91.4576	192.87411	74.90275	69.16039	86.08884	79.654724	129.86455	200.87035	194.2618	89.78778	75.667915	64.30227	44.787693	61.109043	88.641884	87.39105	208.79398	72.67697	210.62494	88.44175	131.6337	74.241936	52.39139	87.12857	128.13994	86.78116	210.8228	224.98613	0.0	66.85502	64.772675	68.1018
G001601815	207.56024	197.19833	76.19927	223.21288	67.2539	88.89681	72.666885	90.793015	200.55576	187.75401	82.40436	84.23982	198.90079	205.07256	123.92482	32.40337	68.98431	80.82411	129.81023	191.67801	215.60887	67.82989	94.74281	66.42873	122.58301	75.23925	143.13788	69.85422	218.5657	189.40013	227.62027	87.66721	73.54956	101.13886	56.487034	75.59494	70.09236	61.31285	96.289276	86.08213	56.882008	213.97166	61.69166	70.582504	185.04826	82.54807	70.52057	125.393684	149.92165	137.50899	151.75368	80.89151	201.58818	84.8867	55.82808	81.40594	72.38266	123.759155	211.38104	205.85004	86.64106	71.44033	57.755497	65.17491	65.93319	82.47518	80.36143	189.34492	81.29314	215.17807	82.909874	132.10942	72.23142	61.993824	85.754	117.55199	84.797806	196.9388	223.83408	66.85502	0.0	33.296715	37.524605
G000814325	204.04187	194.73679	73.29307	217.71631	61.42043	91.78478	70.13922	86.79322	191.50894	193.50002	90.500534	78.06078	198.94388	210.03914	114.068825	28.047035	67.3139	81.69174	139.28511	189.5101	212.90263	67.995926	96.1662	68.9886	130.97311	80.61996	145.12885	69.091995	215.35065	177.95094	214.69078	85.522934	72.13734	105.47888	56.513264	72.86229	72.91349	65.834946	94.95805	93.83084	60.184166	208.35416	59.034622	75.19935	180.99	86.770905	74.03656	115.7183	142.17558	137.66075	152.71565	73.65362	191.73395	80.013054	54.533764	91.01287	70.64229	138.98921	226.84756	185.82402	81.66874	75.18094	53.55583	63.85311	75.078224	83.64267	80.671684	184.29152	81.07263	220.04265	86.13541	145.51654	70.43214	65.14327	88.369995	121.2439	86.67215	195.92975	212.16422	64.772675	33.296715	0.0	33.095055
G000974785	196.61726	206.1058	76.2812	212.85255	63.563187	81.84771	65.0528	80.83999	205.01837	186.58762	85.74331	75.80062	206.14462	217.06738	119.57901	32.593964	68.775055	74.79912	124.026695	200.90675	206.66783	65.55914	89.54381	70.7093	133.12363	77.383415	140.89156	69.54688	211.4109	196.55078	220.17282	92.64317	72.568436	99.109825	45.43173	73.69548	72.563126	64.49587	99.01168	84.74939	55.458805	209.6226	61.271828	71.67153	175.19589	79.48863	64.586266	118.41222	144.03894	137.46472	144.92943	84.04756	198.79498	77.94017	53.037193	72.55047	72.54634	122.79616	205.30487	208.24431	82.71835	70.61327	53.639194	60.758934	64.31937	78.16041	79.82907	187.31097	71.91335	205.51668	81.972755	127.9363	64.64148	61.39679	88.35074	112.79116	83.529686	198.81496	219.02776	68.1018	37.524605	33.095055	0.0
